parent,parenttype,parentfield,item_code,qty,uom,warehouse,rate
DN-DEMO-000281,Delivery Note,items,BIO-00455,3,Nos,Central Warehouse - ENXI,3111223
DN-DEMO-000282,Delivery Note,items,BIO-00333,2,Nos,Central Warehouse - ENXI,3062592
DN-DEMO-000283,Delivery Note,items,BIO-00149,3,Nos,Central Warehouse - ENXI,357936
DN-DEMO-000284,Delivery Note,items,BIO-00411,1,Nos,Central Warehouse - ENXI,1138906
DN-DEMO-000285,Delivery Note,items,BIO-00461,5,Nos,Central Warehouse - ENXI,3116359
DN-DEMO-000286,Delivery Note,items,BIO-00186,2,Nos,Central Warehouse - ENXI,1340274
DN-DEMO-000287,Delivery Note,items,BIO-00066,5,Nos,Central Warehouse - ENXI,1053984
DN-DEMO-000288,Delivery Note,items,BIO-00184,1,Nos,Central Warehouse - ENXI,3134560
DN-DEMO-000289,Delivery Note,items,BIO-00289,2,Nos,Central Warehouse - ENXI,2732696
DN-DEMO-000290,Delivery Note,items,BIO-00466,5,Nos,Central Warehouse - ENXI,1439913
DN-DEMO-000291,Delivery Note,items,BIO-00114,2,Nos,Central Warehouse - ENXI,2807788
DN-DEMO-000292,Delivery Note,items,SPR-00002,4,Nos,Central Warehouse - ENXI,82826
DN-DEMO-000293,Delivery Note,items,BIO-00331,3,Nos,Central Warehouse - ENXI,2191330
DN-DEMO-000294,Delivery Note,items,BIO-00311,4,Nos,Central Warehouse - ENXI,3467067
DN-DEMO-000295,Delivery Note,items,BIO-00317,4,Nos,Central Warehouse - ENXI,3404079
DN-DEMO-000296,Delivery Note,items,BIO-00195,2,Nos,Central Warehouse - ENXI,2537227
DN-DEMO-000297,Delivery Note,items,BIO-00189,5,Nos,Central Warehouse - ENXI,2833129
DN-DEMO-000298,Delivery Note,items,BIO-00493,2,Nos,Central Warehouse - ENXI,2254262
DN-DEMO-000299,Delivery Note,items,BIO-00414,5,Nos,Central Warehouse - ENXI,56754
DN-DEMO-000300,Delivery Note,items,BIO-00438,1,Nos,Central Warehouse - ENXI,2260156
DN-DEMO-000301,Delivery Note,items,BIO-00079,2,Nos,Central Warehouse - ENXI,1616642
DN-DEMO-000302,Delivery Note,items,BIO-00022,4,Nos,Central Warehouse - ENXI,2188898
DN-DEMO-000303,Delivery Note,items,BIO-00176,4,Nos,Central Warehouse - ENXI,2294698
DN-DEMO-000304,Delivery Note,items,BIO-00153,4,Nos,Central Warehouse - ENXI,2084063
DN-DEMO-000305,Delivery Note,items,BIO-00374,4,Nos,Central Warehouse - ENXI,2157142
DN-DEMO-000306,Delivery Note,items,BIO-00359,4,Nos,Central Warehouse - ENXI,1218289
DN-DEMO-000307,Delivery Note,items,BIO-00457,5,Nos,Central Warehouse - ENXI,967759
DN-DEMO-000308,Delivery Note,items,BIO-00138,3,Nos,Central Warehouse - ENXI,2459762
DN-DEMO-000309,Delivery Note,items,BIO-00472,5,Nos,Central Warehouse - ENXI,2042059
DN-DEMO-000310,Delivery Note,items,BIO-00076,1,Nos,Central Warehouse - ENXI,1019098
DN-DEMO-000311,Delivery Note,items,BIO-00372,2,Nos,Central Warehouse - ENXI,390413
DN-DEMO-000312,Delivery Note,items,BIO-00166,3,Nos,Central Warehouse - ENXI,2917557
DN-DEMO-000313,Delivery Note,items,BIO-00410,3,Nos,Central Warehouse - ENXI,2565325
DN-DEMO-000314,Delivery Note,items,BIO-00082,5,Nos,Central Warehouse - ENXI,2986097
DN-DEMO-000315,Delivery Note,items,BIO-00297,3,Nos,Central Warehouse - ENXI,2304224
DN-DEMO-000316,Delivery Note,items,BIO-00281,3,Nos,Central Warehouse - ENXI,414844
DN-DEMO-000317,Delivery Note,items,BIO-00033,3,Nos,Central Warehouse - ENXI,2258566
DN-DEMO-000318,Delivery Note,items,BIO-00397,2,Nos,Central Warehouse - ENXI,1847436
DN-DEMO-000319,Delivery Note,items,BIO-00166,1,Nos,Central Warehouse - ENXI,3188144
DN-DEMO-000320,Delivery Note,items,BIO-00061,5,Nos,Central Warehouse - ENXI,2645513
DN-DEMO-000321,Delivery Note,items,WC-CHM-050,3,Nos,Central Warehouse - ENXI,1453603
DN-DEMO-000322,Delivery Note,items,BIO-00138,5,Nos,Central Warehouse - ENXI,1753974
DN-DEMO-000323,Delivery Note,items,BIO-00450,3,Nos,Central Warehouse - ENXI,351744
DN-DEMO-000324,Delivery Note,items,BIO-00184,4,Nos,Central Warehouse - ENXI,1353088
DN-DEMO-000325,Delivery Note,items,BIO-00360,4,Nos,Central Warehouse - ENXI,1898009
DN-DEMO-000326,Delivery Note,items,BIO-00353,4,Nos,Central Warehouse - ENXI,1046494
DN-DEMO-000327,Delivery Note,items,BIO-00005,1,Nos,Central Warehouse - ENXI,2422820
DN-DEMO-000328,Delivery Note,items,BIO-00180,5,Nos,Central Warehouse - ENXI,3481680
DN-DEMO-000329,Delivery Note,items,BIO-00032,1,Nos,Central Warehouse - ENXI,1710955
DN-DEMO-000330,Delivery Note,items,BIO-00099,1,Nos,Central Warehouse - ENXI,410129
DN-DEMO-000331,Delivery Note,items,BIO-00424,3,Nos,Central Warehouse - ENXI,2464271
DN-DEMO-000332,Delivery Note,items,BIO-00380,2,Nos,Central Warehouse - ENXI,773735
DN-DEMO-000333,Delivery Note,items,BIO-00075,2,Nos,Central Warehouse - ENXI,2249180
DN-DEMO-000334,Delivery Note,items,BIO-00435,5,Nos,Central Warehouse - ENXI,3371386
DN-DEMO-000335,Delivery Note,items,BIO-00111,3,Nos,Central Warehouse - ENXI,3289233
DN-DEMO-000336,Delivery Note,items,BIO-00354,2,Nos,Central Warehouse - ENXI,2061577
DN-DEMO-000337,Delivery Note,items,SPR-00011,5,Nos,Central Warehouse - ENXI,254765
DN-DEMO-000338,Delivery Note,items,BIO-00368,5,Nos,Central Warehouse - ENXI,3264062
DN-DEMO-000339,Delivery Note,items,BIO-00270,1,Nos,Central Warehouse - ENXI,397341
DN-DEMO-000340,Delivery Note,items,BIO-00371,5,Nos,Central Warehouse - ENXI,190870
DN-DEMO-000341,Delivery Note,items,BIO-00005,2,Nos,Central Warehouse - ENXI,874327
DN-DEMO-000342,Delivery Note,items,BIO-00330,1,Nos,Central Warehouse - ENXI,351945
DN-DEMO-000343,Delivery Note,items,BIO-00484,3,Nos,Central Warehouse - ENXI,969280
DN-DEMO-000344,Delivery Note,items,BIO-00429,2,Nos,Central Warehouse - ENXI,1621722
DN-DEMO-000345,Delivery Note,items,BIO-00498,5,Nos,Central Warehouse - ENXI,1724080
DN-DEMO-000346,Delivery Note,items,BIO-00429,4,Nos,Central Warehouse - ENXI,487578
DN-DEMO-000347,Delivery Note,items,BIO-00168,3,Nos,Central Warehouse - ENXI,1193223
DN-DEMO-000348,Delivery Note,items,BIO-00497,1,Nos,Central Warehouse - ENXI,1497245
DN-DEMO-000349,Delivery Note,items,BIO-00346,2,Nos,Central Warehouse - ENXI,1698155
DN-DEMO-000350,Delivery Note,items,BIO-00361,4,Nos,Central Warehouse - ENXI,2082374
DN-DEMO-000351,Delivery Note,items,BIO-00137,4,Nos,Central Warehouse - ENXI,2704961
DN-DEMO-000352,Delivery Note,items,BIO-00071,4,Nos,Central Warehouse - ENXI,620563
DN-DEMO-000353,Delivery Note,items,BIO-00369,3,Nos,Central Warehouse - ENXI,3193156
DN-DEMO-000354,Delivery Note,items,SPR-00003,3,Nos,Central Warehouse - ENXI,2667459
DN-DEMO-000355,Delivery Note,items,BIO-00033,1,Nos,Central Warehouse - ENXI,2563649
DN-DEMO-000356,Delivery Note,items,BIO-00079,5,Nos,Central Warehouse - ENXI,3493572
DN-DEMO-000357,Delivery Note,items,SPR-00010,4,Nos,Central Warehouse - ENXI,3149111
DN-DEMO-000358,Delivery Note,items,BIO-00396,2,Nos,Central Warehouse - ENXI,3418108
DN-DEMO-000359,Delivery Note,items,BIO-00187,1,Nos,Central Warehouse - ENXI,766020
DN-DEMO-000360,Delivery Note,items,BIO-00497,3,Nos,Central Warehouse - ENXI,1396297
DN-DEMO-000361,Delivery Note,items,BIO-00500,2,Nos,Central Warehouse - ENXI,2386574
DN-DEMO-000362,Delivery Note,items,BIO-00487,1,Nos,Central Warehouse - ENXI,2875189
DN-DEMO-000363,Delivery Note,items,BIO-00279,3,Nos,Central Warehouse - ENXI,1392284
DN-DEMO-000364,Delivery Note,items,BIO-00072,1,Nos,Central Warehouse - ENXI,715698
DN-DEMO-000365,Delivery Note,items,BIO-00094,4,Nos,Central Warehouse - ENXI,1139770
DN-DEMO-000366,Delivery Note,items,BIO-00357,3,Nos,Central Warehouse - ENXI,1717927
DN-DEMO-000367,Delivery Note,items,BIO-00375,5,Nos,Central Warehouse - ENXI,1169857
DN-DEMO-000368,Delivery Note,items,BIO-00430,4,Nos,Central Warehouse - ENXI,60601
DN-DEMO-000369,Delivery Note,items,BIO-00334,5,Nos,Central Warehouse - ENXI,3307973
DN-DEMO-000370,Delivery Note,items,BIO-00012,4,Nos,Central Warehouse - ENXI,1490298
DN-DEMO-000371,Delivery Note,items,BIO-00388,5,Nos,Central Warehouse - ENXI,2973292
DN-DEMO-000372,Delivery Note,items,BIO-00052,5,Nos,Central Warehouse - ENXI,2167588
DN-DEMO-000373,Delivery Note,items,BIO-00280,4,Nos,Central Warehouse - ENXI,1621372
DN-DEMO-000374,Delivery Note,items,BIO-00036,2,Nos,Central Warehouse - ENXI,2451602
DN-DEMO-000375,Delivery Note,items,BIO-00399,3,Nos,Central Warehouse - ENXI,1303825
DN-DEMO-000376,Delivery Note,items,BIO-00453,3,Nos,Central Warehouse - ENXI,2583423
DN-DEMO-000377,Delivery Note,items,BIO-00085,3,Nos,Central Warehouse - ENXI,914062
DN-DEMO-000378,Delivery Note,items,BIO-00052,4,Nos,Central Warehouse - ENXI,1205919
DN-DEMO-000379,Delivery Note,items,BIO-00324,2,Nos,Central Warehouse - ENXI,2231094
DN-DEMO-000380,Delivery Note,items,BIO-00391,2,Nos,Central Warehouse - ENXI,2219920
DN-DEMO-000381,Delivery Note,items,BIO-00376,3,Nos,Central Warehouse - ENXI,2830670
DN-DEMO-000382,Delivery Note,items,BIO-00290,3,Nos,Central Warehouse - ENXI,1895388
DN-DEMO-000383,Delivery Note,items,BIO-00269,3,Nos,Central Warehouse - ENXI,1640628
DN-DEMO-000384,Delivery Note,items,BIO-00164,5,Nos,Central Warehouse - ENXI,203932
DN-DEMO-000385,Delivery Note,items,BIO-00010,3,Nos,Central Warehouse - ENXI,1417945
DN-DEMO-000386,Delivery Note,items,BIO-00418,5,Nos,Central Warehouse - ENXI,1154460
DN-DEMO-000387,Delivery Note,items,BIO-00453,2,Nos,Central Warehouse - ENXI,2728679
DN-DEMO-000388,Delivery Note,items,BIO-00157,2,Nos,Central Warehouse - ENXI,3262145
DN-DEMO-000389,Delivery Note,items,BIO-00321,4,Nos,Central Warehouse - ENXI,2806675
DN-DEMO-000390,Delivery Note,items,BIO-00053,3,Nos,Central Warehouse - ENXI,1771875
DN-DEMO-000391,Delivery Note,items,BIO-00335,2,Nos,Central Warehouse - ENXI,640826
DN-DEMO-000392,Delivery Note,items,BIO-00002,5,Nos,Central Warehouse - ENXI,1164139
DN-DEMO-000393,Delivery Note,items,BIO-00360,1,Nos,Central Warehouse - ENXI,2092109
DN-DEMO-000394,Delivery Note,items,BIO-00402,2,Nos,Central Warehouse - ENXI,1301824
DN-DEMO-000395,Delivery Note,items,BIO-00178,2,Nos,Central Warehouse - ENXI,1559706
DN-DEMO-000396,Delivery Note,items,BIO-00284,4,Nos,Central Warehouse - ENXI,574243
DN-DEMO-000397,Delivery Note,items,BIO-00386,1,Nos,Central Warehouse - ENXI,510491
DN-DEMO-000398,Delivery Note,items,BIO-00171,3,Nos,Central Warehouse - ENXI,1989209
DN-DEMO-000399,Delivery Note,items,BIO-00486,2,Nos,Central Warehouse - ENXI,3264932
DN-DEMO-000400,Delivery Note,items,BIO-00361,3,Nos,Central Warehouse - ENXI,1058276
DN-DEMO-000401,Delivery Note,items,BIO-00037,3,Nos,Central Warehouse - ENXI,2961830
DN-DEMO-000402,Delivery Note,items,BIO-00294,2,Nos,Central Warehouse - ENXI,775399
DN-DEMO-000403,Delivery Note,items,BIO-00188,4,Nos,Central Warehouse - ENXI,2149171
DN-DEMO-000404,Delivery Note,items,SPR-00006,3,Nos,Central Warehouse - ENXI,485630
DN-DEMO-000405,Delivery Note,items,BIO-00176,3,Nos,Central Warehouse - ENXI,2768570
DN-DEMO-000406,Delivery Note,items,BIO-00371,4,Nos,Central Warehouse - ENXI,1346126
DN-DEMO-000407,Delivery Note,items,SPR-00002,5,Nos,Central Warehouse - ENXI,1429082
DN-DEMO-000408,Delivery Note,items,BIO-00192,4,Nos,Central Warehouse - ENXI,947567
DN-DEMO-000409,Delivery Note,items,BIO-00387,3,Nos,Central Warehouse - ENXI,686060
DN-DEMO-000410,Delivery Note,items,BIO-00487,2,Nos,Central Warehouse - ENXI,2299852
DN-DEMO-000411,Delivery Note,items,BIO-00191,3,Nos,Central Warehouse - ENXI,2368140
DN-DEMO-000412,Delivery Note,items,BIO-00474,5,Nos,Central Warehouse - ENXI,3345701
DN-DEMO-000413,Delivery Note,items,BIO-00177,4,Nos,Central Warehouse - ENXI,3182462
DN-DEMO-000414,Delivery Note,items,BIO-00155,4,Nos,Central Warehouse - ENXI,1568863
DN-DEMO-000415,Delivery Note,items,BIO-00051,4,Nos,Central Warehouse - ENXI,1738005
DN-DEMO-000416,Delivery Note,items,BIO-00080,5,Nos,Central Warehouse - ENXI,3293926
DN-DEMO-000417,Delivery Note,items,BIO-00368,1,Nos,Central Warehouse - ENXI,3307693
DN-DEMO-000418,Delivery Note,items,SPR-00011,2,Nos,Central Warehouse - ENXI,1049654
DN-DEMO-000419,Delivery Note,items,BIO-00426,3,Nos,Central Warehouse - ENXI,1912437
DN-DEMO-000420,Delivery Note,items,BIO-00154,1,Nos,Central Warehouse - ENXI,2000410
DN-DEMO-000421,Delivery Note,items,BIO-00129,4,Nos,Central Warehouse - ENXI,3434231
DN-DEMO-000422,Delivery Note,items,BIO-00274,1,Nos,Central Warehouse - ENXI,1117389
DN-DEMO-000423,Delivery Note,items,BIO-00299,5,Nos,Central Warehouse - ENXI,2101600
DN-DEMO-000424,Delivery Note,items,BIO-00461,2,Nos,Central Warehouse - ENXI,1269897
DN-DEMO-000425,Delivery Note,items,BIO-00331,3,Nos,Central Warehouse - ENXI,3043241
DN-DEMO-000426,Delivery Note,items,BIO-00339,3,Nos,Central Warehouse - ENXI,225070
DN-DEMO-000427,Delivery Note,items,BIO-00411,2,Nos,Central Warehouse - ENXI,2144273
DN-DEMO-000428,Delivery Note,items,BIO-00191,4,Nos,Central Warehouse - ENXI,205523
DN-DEMO-000429,Delivery Note,items,BIO-00283,1,Nos,Central Warehouse - ENXI,850958
DN-DEMO-000430,Delivery Note,items,BIO-00469,4,Nos,Central Warehouse - ENXI,472672
DN-DEMO-000431,Delivery Note,items,BIO-00040,4,Nos,Central Warehouse - ENXI,1509343
DN-DEMO-000432,Delivery Note,items,BIO-00394,1,Nos,Central Warehouse - ENXI,2814270
DN-DEMO-000433,Delivery Note,items,BIO-00021,1,Nos,Central Warehouse - ENXI,1888486
DN-DEMO-000434,Delivery Note,items,BIO-00019,4,Nos,Central Warehouse - ENXI,1979429
DN-DEMO-000435,Delivery Note,items,BIO-00451,3,Nos,Central Warehouse - ENXI,2460147
DN-DEMO-000436,Delivery Note,items,BIO-00297,5,Nos,Central Warehouse - ENXI,1863936
DN-DEMO-000437,Delivery Note,items,BIO-00352,2,Nos,Central Warehouse - ENXI,2268795
DN-DEMO-000438,Delivery Note,items,BIO-00161,1,Nos,Central Warehouse - ENXI,1718781
DN-DEMO-000439,Delivery Note,items,BIO-00080,1,Nos,Central Warehouse - ENXI,3192628
DN-DEMO-000440,Delivery Note,items,BIO-00187,5,Nos,Central Warehouse - ENXI,3449157
DN-DEMO-000441,Delivery Note,items,BIO-00122,5,Nos,Central Warehouse - ENXI,3282342
DN-DEMO-000442,Delivery Note,items,BIO-00346,4,Nos,Central Warehouse - ENXI,1917176
DN-DEMO-000443,Delivery Note,items,BIO-00393,2,Nos,Central Warehouse - ENXI,1530340
DN-DEMO-000444,Delivery Note,items,BIO-00451,4,Nos,Central Warehouse - ENXI,2091816
DN-DEMO-000445,Delivery Note,items,BIO-00189,3,Nos,Central Warehouse - ENXI,2999564
DN-DEMO-000446,Delivery Note,items,BIO-00351,4,Nos,Central Warehouse - ENXI,240737
DN-DEMO-000447,Delivery Note,items,BIO-00030,4,Nos,Central Warehouse - ENXI,587236
DN-DEMO-000448,Delivery Note,items,BIO-00320,5,Nos,Central Warehouse - ENXI,949253
DN-DEMO-000449,Delivery Note,items,BIO-00445,1,Nos,Central Warehouse - ENXI,946034
DN-DEMO-000450,Delivery Note,items,BIO-00457,3,Nos,Central Warehouse - ENXI,3490473
DN-DEMO-000451,Delivery Note,items,BIO-00432,2,Nos,Central Warehouse - ENXI,2617298
DN-DEMO-000452,Delivery Note,items,BIO-00039,3,Nos,Central Warehouse - ENXI,845078
DN-DEMO-000453,Delivery Note,items,BIO-00356,4,Nos,Central Warehouse - ENXI,1349762
DN-DEMO-000454,Delivery Note,items,BIO-00299,3,Nos,Central Warehouse - ENXI,2627343
DN-DEMO-000455,Delivery Note,items,BIO-00268,4,Nos,Central Warehouse - ENXI,2870132
DN-DEMO-000456,Delivery Note,items,BIO-00161,4,Nos,Central Warehouse - ENXI,3037466
DN-DEMO-000457,Delivery Note,items,BIO-00419,5,Nos,Central Warehouse - ENXI,1786636
DN-DEMO-000458,Delivery Note,items,BIO-00440,1,Nos,Central Warehouse - ENXI,2962961
DN-DEMO-000459,Delivery Note,items,BIO-00313,1,Nos,Central Warehouse - ENXI,872155
DN-DEMO-000460,Delivery Note,items,BIO-00440,1,Nos,Central Warehouse - ENXI,2835827
DN-DEMO-000461,Delivery Note,items,BIO-00280,2,Nos,Central Warehouse - ENXI,3424706
DN-DEMO-000462,Delivery Note,items,BIO-00443,4,Nos,Central Warehouse - ENXI,1579903
DN-DEMO-000463,Delivery Note,items,BIO-00463,2,Nos,Central Warehouse - ENXI,1685073
DN-DEMO-000464,Delivery Note,items,BIO-00013,5,Nos,Central Warehouse - ENXI,780254
DN-DEMO-000465,Delivery Note,items,BIO-00176,2,Nos,Central Warehouse - ENXI,2857618
DN-DEMO-000466,Delivery Note,items,BIO-00122,4,Nos,Central Warehouse - ENXI,3446455
DN-DEMO-000467,Delivery Note,items,BIO-00136,1,Nos,Central Warehouse - ENXI,643453
DN-DEMO-000468,Delivery Note,items,BIO-00489,5,Nos,Central Warehouse - ENXI,1687205
DN-DEMO-000469,Delivery Note,items,BIO-00345,1,Nos,Central Warehouse - ENXI,421030
DN-DEMO-000470,Delivery Note,items,BIO-00065,2,Nos,Central Warehouse - ENXI,872603
DN-DEMO-000471,Delivery Note,items,BIO-00457,2,Nos,Central Warehouse - ENXI,366916
DN-DEMO-000472,Delivery Note,items,BIO-00367,2,Nos,Central Warehouse - ENXI,1401703
DN-DEMO-000473,Delivery Note,items,BIO-00459,4,Nos,Central Warehouse - ENXI,396484
DN-DEMO-000474,Delivery Note,items,BIO-00346,4,Nos,Central Warehouse - ENXI,3362317
DN-DEMO-000475,Delivery Note,items,BIO-00326,5,Nos,Central Warehouse - ENXI,3430729
DN-DEMO-000476,Delivery Note,items,BIO-00478,3,Nos,Central Warehouse - ENXI,3447436
DN-DEMO-000477,Delivery Note,items,BIO-00489,3,Nos,Central Warehouse - ENXI,1703874
DN-DEMO-000478,Delivery Note,items,BIO-00435,3,Nos,Central Warehouse - ENXI,1943748
DN-DEMO-000479,Delivery Note,items,BIO-00369,3,Nos,Central Warehouse - ENXI,1633527
DN-DEMO-000480,Delivery Note,items,BIO-00405,2,Nos,Central Warehouse - ENXI,808596
DN-DEMO-000481,Delivery Note,items,BIO-00398,3,Nos,Central Warehouse - ENXI,1225093
DN-DEMO-000482,Delivery Note,items,BIO-00040,1,Nos,Central Warehouse - ENXI,2234275
DN-DEMO-000483,Delivery Note,items,BIO-00455,5,Nos,Central Warehouse - ENXI,2842285
DN-DEMO-000484,Delivery Note,items,BIO-00438,3,Nos,Central Warehouse - ENXI,407891
DN-DEMO-000485,Delivery Note,items,BIO-00196,4,Nos,Central Warehouse - ENXI,836768
DN-DEMO-000486,Delivery Note,items,BIO-00010,3,Nos,Central Warehouse - ENXI,655592
DN-DEMO-000487,Delivery Note,items,BIO-00106,5,Nos,Central Warehouse - ENXI,2768193
DN-DEMO-000488,Delivery Note,items,BIO-00323,1,Nos,Central Warehouse - ENXI,2944139
DN-DEMO-000489,Delivery Note,items,BIO-00111,4,Nos,Central Warehouse - ENXI,3079449
DN-DEMO-000490,Delivery Note,items,BIO-00309,3,Nos,Central Warehouse - ENXI,3322911
DN-DEMO-000491,Delivery Note,items,BIO-00321,3,Nos,Central Warehouse - ENXI,2133122
DN-DEMO-000492,Delivery Note,items,BIO-00134,4,Nos,Central Warehouse - ENXI,2863374
DN-DEMO-000493,Delivery Note,items,BIO-00085,1,Nos,Central Warehouse - ENXI,362479
DN-DEMO-000494,Delivery Note,items,BIO-00385,5,Nos,Central Warehouse - ENXI,1072697
DN-DEMO-000495,Delivery Note,items,BIO-00125,3,Nos,Central Warehouse - ENXI,1169723
DN-DEMO-000496,Delivery Note,items,BIO-00050,1,Nos,Central Warehouse - ENXI,824201
DN-DEMO-000497,Delivery Note,items,BIO-00087,5,Nos,Central Warehouse - ENXI,918467
DN-DEMO-000498,Delivery Note,items,BIO-00006,2,Nos,Central Warehouse - ENXI,56792
DN-DEMO-000499,Delivery Note,items,BIO-00293,4,Nos,Central Warehouse - ENXI,1270877
DN-DEMO-000500,Delivery Note,items,BIO-00294,1,Nos,Central Warehouse - ENXI,3121549
DN-DEMO-000501,Delivery Note,items,BIO-00006,4,Nos,Central Warehouse - ENXI,2824113
DN-DEMO-000502,Delivery Note,items,BIO-00294,4,Nos,Central Warehouse - ENXI,504693
DN-DEMO-000503,Delivery Note,items,BIO-00122,4,Nos,Central Warehouse - ENXI,1632160
DN-DEMO-000504,Delivery Note,items,BIO-00426,5,Nos,Central Warehouse - ENXI,1615215
DN-DEMO-000505,Delivery Note,items,BIO-00294,4,Nos,Central Warehouse - ENXI,2793937
DN-DEMO-000506,Delivery Note,items,BIO-00399,1,Nos,Central Warehouse - ENXI,2719710
DN-DEMO-000507,Delivery Note,items,BIO-00095,1,Nos,Central Warehouse - ENXI,2142905
DN-DEMO-000508,Delivery Note,items,BIO-00022,3,Nos,Central Warehouse - ENXI,2338412
DN-DEMO-000509,Delivery Note,items,BIO-00479,5,Nos,Central Warehouse - ENXI,1705709
DN-DEMO-000510,Delivery Note,items,BIO-00026,3,Nos,Central Warehouse - ENXI,481921
DN-DEMO-000511,Delivery Note,items,BIO-00200,5,Nos,Central Warehouse - ENXI,982688
DN-DEMO-000512,Delivery Note,items,BIO-00116,2,Nos,Central Warehouse - ENXI,1673710
DN-DEMO-000513,Delivery Note,items,BIO-00153,3,Nos,Central Warehouse - ENXI,3388017
DN-DEMO-000514,Delivery Note,items,BIO-00132,5,Nos,Central Warehouse - ENXI,1851032
DN-DEMO-000515,Delivery Note,items,BIO-00153,1,Nos,Central Warehouse - ENXI,2519699
DN-DEMO-000516,Delivery Note,items,BIO-00043,4,Nos,Central Warehouse - ENXI,205210
DN-DEMO-000517,Delivery Note,items,BIO-00414,2,Nos,Central Warehouse - ENXI,2605279
DN-DEMO-000518,Delivery Note,items,BIO-00011,4,Nos,Central Warehouse - ENXI,3340965
DN-DEMO-000519,Delivery Note,items,BIO-00454,5,Nos,Central Warehouse - ENXI,189210
DN-DEMO-000520,Delivery Note,items,BIO-00415,4,Nos,Central Warehouse - ENXI,2756051
DN-DEMO-000521,Delivery Note,items,BIO-00118,3,Nos,Central Warehouse - ENXI,598146
DN-DEMO-000522,Delivery Note,items,BIO-00463,1,Nos,Central Warehouse - ENXI,3007687
DN-DEMO-000523,Delivery Note,items,BIO-00277,1,Nos,Central Warehouse - ENXI,567505
DN-DEMO-000524,Delivery Note,items,BIO-00036,3,Nos,Central Warehouse - ENXI,2393161
DN-DEMO-000525,Delivery Note,items,BIO-00052,2,Nos,Central Warehouse - ENXI,1715583
DN-DEMO-000526,Delivery Note,items,BIO-00073,5,Nos,Central Warehouse - ENXI,1691062
DN-DEMO-000527,Delivery Note,items,BIO-00006,4,Nos,Central Warehouse - ENXI,1212963
DN-DEMO-000528,Delivery Note,items,BIO-00061,3,Nos,Central Warehouse - ENXI,1084327
DN-DEMO-000529,Delivery Note,items,BIO-00353,2,Nos,Central Warehouse - ENXI,2724356
DN-DEMO-000530,Delivery Note,items,BIO-00420,2,Nos,Central Warehouse - ENXI,3325578
DN-DEMO-000531,Delivery Note,items,BIO-00088,4,Nos,Central Warehouse - ENXI,3388205
DN-DEMO-000532,Delivery Note,items,BIO-00072,2,Nos,Central Warehouse - ENXI,524298
DN-DEMO-000533,Delivery Note,items,BIO-00339,1,Nos,Central Warehouse - ENXI,2358557
DN-DEMO-000534,Delivery Note,items,BIO-00308,4,Nos,Central Warehouse - ENXI,1588631
DN-DEMO-000535,Delivery Note,items,BIO-00142,5,Nos,Central Warehouse - ENXI,93891
DN-DEMO-000536,Delivery Note,items,BIO-00489,5,Nos,Central Warehouse - ENXI,1022680
DN-DEMO-000537,Delivery Note,items,BIO-00442,3,Nos,Central Warehouse - ENXI,2336887
DN-DEMO-000538,Delivery Note,items,BIO-00434,5,Nos,Central Warehouse - ENXI,1300080
DN-DEMO-000539,Delivery Note,items,BIO-00396,5,Nos,Central Warehouse - ENXI,2729230
DN-DEMO-000540,Delivery Note,items,BIO-00003,4,Nos,Central Warehouse - ENXI,1568706
DN-DEMO-000541,Delivery Note,items,BIO-00123,3,Nos,Central Warehouse - ENXI,404255
DN-DEMO-000542,Delivery Note,items,BIO-00160,3,Nos,Central Warehouse - ENXI,1114183
DN-DEMO-000543,Delivery Note,items,BIO-00340,2,Nos,Central Warehouse - ENXI,3285856
DN-DEMO-000544,Delivery Note,items,BIO-00408,3,Nos,Central Warehouse - ENXI,562198
DN-DEMO-000545,Delivery Note,items,BIO-00495,2,Nos,Central Warehouse - ENXI,3130316
DN-DEMO-000546,Delivery Note,items,BIO-00156,1,Nos,Central Warehouse - ENXI,3438188
DN-DEMO-000547,Delivery Note,items,BIO-00046,2,Nos,Central Warehouse - ENXI,2327841
DN-DEMO-000548,Delivery Note,items,BIO-00097,1,Nos,Central Warehouse - ENXI,2446444
DN-DEMO-000549,Delivery Note,items,BIO-00189,5,Nos,Central Warehouse - ENXI,2712485
DN-DEMO-000550,Delivery Note,items,BIO-00408,4,Nos,Central Warehouse - ENXI,2425072
DN-DEMO-000551,Delivery Note,items,BIO-00007,2,Nos,Central Warehouse - ENXI,1471343
DN-DEMO-000552,Delivery Note,items,BIO-00435,5,Nos,Central Warehouse - ENXI,1953357
DN-DEMO-000553,Delivery Note,items,BIO-00299,4,Nos,Central Warehouse - ENXI,391608
DN-DEMO-000554,Delivery Note,items,BIO-00295,1,Nos,Central Warehouse - ENXI,856336
DN-DEMO-000555,Delivery Note,items,BIO-00177,4,Nos,Central Warehouse - ENXI,2148481
DN-DEMO-000556,Delivery Note,items,BIO-00030,5,Nos,Central Warehouse - ENXI,1322823
DN-DEMO-000557,Delivery Note,items,BIO-00067,3,Nos,Central Warehouse - ENXI,2980338
DN-DEMO-000558,Delivery Note,items,BIO-00003,3,Nos,Central Warehouse - ENXI,441004
DN-DEMO-000559,Delivery Note,items,BIO-00130,5,Nos,Central Warehouse - ENXI,3443826
DN-DEMO-000560,Delivery Note,items,BIO-00436,5,Nos,Central Warehouse - ENXI,2527141
