name,naming_series,customer,posting_date,company
DN-DEMO-000189,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 40,2024-08-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000190,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2024-08-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000191,MAT-DN-.YYYY.-,Children Medical Center 46,2024-09-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000192,MAT-DN-.YYYY.-,Central Park Medical Center 36,2024-09-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000193,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2024-09-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000194,MAT-DN-.YYYY.-,Children Maternity Hospital 30,2024-09-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000195,MAT-DN-.YYYY.-,Sheikh Zayed District Hospital 14,2024-09-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000196,MAT-DN-.YYYY.-,Citi Lab Medical Center 38,2024-09-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000197,MAT-DN-.YYYY.-,LifeLine Medical Center 49,2024-09-04,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000198,MAT-DN-.YYYY.-,Children Medical Center 46,2024-09-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000199,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2024-09-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000200,MAT-DN-.YYYY.-,Agha Khan Lab Medical Center 53,2024-09-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000201,MAT-DN-.YYYY.-,National District Hospital 17,2024-09-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000202,MAT-DN-.YYYY.-,Punjab District Hospital 12,2024-09-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000203,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 45,2024-09-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000204,MAT-DN-.YYYY.-,Children Maternity Hospital 30,2024-09-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000205,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 55,2024-09-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000206,MAT-DN-.YYYY.-,Noor Tertiary Hospital 07,2024-09-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000207,MAT-DN-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2024-09-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000208,MAT-DN-.YYYY.-,Combined Military Teaching Hospital 19,2024-09-13,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000209,MAT-DN-.YYYY.-,Prime Medical Center 47,2024-09-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000210,MAT-DN-.YYYY.-,Shaukat Khanum District Hospital 16,2024-09-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000211,MAT-DN-.YYYY.-,Sharif Medical Private Hospital 23,2024-09-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000212,MAT-DN-.YYYY.-,Central Park Tertiary Hospital 05,2024-09-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000213,MAT-DN-.YYYY.-,Lahore General District Hospital 13,2024-09-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000214,MAT-DN-.YYYY.-,Mayo Tertiary Hospital 01,2024-09-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000215,MAT-DN-.YYYY.-,City Care Tertiary Hospital 06,2024-09-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000216,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 40,2024-09-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000217,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 40,2024-09-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000218,MAT-DN-.YYYY.-,Shaukat Khanum Medical Center 50,2024-09-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000219,MAT-DN-.YYYY.-,Hafeez Diagnostic Laboratory 27,2024-09-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000220,MAT-DN-.YYYY.-,National Medical Center 48,2024-09-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000221,MAT-DN-.YYYY.-,Gulab Devi Teaching Hospital 20,2024-09-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000222,MAT-DN-.YYYY.-,Punjab District Hospital 12,2024-09-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000223,MAT-DN-.YYYY.-,Prime Tertiary Hospital 10,2024-09-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000224,MAT-DN-.YYYY.-,Allied Teaching Hospital 18,2024-09-28,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000225,MAT-DN-.YYYY.-,Hafeez Diagnostic Laboratory 27,2024-09-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000226,MAT-DN-.YYYY.-,Prime Medical Center 47,2024-09-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000227,MAT-DN-.YYYY.-,Hafeez Diagnostic Laboratory 27,2024-10-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000228,MAT-DN-.YYYY.-,Doctors Private Hospital 25,2024-10-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000229,MAT-DN-.YYYY.-,Jinnah Tertiary Hospital 02,2024-10-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000230,MAT-DN-.YYYY.-,LifeLine Tertiary Hospital 09,2024-10-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000231,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2024-10-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000232,MAT-DN-.YYYY.-,Allied Medical Center 35,2024-10-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000233,MAT-DN-.YYYY.-,LifeLine Tertiary Hospital 09,2024-10-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000234,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2024-10-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000235,MAT-DN-.YYYY.-,Surgimed Diagnostic Laboratory 26,2024-10-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000236,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2024-10-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000237,MAT-DN-.YYYY.-,Jinnah Tertiary Hospital 02,2024-10-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000238,MAT-DN-.YYYY.-,Allied Teaching Hospital 18,2024-10-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000239,MAT-DN-.YYYY.-,Children Medical Center 46,2024-10-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000240,MAT-DN-.YYYY.-,Sharif Medical Private Hospital 23,2024-10-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000241,MAT-DN-.YYYY.-,Social Security Medical Center 43,2024-10-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000242,MAT-DN-.YYYY.-,LifeLine Tertiary Hospital 09,2024-10-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000243,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 41,2024-10-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000244,MAT-DN-.YYYY.-,Lahore General District Hospital 13,2024-10-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000245,MAT-DN-.YYYY.-,Services Tertiary Hospital 03,2024-10-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000246,MAT-DN-.YYYY.-,Central Park Medical Center 36,2024-10-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000247,MAT-DN-.YYYY.-,National Medical Center 48,2024-10-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000248,MAT-DN-.YYYY.-,Lahore General District Hospital 13,2024-10-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000249,MAT-DN-.YYYY.-,Prime Tertiary Hospital 10,2024-10-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000250,MAT-DN-.YYYY.-,Combined Military Teaching Hospital 19,2024-10-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000251,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2024-10-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000252,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 33,2024-10-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000253,MAT-DN-.YYYY.-,Prime Tertiary Hospital 10,2024-10-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000254,MAT-DN-.YYYY.-,Jinnah Tertiary Hospital 02,2024-10-28,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000255,MAT-DN-.YYYY.-,Combined Military Teaching Hospital 19,2024-10-28,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000256,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 51,2024-10-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000257,MAT-DN-.YYYY.-,Mayo Tertiary Hospital 01,2024-10-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000258,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2024-10-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000259,MAT-DN-.YYYY.-,Surgimed Diagnostic Laboratory 26,2024-10-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000260,MAT-DN-.YYYY.-,Services Tertiary Hospital 03,2024-11-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000261,MAT-DN-.YYYY.-,National District Hospital 17,2024-11-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000262,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 33,2024-11-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000263,MAT-DN-.YYYY.-,Fatima Memorial Private Hospital 22,2024-11-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000264,MAT-DN-.YYYY.-,National District Hospital 17,2024-11-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000265,MAT-DN-.YYYY.-,Doctors Private Hospital 25,2024-11-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000266,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2024-11-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000267,MAT-DN-.YYYY.-,Central Park Medical Center 36,2024-11-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000268,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 33,2024-11-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000269,MAT-DN-.YYYY.-,Aziz Fatimah Diagnostic Laboratory 28,2024-11-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000270,MAT-DN-.YYYY.-,National Medical Center 54,2024-11-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000271,MAT-DN-.YYYY.-,Doctors Private Hospital 25,2024-11-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000272,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 42,2024-11-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000273,MAT-DN-.YYYY.-,Jinnah Tertiary Hospital 02,2024-11-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000274,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2024-11-13,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000275,MAT-DN-.YYYY.-,Doctors Private Hospital 25,2024-11-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000276,MAT-DN-.YYYY.-,National Medical Center 54,2024-11-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000277,MAT-DN-.YYYY.-,LifeLine Medical Center 49,2024-11-15,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000278,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2024-11-15,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000279,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 33,2024-11-15,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000280,MAT-DN-.YYYY.-,Al-Rehman Tertiary Hospital 08,2024-11-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000281,MAT-DN-.YYYY.-,Citi Lab Medical Center 38,2024-11-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000282,MAT-DN-.YYYY.-,Shaukat Khanum District Hospital 16,2024-11-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000283,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2024-11-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000284,MAT-DN-.YYYY.-,Citi Lab Medical Center 38,2024-11-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000285,MAT-DN-.YYYY.-,Children Maternity Hospital 30,2024-11-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000286,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2024-11-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000287,MAT-DN-.YYYY.-,Farooq Maternity Hospital 29,2024-11-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000288,MAT-DN-.YYYY.-,Citi Lab Medical Center 38,2024-11-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000289,MAT-DN-.YYYY.-,Hafeez Diagnostic Laboratory 27,2024-11-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000290,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2024-11-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000291,MAT-DN-.YYYY.-,Prime Medical Center 47,2024-11-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000292,MAT-DN-.YYYY.-,Prime Medical Center 47,2024-11-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000293,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2024-11-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000294,MAT-DN-.YYYY.-,LifeLine Medical Center 49,2024-11-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000295,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 41,2024-11-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000296,MAT-DN-.YYYY.-,Fatima Memorial Private Hospital 22,2024-11-28,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000297,MAT-DN-.YYYY.-,Medix District Hospital 11,2024-11-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000298,MAT-DN-.YYYY.-,Punjab District Hospital 12,2024-12-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000299,MAT-DN-.YYYY.-,Medix District Hospital 11,2024-12-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000300,MAT-DN-.YYYY.-,LifeLine Medical Center 49,2024-12-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000301,MAT-DN-.YYYY.-,Sheikh Zayed District Hospital 14,2024-12-04,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000302,MAT-DN-.YYYY.-,Sheikh Zayed District Hospital 14,2024-12-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000303,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 33,2024-12-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000304,MAT-DN-.YYYY.-,Prime Medical Center 47,2024-12-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000305,MAT-DN-.YYYY.-,Hafeez Diagnostic Laboratory 27,2024-12-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000306,MAT-DN-.YYYY.-,Jinnah Tertiary Hospital 02,2024-12-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000307,MAT-DN-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2024-12-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000308,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2024-12-13,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000309,MAT-DN-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2024-12-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000310,MAT-DN-.YYYY.-,Fatima Memorial Private Hospital 22,2024-12-15,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000311,MAT-DN-.YYYY.-,Sharif Medical Private Hospital 23,2024-12-15,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000312,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2024-12-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000313,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 51,2024-12-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000314,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 41,2024-12-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000315,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 40,2024-12-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000316,MAT-DN-.YYYY.-,Children Medical Center 46,2024-12-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000317,MAT-DN-.YYYY.-,Surgimed Medical Center 44,2024-12-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000318,MAT-DN-.YYYY.-,Doctors Private Hospital 25,2024-12-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000319,MAT-DN-.YYYY.-,Farooq Maternity Hospital 29,2024-12-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000320,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 42,2024-12-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000321,MAT-DN-.YYYY.-,Lahore Eye Medical Center 32,2024-12-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000322,MAT-DN-.YYYY.-,Hameed Latif District Hospital 15,2024-12-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000323,MAT-DN-.YYYY.-,Sharif Medical Private Hospital 23,2024-12-28,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000324,MAT-DN-.YYYY.-,Shaukat Khanum Medical Center 50,2024-12-28,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000325,MAT-DN-.YYYY.-,Al-Rehman Tertiary Hospital 08,2024-12-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000326,MAT-DN-.YYYY.-,Surgimed Medical Center 34,2024-12-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000327,MAT-DN-.YYYY.-,Prime Medical Center 47,2025-01-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000328,MAT-DN-.YYYY.-,Sheikh Zayed District Hospital 14,2025-01-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000329,MAT-DN-.YYYY.-,Punjab District Hospital 12,2025-01-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000330,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 51,2025-01-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000331,MAT-DN-.YYYY.-,LifeLine Medical Center 49,2025-01-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000332,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2025-01-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000333,MAT-DN-.YYYY.-,Allied Teaching Hospital 18,2025-01-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000334,MAT-DN-.YYYY.-,Allied Teaching Hospital 18,2025-01-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000335,MAT-DN-.YYYY.-,National Medical Center 48,2025-01-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000336,MAT-DN-.YYYY.-,Social Security Medical Center 43,2025-01-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000337,MAT-DN-.YYYY.-,Doctors Private Hospital 25,2025-01-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000338,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2025-01-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000339,MAT-DN-.YYYY.-,National District Hospital 17,2025-01-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000340,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2025-01-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000341,MAT-DN-.YYYY.-,Allied Teaching Hospital 18,2025-01-15,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000342,MAT-DN-.YYYY.-,Gulab Devi Teaching Hospital 20,2025-01-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000343,MAT-DN-.YYYY.-,National Medical Center 54,2025-01-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000344,MAT-DN-.YYYY.-,Farooq Maternity Hospital 29,2025-01-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000345,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 51,2025-01-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000346,MAT-DN-.YYYY.-,Surgimed Diagnostic Laboratory 26,2025-01-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000347,MAT-DN-.YYYY.-,Sharif Medical Private Hospital 23,2025-01-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000348,MAT-DN-.YYYY.-,Hafeez Diagnostic Laboratory 27,2025-01-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000349,MAT-DN-.YYYY.-,Shaukat Khanum District Hospital 16,2025-01-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000350,MAT-DN-.YYYY.-,Services Tertiary Hospital 03,2025-01-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000351,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 55,2025-01-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000352,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 45,2025-01-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000353,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2025-01-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000354,MAT-DN-.YYYY.-,Sheikh Zayed District Hospital 14,2025-01-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000355,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2025-01-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000356,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 45,2025-01-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000357,MAT-DN-.YYYY.-,Sharif Medical Private Hospital 23,2025-01-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000358,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 41,2025-01-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000359,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 33,2025-01-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000360,MAT-DN-.YYYY.-,City Care Tertiary Hospital 06,2025-01-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000361,MAT-DN-.YYYY.-,Prime Medical Center 47,2025-01-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000362,MAT-DN-.YYYY.-,Shaukat Khanum District Hospital 16,2025-01-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000363,MAT-DN-.YYYY.-,Lahore Eye Medical Center 32,2025-02-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000364,MAT-DN-.YYYY.-,Central Park Medical Center 36,2025-02-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000365,MAT-DN-.YYYY.-,Doctors Private Hospital 25,2025-02-04,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000366,MAT-DN-.YYYY.-,Sheikh Zayed District Hospital 14,2025-02-04,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000367,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2025-02-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000368,MAT-DN-.YYYY.-,Combined Military Teaching Hospital 19,2025-02-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000369,MAT-DN-.YYYY.-,Farooq Maternity Hospital 29,2025-02-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000370,MAT-DN-.YYYY.-,National Medical Center 54,2025-02-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000371,MAT-DN-.YYYY.-,City Care Tertiary Hospital 06,2025-02-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000372,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2025-02-15,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000373,MAT-DN-.YYYY.-,Central Park Tertiary Hospital 05,2025-02-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000374,MAT-DN-.YYYY.-,Ittefaq Private Hospital 24,2025-02-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000375,MAT-DN-.YYYY.-,Surgimed Medical Center 44,2025-02-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000376,MAT-DN-.YYYY.-,Noor Tertiary Hospital 07,2025-02-20,EnXi Biomedical & Waste Management (Pvt) Ltd
