name,naming_series,customer,posting_date,due_date,company
SI-DEMO-000171,ACC-SINV-.YYYY.-,Hameed Latif District Hospital 15,2024-06-30,2024-07-15,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000172,ACC-SINV-.YYYY.-,Punjab District Hospital 12,2024-06-30,2024-08-29,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000173,ACC-SINV-.YYYY.-,LifeLine Tertiary Hospital 09,2024-07-01,2024-07-31,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000174,ACC-SINV-.YYYY.-,Children Maternity Hospital 30,2024-07-01,2024-08-30,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000175,ACC-SINV-.YYYY.-,Children Maternity Hospital 30,2024-07-02,2024-07-17,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000176,ACC-SINV-.YYYY.-,Central Park Medical Center 36,2024-07-03,2024-08-17,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000177,ACC-SINV-.YYYY.-,Farooq Maternity Hospital 29,2024-07-03,2024-08-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000178,ACC-SINV-.YYYY.-,Shalimar Tertiary Hospital 04,2024-07-03,2024-09-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000179,ACC-SINV-.YYYY.-,Ghurki Trust Medical Center 45,2024-07-04,2024-07-19,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000180,ACC-SINV-.YYYY.-,Sheikh Zayed Medical Center 37,2024-07-04,2024-07-19,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000181,ACC-SINV-.YYYY.-,Hafeez Diagnostic Laboratory 27,2024-07-05,2024-09-03,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000182,ACC-SINV-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2024-07-06,2024-08-05,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000183,ACC-SINV-.YYYY.-,Hafeez Diagnostic Laboratory 27,2024-07-07,2024-07-22,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000184,ACC-SINV-.YYYY.-,Agha Khan Lab Medical Center 53,2024-07-07,2024-07-22,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000185,ACC-SINV-.YYYY.-,National District Hospital 17,2024-07-08,2024-09-06,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000186,ACC-SINV-.YYYY.-,Fatima Memorial Private Hospital 22,2024-07-08,2024-08-07,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000187,ACC-SINV-.YYYY.-,Farooq Maternity Hospital 29,2024-07-09,2024-09-07,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000188,ACC-SINV-.YYYY.-,Lahore Eye Medical Center 32,2024-07-11,2024-08-25,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000189,ACC-SINV-.YYYY.-,Excel Labs Medical Center 52,2024-07-13,2024-08-27,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000190,ACC-SINV-.YYYY.-,Children Maternity Hospital 30,2024-07-14,2024-09-12,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000191,ACC-SINV-.YYYY.-,City Care Tertiary Hospital 06,2024-07-14,2024-08-13,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000192,ACC-SINV-.YYYY.-,Sir Ganga Ram Medical Center 33,2024-07-14,2024-09-12,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000193,ACC-SINV-.YYYY.-,Gulab Devi Teaching Hospital 20,2024-07-14,2024-08-13,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000194,ACC-SINV-.YYYY.-,Wapda Teaching Medical Center 51,2024-07-17,2024-08-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000195,ACC-SINV-.YYYY.-,Surgimed Medical Center 44,2024-07-17,2024-08-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000196,ACC-SINV-.YYYY.-,Al-Rehman Tertiary Hospital 08,2024-07-17,2024-09-15,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000197,ACC-SINV-.YYYY.-,Lahore General District Hospital 13,2024-07-18,2024-09-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000198,ACC-SINV-.YYYY.-,Services Tertiary Hospital 03,2024-07-18,2024-09-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000199,ACC-SINV-.YYYY.-,Sir Ganga Ram Medical Center 33,2024-07-18,2024-08-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000200,ACC-SINV-.YYYY.-,Ghurki Trust Medical Center 45,2024-07-19,2024-09-17,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000201,ACC-SINV-.YYYY.-,Sheikh Zayed Medical Center 37,2024-07-19,2024-09-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000202,ACC-SINV-.YYYY.-,Children Maternity Hospital 30,2024-07-20,2024-08-19,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000203,ACC-SINV-.YYYY.-,LifeLine Medical Center 49,2024-07-20,2024-09-03,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000204,ACC-SINV-.YYYY.-,Ittefaq Private Hospital 24,2024-07-20,2024-08-19,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000205,ACC-SINV-.YYYY.-,National Medical Center 54,2024-07-22,2024-09-20,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000206,ACC-SINV-.YYYY.-,Sheikh Zayed Medical Center 37,2024-07-24,2024-08-08,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000207,ACC-SINV-.YYYY.-,National District Hospital 17,2024-07-25,2024-08-09,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000208,ACC-SINV-.YYYY.-,Ghurki Trust Medical Center 45,2024-07-27,2024-08-11,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000209,ACC-SINV-.YYYY.-,Sir Ganga Ram Medical Center 33,2024-07-27,2024-09-25,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000210,ACC-SINV-.YYYY.-,Medix District Hospital 11,2024-07-28,2024-08-12,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000211,ACC-SINV-.YYYY.-,Noor Tertiary Hospital 07,2024-07-29,2024-08-13,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000212,ACC-SINV-.YYYY.-,Combined Military Teaching Hospital 19,2024-07-29,2024-08-28,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000213,ACC-SINV-.YYYY.-,Citi Lab Medical Center 38,2024-07-31,2024-09-14,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000214,ACC-SINV-.YYYY.-,Doctors Private Hospital 25,2024-07-31,2024-09-29,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000215,ACC-SINV-.YYYY.-,Combined Military Teaching Hospital 19,2024-08-01,2024-09-30,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000216,ACC-SINV-.YYYY.-,Central Park Tertiary Hospital 05,2024-08-02,2024-08-17,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000217,ACC-SINV-.YYYY.-,Shalimar Tertiary Hospital 04,2024-08-02,2024-10-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000218,ACC-SINV-.YYYY.-,Central Park Medical Center 36,2024-08-02,2024-09-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000219,ACC-SINV-.YYYY.-,Ittefaq Private Hospital 24,2024-08-02,2024-08-17,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000220,ACC-SINV-.YYYY.-,Combined Military Teaching Hospital 19,2024-08-05,2024-10-04,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000221,ACC-SINV-.YYYY.-,Surgimed Medical Center 44,2024-08-06,2024-09-05,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000222,ACC-SINV-.YYYY.-,Surgimed Medical Center 44,2024-08-07,2024-09-06,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000223,ACC-SINV-.YYYY.-,Sir Ganga Ram Medical Center 40,2024-08-07,2024-10-06,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000224,ACC-SINV-.YYYY.-,Ghurki Trust Medical Center 45,2024-08-09,2024-09-23,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000225,ACC-SINV-.YYYY.-,Aziz Fatimah Diagnostic Laboratory 28,2024-08-09,2024-09-23,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000226,ACC-SINV-.YYYY.-,Gulab Devi Teaching Hospital 20,2024-08-11,2024-09-25,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000227,ACC-SINV-.YYYY.-,Prime Tertiary Hospital 10,2024-08-11,2024-10-10,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000228,ACC-SINV-.YYYY.-,National Medical Center 48,2024-08-11,2024-09-25,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000229,ACC-SINV-.YYYY.-,Combined Military Teaching Hospital 19,2024-08-13,2024-08-28,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000230,ACC-SINV-.YYYY.-,Sharif Medical Private Hospital 23,2024-08-14,2024-09-13,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000231,ACC-SINV-.YYYY.-,Wapda Teaching Medical Center 51,2024-08-15,2024-09-29,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000232,ACC-SINV-.YYYY.-,Children Maternity Hospital 30,2024-08-15,2024-09-14,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000233,ACC-SINV-.YYYY.-,Aziz Fatimah Diagnostic Laboratory 28,2024-08-15,2024-10-14,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000234,ACC-SINV-.YYYY.-,Wapda Teaching Medical Center 51,2024-08-16,2024-10-15,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000235,ACC-SINV-.YYYY.-,National Medical Center 48,2024-08-16,2024-10-15,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000236,ACC-SINV-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2024-08-16,2024-09-30,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000237,ACC-SINV-.YYYY.-,Wapda Teaching Medical Center 51,2024-08-17,2024-10-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000238,ACC-SINV-.YYYY.-,Services Tertiary Hospital 03,2024-08-17,2024-10-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000239,ACC-SINV-.YYYY.-,Prime Medical Center 47,2024-08-17,2024-10-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000240,ACC-SINV-.YYYY.-,Allied Teaching Hospital 18,2024-08-18,2024-10-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000241,ACC-SINV-.YYYY.-,Sir Ganga Ram Medical Center 33,2024-08-18,2024-09-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000242,ACC-SINV-.YYYY.-,Surgimed Diagnostic Laboratory 26,2024-08-18,2024-09-17,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000243,ACC-SINV-.YYYY.-,Sharif Medical Private Hospital 23,2024-08-19,2024-10-18,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000244,ACC-SINV-.YYYY.-,Jinnah Tertiary Hospital 02,2024-08-19,2024-10-18,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000245,ACC-SINV-.YYYY.-,Ittefaq Private Hospital 24,2024-08-19,2024-09-18,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000246,ACC-SINV-.YYYY.-,National Medical Center 48,2024-08-20,2024-09-04,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000247,ACC-SINV-.YYYY.-,Ghurki Trust Medical Center 45,2024-08-22,2024-09-06,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000248,ACC-SINV-.YYYY.-,Excel Labs Medical Center 52,2024-08-23,2024-09-07,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000249,ACC-SINV-.YYYY.-,Surgimed Medical Center 44,2024-08-23,2024-10-22,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000250,ACC-SINV-.YYYY.-,Central Park Medical Center 36,2024-08-24,2024-10-08,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000251,ACC-SINV-.YYYY.-,Medix District Hospital 11,2024-08-28,2024-09-12,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000252,ACC-SINV-.YYYY.-,Sheikh Zayed Medical Center 37,2024-08-28,2024-10-27,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000253,ACC-SINV-.YYYY.-,Sheikh Zayed District Hospital 14,2024-08-28,2024-09-12,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000254,ACC-SINV-.YYYY.-,Ghurki Trust Medical Center 45,2024-08-28,2024-09-27,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000255,ACC-SINV-.YYYY.-,Wapda Teaching Medical Center 55,2024-08-30,2024-09-14,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000256,ACC-SINV-.YYYY.-,Prime Tertiary Hospital 10,2024-09-02,2024-11-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000257,ACC-SINV-.YYYY.-,Sir Ganga Ram Medical Center 40,2024-09-05,2024-11-04,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000258,ACC-SINV-.YYYY.-,Fatima Memorial Private Hospital 22,2024-09-07,2024-10-22,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000259,ACC-SINV-.YYYY.-,Medix District Hospital 11,2024-09-08,2024-11-07,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000260,ACC-SINV-.YYYY.-,Children Medical Center 46,2024-09-11,2024-10-11,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000261,ACC-SINV-.YYYY.-,Surgimed Medical Center 44,2024-09-12,2024-10-27,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000262,ACC-SINV-.YYYY.-,Farooq Maternity Hospital 29,2024-09-12,2024-10-27,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000263,ACC-SINV-.YYYY.-,Punjab District Hospital 12,2024-09-16,2024-10-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000264,ACC-SINV-.YYYY.-,Prime Medical Center 47,2024-09-17,2024-11-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000265,ACC-SINV-.YYYY.-,Punjab District Hospital 12,2024-09-18,2024-10-03,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000266,ACC-SINV-.YYYY.-,Children Maternity Hospital 30,2024-09-18,2024-10-18,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000267,ACC-SINV-.YYYY.-,Shalimar Tertiary Hospital 04,2024-09-20,2024-11-04,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000268,ACC-SINV-.YYYY.-,National Medical Center 54,2024-09-21,2024-10-21,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000269,ACC-SINV-.YYYY.-,Sir Ganga Ram Medical Center 40,2024-09-22,2024-11-21,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000270,ACC-SINV-.YYYY.-,Children Maternity Hospital 30,2024-09-22,2024-11-21,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000271,ACC-SINV-.YYYY.-,Fatima Memorial Private Hospital 22,2024-09-23,2024-11-07,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000272,ACC-SINV-.YYYY.-,Combined Military Teaching Hospital 19,2024-09-25,2024-10-10,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000273,ACC-SINV-.YYYY.-,Al-Rehman Tertiary Hospital 08,2024-09-25,2024-10-25,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000274,ACC-SINV-.YYYY.-,Sheikh Zayed District Hospital 14,2024-09-25,2024-11-24,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000275,ACC-SINV-.YYYY.-,Fatima Memorial Private Hospital 22,2024-09-26,2024-11-25,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000276,ACC-SINV-.YYYY.-,Social Security Medical Center 43,2024-09-27,2024-10-12,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000277,ACC-SINV-.YYYY.-,National District Hospital 17,2024-09-28,2024-11-27,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000278,ACC-SINV-.YYYY.-,CMH Medical Center 39,2024-09-29,2024-10-14,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000279,ACC-SINV-.YYYY.-,National Medical Center 54,2024-09-30,2024-11-14,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000280,ACC-SINV-.YYYY.-,CMH Medical Center 39,2024-09-30,2024-10-30,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000281,ACC-SINV-.YYYY.-,Al-Rehman Tertiary Hospital 08,2024-09-30,2024-10-15,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000282,ACC-SINV-.YYYY.-,Excel Labs Medical Center 52,2024-10-02,2024-12-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000283,ACC-SINV-.YYYY.-,Shaukat Khanum District Hospital 16,2024-10-03,2024-10-18,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000284,ACC-SINV-.YYYY.-,Social Security Medical Center 43,2024-10-04,2024-12-03,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000285,ACC-SINV-.YYYY.-,Surgimed Medical Center 34,2024-10-05,2024-10-20,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000286,ACC-SINV-.YYYY.-,Noor Tertiary Hospital 07,2024-10-07,2024-12-06,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000287,ACC-SINV-.YYYY.-,LifeLine Tertiary Hospital 09,2024-10-10,2024-12-09,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000288,ACC-SINV-.YYYY.-,Shaukat Khanum District Hospital 16,2024-10-10,2024-10-25,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000289,ACC-SINV-.YYYY.-,Punjab District Hospital 12,2024-10-11,2024-12-10,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000290,ACC-SINV-.YYYY.-,Sheikh Zayed Medical Center 41,2024-10-11,2024-11-10,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000291,ACC-SINV-.YYYY.-,Sharif Medical Private Hospital 23,2024-10-12,2024-12-11,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000292,ACC-SINV-.YYYY.-,Excel Labs Medical Center 52,2024-10-13,2024-10-28,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000293,ACC-SINV-.YYYY.-,Allied Medical Center 35,2024-10-14,2024-10-29,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000294,ACC-SINV-.YYYY.-,Central Park Medical Center 36,2024-10-14,2024-12-13,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000295,ACC-SINV-.YYYY.-,Hafeez Diagnostic Laboratory 27,2024-10-15,2024-10-30,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000296,ACC-SINV-.YYYY.-,Sir Ganga Ram Medical Center 40,2024-10-16,2024-11-30,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000297,ACC-SINV-.YYYY.-,Hameed Latif District Hospital 15,2024-10-17,2024-12-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000298,ACC-SINV-.YYYY.-,City Care Tertiary Hospital 06,2024-10-17,2024-11-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000299,ACC-SINV-.YYYY.-,Surgimed Medical Center 34,2024-10-17,2024-11-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000300,ACC-SINV-.YYYY.-,Medix District Hospital 11,2024-10-17,2024-12-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000301,ACC-SINV-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2024-10-18,2024-12-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000302,ACC-SINV-.YYYY.-,CMH Medical Center 39,2024-10-19,2024-12-03,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000303,ACC-SINV-.YYYY.-,Medix District Hospital 11,2024-10-19,2024-12-03,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000304,ACC-SINV-.YYYY.-,Prime Tertiary Hospital 10,2024-10-20,2024-11-04,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000305,ACC-SINV-.YYYY.-,Hameed Latif District Hospital 15,2024-10-21,2024-11-20,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000306,ACC-SINV-.YYYY.-,Central Park Medical Center 36,2024-10-23,2024-12-22,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000307,ACC-SINV-.YYYY.-,National Medical Center 48,2024-10-23,2024-11-22,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000308,ACC-SINV-.YYYY.-,Aziz Fatimah Diagnostic Laboratory 28,2024-10-25,2024-12-24,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000309,ACC-SINV-.YYYY.-,LifeLine Tertiary Hospital 09,2024-10-25,2024-12-24,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000310,ACC-SINV-.YYYY.-,Doctors Private Hospital 25,2024-10-25,2024-11-24,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000311,ACC-SINV-.YYYY.-,Social Security Medical Center 43,2024-10-26,2024-12-10,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000312,ACC-SINV-.YYYY.-,Surgimed Medical Center 34,2024-10-26,2024-12-25,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000313,ACC-SINV-.YYYY.-,Prime Medical Center 47,2024-10-26,2024-11-25,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000314,ACC-SINV-.YYYY.-,Lady Aitchison Specialist Clinic 31,2024-10-27,2024-12-26,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000315,ACC-SINV-.YYYY.-,Allied Teaching Hospital 18,2024-10-27,2024-12-26,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000316,ACC-SINV-.YYYY.-,Punjab District Hospital 12,2024-10-28,2024-11-27,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000317,ACC-SINV-.YYYY.-,Sheikh Zayed Medical Center 41,2024-10-29,2024-12-13,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000318,ACC-SINV-.YYYY.-,Shaukat Khanum District Hospital 16,2024-10-29,2024-12-13,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000319,ACC-SINV-.YYYY.-,Lahore General District Hospital 13,2024-10-29,2024-11-28,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000320,ACC-SINV-.YYYY.-,Ghurki Trust Medical Center 42,2024-10-30,2024-11-14,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000321,ACC-SINV-.YYYY.-,Sheikh Zayed District Hospital 14,2024-10-31,2024-12-15,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000322,ACC-SINV-.YYYY.-,Citi Lab Medical Center 38,2024-11-01,2024-12-31,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000323,ACC-SINV-.YYYY.-,Shaukat Khanum Medical Center 50,2024-11-01,2024-12-31,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000324,ACC-SINV-.YYYY.-,Central Park Medical Center 36,2024-11-01,2024-12-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000325,ACC-SINV-.YYYY.-,Gulab Devi Teaching Hospital 20,2024-11-02,2024-12-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000326,ACC-SINV-.YYYY.-,LifeLine Medical Center 49,2024-11-03,2024-12-03,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000327,ACC-SINV-.YYYY.-,Combined Military Teaching Hospital 19,2024-11-03,2025-01-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000328,ACC-SINV-.YYYY.-,Wapda Teaching Medical Center 51,2024-11-04,2024-12-04,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000329,ACC-SINV-.YYYY.-,Ghurki Trust Medical Center 42,2024-11-04,2024-11-19,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000330,ACC-SINV-.YYYY.-,Hafeez Diagnostic Laboratory 27,2024-11-05,2025-01-04,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000331,ACC-SINV-.YYYY.-,Ittefaq Private Hospital 24,2024-11-06,2025-01-05,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000332,ACC-SINV-.YYYY.-,Ghurki Trust Medical Center 42,2024-11-06,2025-01-05,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000333,ACC-SINV-.YYYY.-,National Medical Center 54,2024-11-07,2024-12-22,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000334,ACC-SINV-.YYYY.-,Gulab Devi Teaching Hospital 20,2024-11-08,2024-12-23,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000335,ACC-SINV-.YYYY.-,Social Security Medical Center 43,2024-11-09,2025-01-08,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000336,ACC-SINV-.YYYY.-,Punjab District Hospital 12,2024-11-10,2024-12-10,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000337,ACC-SINV-.YYYY.-,Medix District Hospital 11,2024-11-10,2024-12-25,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000338,ACC-SINV-.YYYY.-,Sharif Medical Private Hospital 23,2024-11-11,2025-01-10,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000339,ACC-SINV-.YYYY.-,Mayo Tertiary Hospital 01,2024-11-12,2025-01-11,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000340,ACC-SINV-.YYYY.-,Surgimed Medical Center 44,2024-11-13,2024-12-28,EnXi Biomedical & Waste Management (Pvt) Ltd
