parent,parenttype,parentfield,customer,address,visited,distance,estimated_arrival
DT-DEMO-000731,Delivery Trip,delivery_stops,Mayo Specialized Hospital 10,ADDR-0019,1,11.0,2024-01-22T09:00:00
DT-DEMO-000731,Delivery Trip,delivery_stops,Gulab Devi Specialized Hospital 22,ADDR-0043,1,16.7,2024-01-22T09:30:00
DT-DEMO-000732,Delivery Trip,delivery_stops,LifeLine Teaching Hospital 74,ADDR-0147,1,11.0,2024-01-22T05:30:00
DT-DEMO-000732,Delivery Trip,delivery_stops,Mayo Specialized Hospital 10,ADDR-0019,1,9.7,2024-01-22T06:00:00
DT-DEMO-000732,Delivery Trip,delivery_stops,Rehman Diagnostics,ADDR-0178,1,8.1,2024-01-22T06:30:00
DT-DEMO-000732,Delivery Trip,delivery_stops,Rehman Diagnostics,ADDR-0178,1,14.5,2024-01-22T07:00:00
DT-DEMO-000732,Delivery Trip,delivery_stops,Agha Khan Lab Lahore,ADDR-0175,1,3.1,2024-01-22T07:30:00
DT-DEMO-000732,Delivery Trip,delivery_stops,Doctors Tertiary Hospital 66,ADDR-0131,0,24.7,2024-01-22T08:00:00
DT-DEMO-000733,Delivery Trip,delivery_stops,Allied Lab,ADDR-0174,1,23.8,2024-01-23T09:30:00
DT-DEMO-000733,Delivery Trip,delivery_stops,District Health Authority Lahore,ADDR-0205,1,16.7,2024-01-23T10:00:00
DT-DEMO-000733,Delivery Trip,delivery_stops,Sir Ganga Ram General Hospital 38,ADDR-0075,1,14.9,2024-01-23T10:30:00
DT-DEMO-000733,Delivery Trip,delivery_stops,City Care Tertiary Hospital 20,ADDR-0039,0,22.7,2024-01-23T11:00:00
DT-DEMO-000734,Delivery Trip,delivery_stops,Dr. Essa Lab 116,ADDR-0196,1,13.2,2024-01-23T06:30:00
DT-DEMO-000734,Delivery Trip,delivery_stops,Shaukat Khanum Lab 102,ADDR-0182,1,5.5,2024-01-23T07:00:00
DT-DEMO-000734,Delivery Trip,delivery_stops,Sharif Medical District Hospital 30,ADDR-0059,0,11.1,2024-01-23T07:30:00
DT-DEMO-000734,Delivery Trip,delivery_stops,IDC Lab,ADDR-0163,1,10.7,2024-01-23T08:00:00
DT-DEMO-000734,Delivery Trip,delivery_stops,Lady Willingdon Tertiary Hospital 06,ADDR-0011,1,23.1,2024-01-23T08:30:00
DT-DEMO-000734,Delivery Trip,delivery_stops,Punjab General Hospital 59,ADDR-0117,1,22.1,2024-01-23T09:00:00
DT-DEMO-000734,Delivery Trip,delivery_stops,Sharif Medical Tertiary Hospital 71,ADDR-0141,1,18.6,2024-01-23T09:30:00
DT-DEMO-000735,Delivery Trip,delivery_stops,Punjab Healthcare Commission,ADDR-0207,1,6.2,2024-01-24T10:30:00
DT-DEMO-000735,Delivery Trip,delivery_stops,Qamar Lab,ADDR-0180,1,23.2,2024-01-24T11:00:00
DT-DEMO-000735,Delivery Trip,delivery_stops,Punjab General Hospital 59,ADDR-0117,1,12.9,2024-01-24T11:30:00
DT-DEMO-000736,Delivery Trip,delivery_stops,Primary & Secondary Healthcare Dept,ADDR-0204,1,8.0,2024-01-24T09:30:00
DT-DEMO-000736,Delivery Trip,delivery_stops,Sharif Medical General Hospital 03,ADDR-0005,1,22.0,2024-01-24T10:00:00
DT-DEMO-000736,Delivery Trip,delivery_stops,Punjab Diagnostic Center,ADDR-0173,1,2.1,2024-01-24T10:30:00
DT-DEMO-000737,Delivery Trip,delivery_stops,Agha Khan Lab Lahore,ADDR-0175,1,6.1,2024-01-24T08:30:00
DT-DEMO-000737,Delivery Trip,delivery_stops,Medix Clinic 112,ADDR-0192,1,7.9,2024-01-24T09:00:00
DT-DEMO-000737,Delivery Trip,delivery_stops,National District Hospital 18,ADDR-0035,1,23.6,2024-01-24T09:30:00
DT-DEMO-000737,Delivery Trip,delivery_stops,Medix Clinic,ADDR-0172,1,20.1,2024-01-24T10:00:00
DT-DEMO-000737,Delivery Trip,delivery_stops,National District Hospital 18,ADDR-0035,1,21.2,2024-01-24T10:30:00
DT-DEMO-000738,Delivery Trip,delivery_stops,City Care Tertiary Hospital 20,ADDR-0039,1,23.4,2024-01-25T08:30:00
DT-DEMO-000738,Delivery Trip,delivery_stops,Sir Ganga Ram General Hospital 54,ADDR-0107,0,14.7,2024-01-25T09:00:00
DT-DEMO-000738,Delivery Trip,delivery_stops,City Care Tertiary Hospital 20,ADDR-0039,1,17.9,2024-01-25T09:30:00
DT-DEMO-000738,Delivery Trip,delivery_stops,Fatima Memorial District Hospital 65,ADDR-0129,1,20.1,2024-01-25T10:00:00
DT-DEMO-000738,Delivery Trip,delivery_stops,Islamabad Diagnostics,ADDR-0165,1,6.7,2024-01-25T10:30:00
DT-DEMO-000739,Delivery Trip,delivery_stops,Islamabad Diagnostics,ADDR-0165,1,17.0,2024-01-25T10:30:00
DT-DEMO-000739,Delivery Trip,delivery_stops,Surgimed District Hospital 23,ADDR-0045,0,21.3,2024-01-25T11:00:00
DT-DEMO-000739,Delivery Trip,delivery_stops,Jinnah Tertiary Hospital 67,ADDR-0133,1,9.8,2024-01-25T11:30:00
DT-DEMO-000739,Delivery Trip,delivery_stops,Excel Labs 104,ADDR-0184,1,21.4,2024-01-25T12:00:00
DT-DEMO-000739,Delivery Trip,delivery_stops,Punjab Medical Faculty,ADDR-0206,1,10.4,2024-01-25T12:30:00
DT-DEMO-000739,Delivery Trip,delivery_stops,Health First Clinic 111,ADDR-0191,1,23.8,2024-01-25T13:00:00
DT-DEMO-000739,Delivery Trip,delivery_stops,Gulab Devi Specialized Hospital 22,ADDR-0043,1,11.4,2024-01-25T13:30:00
DT-DEMO-000739,Delivery Trip,delivery_stops,Sharif Medical Tertiary Hospital 71,ADDR-0141,1,17.1,2024-01-25T14:00:00
DT-DEMO-000740,Delivery Trip,delivery_stops,Punjab Healthcare Commission,ADDR-0207,1,3.2,2024-01-26T08:30:00
DT-DEMO-000740,Delivery Trip,delivery_stops,Lady Willingdon Tertiary Hospital 60,ADDR-0119,1,17.9,2024-01-26T09:00:00
DT-DEMO-000740,Delivery Trip,delivery_stops,Punjab Diagnostic Center 113,ADDR-0193,1,10.6,2024-01-26T09:30:00
DT-DEMO-000740,Delivery Trip,delivery_stops,Al-Rehman Tertiary Hospital 17,ADDR-0033,1,18.6,2024-01-26T10:00:00
DT-DEMO-000740,Delivery Trip,delivery_stops,Ittefaq General Hospital 25,ADDR-0049,1,9.6,2024-01-26T10:30:00
DT-DEMO-000740,Delivery Trip,delivery_stops,Punjab Diagnostic Center 113,ADDR-0193,1,11.8,2024-01-26T11:00:00
DT-DEMO-000740,Delivery Trip,delivery_stops,IDC Lab 103,ADDR-0183,1,10.0,2024-01-26T11:30:00
DT-DEMO-000740,Delivery Trip,delivery_stops,LifeLine General Hospital 11,ADDR-0021,1,6.1,2024-01-26T12:00:00
DT-DEMO-000741,Delivery Trip,delivery_stops,Doctors Teaching Hospital 35,ADDR-0069,0,12.3,2024-01-27T08:30:00
DT-DEMO-000741,Delivery Trip,delivery_stops,Sharif Medical General Hospital 03,ADDR-0005,1,4.2,2024-01-27T09:00:00
DT-DEMO-000741,Delivery Trip,delivery_stops,Sharif Medical Tertiary Hospital 71,ADDR-0141,1,19.7,2024-01-27T09:30:00
DT-DEMO-000741,Delivery Trip,delivery_stops,Al-Razi Clinic,ADDR-0169,1,14.9,2024-01-27T10:00:00
DT-DEMO-000741,Delivery Trip,delivery_stops,Punjab Specialized Hospital 42,ADDR-0083,1,21.9,2024-01-27T10:30:00
DT-DEMO-000742,Delivery Trip,delivery_stops,Islamabad Diagnostics 105,ADDR-0185,1,11.0,2024-01-27T10:30:00
DT-DEMO-000742,Delivery Trip,delivery_stops,Gulab Devi District Hospital 44,ADDR-0087,1,18.5,2024-01-27T11:00:00
DT-DEMO-000742,Delivery Trip,delivery_stops,Services Teaching Hospital 33,ADDR-0065,1,11.7,2024-01-27T11:30:00
DT-DEMO-000742,Delivery Trip,delivery_stops,Medicare Clinic 110,ADDR-0190,1,7.9,2024-01-27T12:00:00
DT-DEMO-000742,Delivery Trip,delivery_stops,Sharif Medical Tertiary Hospital 71,ADDR-0141,1,19.9,2024-01-27T12:30:00
DT-DEMO-000742,Delivery Trip,delivery_stops,Specialized Healthcare & Medical Education,ADDR-0208,1,19.6,2024-01-27T13:00:00
DT-DEMO-000742,Delivery Trip,delivery_stops,Shalimar District Hospital 16,ADDR-0031,1,24.7,2024-01-27T13:30:00
DT-DEMO-000742,Delivery Trip,delivery_stops,Dr. Essa Lab,ADDR-0176,1,13.7,2024-01-27T14:00:00
DT-DEMO-000743,Delivery Trip,delivery_stops,Children District Hospital 55,ADDR-0109,0,12.4,2024-01-27T10:30:00
DT-DEMO-000743,Delivery Trip,delivery_stops,Prime Tertiary Hospital 24,ADDR-0047,1,20.4,2024-01-27T11:00:00
DT-DEMO-000743,Delivery Trip,delivery_stops,Ittefaq General Hospital 25,ADDR-0049,1,24.1,2024-01-27T11:30:00
DT-DEMO-000743,Delivery Trip,delivery_stops,Ghurki Trust Specialized Hospital 48,ADDR-0095,0,19.3,2024-01-27T12:00:00
DT-DEMO-000743,Delivery Trip,delivery_stops,Punjab Tertiary Hospital 37,ADDR-0073,1,10.3,2024-01-27T12:30:00
DT-DEMO-000744,Delivery Trip,delivery_stops,Allied Lab 114,ADDR-0194,1,5.9,2024-01-27T07:30:00
DT-DEMO-000744,Delivery Trip,delivery_stops,Noor District Hospital 68,ADDR-0135,1,21.5,2024-01-27T08:00:00
DT-DEMO-000744,Delivery Trip,delivery_stops,Gulab Devi Tertiary Hospital 13,ADDR-0025,1,18.5,2024-01-27T08:30:00
DT-DEMO-000745,Delivery Trip,delivery_stops,Chughtai Lab,ADDR-0161,1,22.2,2024-01-28T09:30:00
DT-DEMO-000745,Delivery Trip,delivery_stops,National District Hospital 18,ADDR-0035,1,18.3,2024-01-28T10:00:00
DT-DEMO-000745,Delivery Trip,delivery_stops,Metro Diagnostics,ADDR-0168,1,18.8,2024-01-28T10:30:00
DT-DEMO-000746,Delivery Trip,delivery_stops,Noor Specialized Hospital 51,ADDR-0101,1,6.1,2024-01-28T09:30:00
DT-DEMO-000746,Delivery Trip,delivery_stops,Ghurki Trust Specialized Hospital 48,ADDR-0095,1,22.1,2024-01-28T10:00:00
DT-DEMO-000746,Delivery Trip,delivery_stops,Gulab Devi Tertiary Hospital 13,ADDR-0025,1,5.0,2024-01-28T10:30:00
DT-DEMO-000746,Delivery Trip,delivery_stops,Doctors Teaching Hospital 36,ADDR-0071,1,19.8,2024-01-28T11:00:00
DT-DEMO-000746,Delivery Trip,delivery_stops,Sharif Medical Tertiary Hospital 43,ADDR-0085,1,21.8,2024-01-28T11:30:00
DT-DEMO-000747,Delivery Trip,delivery_stops,Allied Lab 114,ADDR-0194,1,10.6,2024-01-28T08:30:00
DT-DEMO-000747,Delivery Trip,delivery_stops,IDC Lab 103,ADDR-0183,1,8.3,2024-01-28T09:00:00
DT-DEMO-000747,Delivery Trip,delivery_stops,City Care Tertiary Hospital 02,ADDR-0003,1,3.1,2024-01-28T09:30:00
DT-DEMO-000747,Delivery Trip,delivery_stops,Doctors Teaching Hospital 35,ADDR-0069,1,18.3,2024-01-28T10:00:00
DT-DEMO-000747,Delivery Trip,delivery_stops,Farooq General Hospital 70,ADDR-0139,0,23.6,2024-01-28T10:30:00
DT-DEMO-000747,Delivery Trip,delivery_stops,Shalimar District Hospital 16,ADDR-0031,1,16.5,2024-01-28T11:00:00
DT-DEMO-000747,Delivery Trip,delivery_stops,National District Hospital 18,ADDR-0035,0,13.7,2024-01-28T11:30:00
DT-DEMO-000747,Delivery Trip,delivery_stops,District Health Authority Lahore,ADDR-0205,1,23.8,2024-01-28T12:00:00
DT-DEMO-000748,Delivery Trip,delivery_stops,Punjab Healthcare Commission,ADDR-0207,1,24.0,2024-01-28T09:30:00
DT-DEMO-000748,Delivery Trip,delivery_stops,Shaukat Khanum Lab,ADDR-0162,0,16.0,2024-01-28T10:00:00
DT-DEMO-000748,Delivery Trip,delivery_stops,Shaukat Khanum Lab 102,ADDR-0182,0,5.5,2024-01-28T10:30:00
DT-DEMO-000748,Delivery Trip,delivery_stops,Noor Teaching Hospital 76,ADDR-0151,1,8.6,2024-01-28T11:00:00
DT-DEMO-000749,Delivery Trip,delivery_stops,Qamar Lab 120,ADDR-0200,1,16.0,2024-01-29T05:30:00
DT-DEMO-000749,Delivery Trip,delivery_stops,Jinnah Tertiary Hospital 15,ADDR-0029,1,18.7,2024-01-29T06:00:00
DT-DEMO-000749,Delivery Trip,delivery_stops,Services Specialized Hospital 77,ADDR-0153,1,15.3,2024-01-29T06:30:00
DT-DEMO-000749,Delivery Trip,delivery_stops,Services Specialized Hospital 04,ADDR-0007,1,4.3,2024-01-29T07:00:00
DT-DEMO-000749,Delivery Trip,delivery_stops,Allied Lab,ADDR-0174,1,15.1,2024-01-29T07:30:00
DT-DEMO-000749,Delivery Trip,delivery_stops,Qamar Lab,ADDR-0180,1,6.8,2024-01-29T08:00:00
DT-DEMO-000750,Delivery Trip,delivery_stops,Sir Ganga Ram General Hospital 54,ADDR-0107,1,3.0,2024-01-30T07:30:00
DT-DEMO-000750,Delivery Trip,delivery_stops,LifeLine Tertiary Hospital 64,ADDR-0127,1,9.4,2024-01-30T08:00:00
DT-DEMO-000750,Delivery Trip,delivery_stops,Excel Labs,ADDR-0164,1,7.4,2024-01-30T08:30:00
DT-DEMO-000750,Delivery Trip,delivery_stops,Metro Diagnostics 108,ADDR-0188,1,18.4,2024-01-30T09:00:00
DT-DEMO-000750,Delivery Trip,delivery_stops,Shalimar District Hospital 52,ADDR-0103,1,18.1,2024-01-30T09:30:00
DT-DEMO-000750,Delivery Trip,delivery_stops,Ittefaq District Hospital 19,ADDR-0037,0,23.9,2024-01-30T10:00:00
DT-DEMO-000750,Delivery Trip,delivery_stops,One Health Lab 117,ADDR-0197,1,14.3,2024-01-30T10:30:00
DT-DEMO-000751,Delivery Trip,delivery_stops,Punjab Environmental Protection Agency,ADDR-0203,1,11.0,2024-01-30T09:30:00
DT-DEMO-000751,Delivery Trip,delivery_stops,Jinnah Tertiary Hospital 32,ADDR-0063,1,14.0,2024-01-30T10:00:00
DT-DEMO-000751,Delivery Trip,delivery_stops,Sharif Medical Tertiary Hospital 43,ADDR-0085,1,6.8,2024-01-30T10:30:00
DT-DEMO-000751,Delivery Trip,delivery_stops,City Care Tertiary Hospital 20,ADDR-0039,1,8.2,2024-01-30T11:00:00
DT-DEMO-000752,Delivery Trip,delivery_stops,Qamar Lab 120,ADDR-0200,0,15.8,2024-02-01T09:30:00
DT-DEMO-000752,Delivery Trip,delivery_stops,Sharif Medical Teaching Hospital 62,ADDR-0123,1,9.6,2024-02-01T10:00:00
DT-DEMO-000752,Delivery Trip,delivery_stops,Punjab Health Department,ADDR-0201,1,3.1,2024-02-01T10:30:00
DT-DEMO-000752,Delivery Trip,delivery_stops,Doctors General Hospital 73,ADDR-0145,1,21.1,2024-02-01T11:00:00
DT-DEMO-000752,Delivery Trip,delivery_stops,Doctors Teaching Hospital 35,ADDR-0069,1,5.4,2024-02-01T11:30:00
DT-DEMO-000753,Delivery Trip,delivery_stops,Fatima Memorial Tertiary Hospital 09,ADDR-0017,1,14.7,2024-02-02T10:30:00
DT-DEMO-000753,Delivery Trip,delivery_stops,Mayo District Hospital 01,ADDR-0001,1,16.8,2024-02-02T11:00:00
DT-DEMO-000753,Delivery Trip,delivery_stops,Agha Khan Lab Lahore,ADDR-0175,1,24.7,2024-02-02T11:30:00
DT-DEMO-000753,Delivery Trip,delivery_stops,Doctors General Hospital 73,ADDR-0145,1,19.3,2024-02-02T12:00:00
DT-DEMO-000754,Delivery Trip,delivery_stops,Primary & Secondary Healthcare Dept,ADDR-0204,1,13.4,2024-02-04T05:30:00
DT-DEMO-000754,Delivery Trip,delivery_stops,Sir Ganga Ram Tertiary Hospital 46,ADDR-0091,1,10.2,2024-02-04T06:00:00
DT-DEMO-000754,Delivery Trip,delivery_stops,Chughtai Lab,ADDR-0161,0,10.4,2024-02-04T06:30:00
DT-DEMO-000754,Delivery Trip,delivery_stops,Services Specialized Hospital 04,ADDR-0007,0,17.8,2024-02-04T07:00:00
DT-DEMO-000754,Delivery Trip,delivery_stops,Shaukat Khanum Teaching Hospital 72,ADDR-0143,1,2.2,2024-02-04T07:30:00
DT-DEMO-000754,Delivery Trip,delivery_stops,Noor Teaching Hospital 76,ADDR-0151,1,20.9,2024-02-04T08:00:00
DT-DEMO-000754,Delivery Trip,delivery_stops,Sheikh Zayed General Hospital 39,ADDR-0077,1,8.1,2024-02-04T08:30:00
DT-DEMO-000755,Delivery Trip,delivery_stops,LifeLine Teaching Hospital 74,ADDR-0147,1,24.0,2024-02-04T07:30:00
DT-DEMO-000755,Delivery Trip,delivery_stops,LifeLine Tertiary Hospital 64,ADDR-0127,1,7.7,2024-02-04T08:00:00
DT-DEMO-000755,Delivery Trip,delivery_stops,Dr. Essa Lab,ADDR-0176,1,7.6,2024-02-04T08:30:00
DT-DEMO-000755,Delivery Trip,delivery_stops,Punjab Medical Faculty,ADDR-0206,1,6.3,2024-02-04T09:00:00
DT-DEMO-000756,Delivery Trip,delivery_stops,Services Specialized Hospital 77,ADDR-0153,1,14.2,2024-02-04T10:30:00
DT-DEMO-000756,Delivery Trip,delivery_stops,LifeLine General Hospital 49,ADDR-0097,1,21.2,2024-02-04T11:00:00
DT-DEMO-000756,Delivery Trip,delivery_stops,Lahore Diagnostics,ADDR-0166,1,4.0,2024-02-04T11:30:00
DT-DEMO-000756,Delivery Trip,delivery_stops,Medicare Clinic,ADDR-0170,1,17.5,2024-02-04T12:00:00
DT-DEMO-000756,Delivery Trip,delivery_stops,Lahore Diagnostics,ADDR-0166,1,11.0,2024-02-04T12:30:00
DT-DEMO-000757,Delivery Trip,delivery_stops,Gulab Devi Tertiary Hospital 13,ADDR-0025,1,3.8,2024-02-04T08:30:00
DT-DEMO-000757,Delivery Trip,delivery_stops,LifeLine Teaching Hospital 74,ADDR-0147,1,19.5,2024-02-04T09:00:00
DT-DEMO-000757,Delivery Trip,delivery_stops,Shaukat Khanum Lab,ADDR-0162,1,8.2,2024-02-04T09:30:00
DT-DEMO-000757,Delivery Trip,delivery_stops,City Care Tertiary Hospital 02,ADDR-0003,0,22.5,2024-02-04T10:00:00
DT-DEMO-000757,Delivery Trip,delivery_stops,Sharif Medical Tertiary Hospital 43,ADDR-0085,0,4.4,2024-02-04T10:30:00
DT-DEMO-000758,Delivery Trip,delivery_stops,Services Specialized Hospital 77,ADDR-0153,1,10.1,2024-02-04T09:30:00
DT-DEMO-000758,Delivery Trip,delivery_stops,Gulab Devi Tertiary Hospital 13,ADDR-0025,1,14.8,2024-02-04T10:00:00
DT-DEMO-000758,Delivery Trip,delivery_stops,Doctors Teaching Hospital 36,ADDR-0071,1,23.1,2024-02-04T10:30:00
DT-DEMO-000758,Delivery Trip,delivery_stops,Prime Teaching Hospital 14,ADDR-0027,0,12.9,2024-02-04T11:00:00
DT-DEMO-000758,Delivery Trip,delivery_stops,Islamabad Diagnostics,ADDR-0165,1,15.0,2024-02-04T11:30:00
DT-DEMO-000759,Delivery Trip,delivery_stops,Punjab Tertiary Hospital 37,ADDR-0073,1,14.5,2024-02-05T08:30:00
DT-DEMO-000759,Delivery Trip,delivery_stops,Gulab Devi District Hospital 44,ADDR-0087,1,19.2,2024-02-05T09:00:00
DT-DEMO-000759,Delivery Trip,delivery_stops,Lady Willingdon Tertiary Hospital 06,ADDR-0011,1,4.1,2024-02-05T09:30:00
DT-DEMO-000759,Delivery Trip,delivery_stops,Services District Hospital 41,ADDR-0081,1,10.4,2024-02-05T10:00:00
DT-DEMO-000759,Delivery Trip,delivery_stops,Medicare Clinic,ADDR-0170,1,10.6,2024-02-05T10:30:00
DT-DEMO-000760,Delivery Trip,delivery_stops,Metro Diagnostics,ADDR-0168,1,6.2,2024-02-05T09:30:00
DT-DEMO-000760,Delivery Trip,delivery_stops,Punjab General Hospital 59,ADDR-0117,0,8.7,2024-02-05T10:00:00
DT-DEMO-000760,Delivery Trip,delivery_stops,Gulab Devi Specialized Hospital 22,ADDR-0043,1,21.1,2024-02-05T10:30:00
DT-DEMO-000760,Delivery Trip,delivery_stops,Shalimar General Hospital 47,ADDR-0093,0,7.7,2024-02-05T11:00:00
DT-DEMO-000761,Delivery Trip,delivery_stops,Shalimar District Hospital 52,ADDR-0103,1,23.0,2024-02-06T07:30:00
DT-DEMO-000761,Delivery Trip,delivery_stops,Punjab Healthcare Commission,ADDR-0207,1,24.1,2024-02-06T08:00:00
DT-DEMO-000761,Delivery Trip,delivery_stops,Gulab Devi District Hospital 44,ADDR-0087,1,4.2,2024-02-06T08:30:00
DT-DEMO-000761,Delivery Trip,delivery_stops,Lahore General District Hospital 69,ADDR-0137,1,9.0,2024-02-06T09:00:00
DT-DEMO-000761,Delivery Trip,delivery_stops,Shaukat Khanum Specialized Hospital 63,ADDR-0125,1,16.0,2024-02-06T09:30:00
DT-DEMO-000761,Delivery Trip,delivery_stops,Lahore General District Hospital 69,ADDR-0137,0,12.2,2024-02-06T10:00:00
DT-DEMO-000762,Delivery Trip,delivery_stops,Mayo District Hospital 01,ADDR-0001,1,13.2,2024-02-06T09:30:00
DT-DEMO-000762,Delivery Trip,delivery_stops,Mayo Teaching Hospital 05,ADDR-0009,1,4.9,2024-02-06T10:00:00
DT-DEMO-000762,Delivery Trip,delivery_stops,Lady Willingdon Tertiary Hospital 06,ADDR-0011,1,5.2,2024-02-06T10:30:00
DT-DEMO-000762,Delivery Trip,delivery_stops,Punjab Diagnostic Center 113,ADDR-0193,1,10.3,2024-02-06T11:00:00
DT-DEMO-000762,Delivery Trip,delivery_stops,City Lab,ADDR-0167,1,16.9,2024-02-06T11:30:00
DT-DEMO-000763,Delivery Trip,delivery_stops,Health First Clinic,ADDR-0171,1,24.5,2024-02-07T07:30:00
DT-DEMO-000763,Delivery Trip,delivery_stops,Gulab Devi Tertiary Hospital 28,ADDR-0055,1,5.7,2024-02-07T08:00:00
DT-DEMO-000763,Delivery Trip,delivery_stops,Excel Labs 104,ADDR-0184,1,6.8,2024-02-07T08:30:00
DT-DEMO-000763,Delivery Trip,delivery_stops,Ittefaq General Hospital 25,ADDR-0049,1,20.7,2024-02-07T09:00:00
DT-DEMO-000763,Delivery Trip,delivery_stops,IDC Lab 103,ADDR-0183,1,4.1,2024-02-07T09:30:00
DT-DEMO-000764,Delivery Trip,delivery_stops,Ittefaq District Hospital 19,ADDR-0037,1,3.5,2024-02-07T07:30:00
DT-DEMO-000764,Delivery Trip,delivery_stops,Gulab Devi Tertiary Hospital 28,ADDR-0055,1,15.3,2024-02-07T08:00:00
DT-DEMO-000764,Delivery Trip,delivery_stops,Dr. Essa Lab 116,ADDR-0196,1,8.1,2024-02-07T08:30:00
DT-DEMO-000764,Delivery Trip,delivery_stops,Sir Ganga Ram General Hospital 38,ADDR-0075,1,8.2,2024-02-07T09:00:00
DT-DEMO-000764,Delivery Trip,delivery_stops,Ittefaq District Hospital 19,ADDR-0037,1,4.0,2024-02-07T09:30:00
DT-DEMO-000764,Delivery Trip,delivery_stops,Doctors Teaching Hospital 35,ADDR-0069,1,7.8,2024-02-07T10:00:00
DT-DEMO-000764,Delivery Trip,delivery_stops,Al-Razi Clinic 109,ADDR-0189,1,7.4,2024-02-07T10:30:00
DT-DEMO-000765,Delivery Trip,delivery_stops,Hameed Latif District Hospital 26,ADDR-0051,1,14.0,2024-02-07T05:30:00
DT-DEMO-000765,Delivery Trip,delivery_stops,Punjab Environmental Protection Agency,ADDR-0203,1,3.3,2024-02-07T06:00:00
DT-DEMO-000765,Delivery Trip,delivery_stops,City Lab 107,ADDR-0187,1,20.5,2024-02-07T06:30:00
DT-DEMO-000765,Delivery Trip,delivery_stops,Surgimed General Hospital 58,ADDR-0115,1,12.3,2024-02-07T07:00:00
DT-DEMO-000766,Delivery Trip,delivery_stops,Sir Ganga Ram General Hospital 38,ADDR-0075,1,17.6,2024-02-08T06:30:00
DT-DEMO-000766,Delivery Trip,delivery_stops,Doctors Private Hospital 29,ADDR-0057,1,24.7,2024-02-08T07:00:00
DT-DEMO-000766,Delivery Trip,delivery_stops,Chughtai Lab,ADDR-0161,1,10.7,2024-02-08T07:30:00
DT-DEMO-000766,Delivery Trip,delivery_stops,Punjab Health Department,ADDR-0201,1,14.2,2024-02-08T08:00:00
DT-DEMO-000767,Delivery Trip,delivery_stops,Lady Willingdon Tertiary Hospital 60,ADDR-0119,1,18.1,2024-02-08T10:30:00
DT-DEMO-000767,Delivery Trip,delivery_stops,Sir Ganga Ram District Hospital 08,ADDR-0015,1,17.6,2024-02-08T11:00:00
DT-DEMO-000767,Delivery Trip,delivery_stops,Punjab Diagnostic Center,ADDR-0173,1,13.8,2024-02-08T11:30:00
DT-DEMO-000767,Delivery Trip,delivery_stops,City Care Tertiary Hospital 20,ADDR-0039,1,2.6,2024-02-08T12:00:00
DT-DEMO-000767,Delivery Trip,delivery_stops,Sheikh Zayed General Hospital 39,ADDR-0077,1,5.7,2024-02-08T12:30:00
DT-DEMO-000768,Delivery Trip,delivery_stops,Services Specialized Hospital 77,ADDR-0153,1,15.1,2024-02-08T09:30:00
DT-DEMO-000768,Delivery Trip,delivery_stops,One Health Lab,ADDR-0177,1,11.5,2024-02-08T10:00:00
DT-DEMO-000768,Delivery Trip,delivery_stops,Lady Willingdon Tertiary Hospital 06,ADDR-0011,1,21.4,2024-02-08T10:30:00
DT-DEMO-000768,Delivery Trip,delivery_stops,Punjab Emergency Service (Rescue 1122),ADDR-0209,1,16.3,2024-02-08T11:00:00
DT-DEMO-000768,Delivery Trip,delivery_stops,Central District Hospital 53,ADDR-0105,1,4.7,2024-02-08T11:30:00
DT-DEMO-000768,Delivery Trip,delivery_stops,Metro Diagnostics 108,ADDR-0188,1,20.5,2024-02-08T12:00:00
DT-DEMO-000769,Delivery Trip,delivery_stops,Qamar Lab,ADDR-0180,0,12.0,2024-02-09T05:30:00
DT-DEMO-000769,Delivery Trip,delivery_stops,Jinnah Tertiary Hospital 15,ADDR-0029,1,10.4,2024-02-09T06:00:00
DT-DEMO-000769,Delivery Trip,delivery_stops,Punjab Tertiary Hospital 37,ADDR-0073,1,24.0,2024-02-09T06:30:00
DT-DEMO-000769,Delivery Trip,delivery_stops,City Lab,ADDR-0167,1,22.4,2024-02-09T07:00:00
DT-DEMO-000769,Delivery Trip,delivery_stops,Surgimed District Hospital 23,ADDR-0045,1,16.2,2024-02-09T07:30:00
DT-DEMO-000769,Delivery Trip,delivery_stops,Lahore General District Hospital 69,ADDR-0137,1,24.4,2024-02-09T08:00:00
DT-DEMO-000770,Delivery Trip,delivery_stops,Ittefaq General Hospital 25,ADDR-0049,1,22.3,2024-02-10T07:30:00
DT-DEMO-000770,Delivery Trip,delivery_stops,District Health Authority Lahore,ADDR-0205,1,13.3,2024-02-10T08:00:00
DT-DEMO-000770,Delivery Trip,delivery_stops,Fatima Memorial District Hospital 65,ADDR-0129,1,14.1,2024-02-10T08:30:00
DT-DEMO-000770,Delivery Trip,delivery_stops,National Private Hospital 21,ADDR-0041,1,2.1,2024-02-10T09:00:00
DT-DEMO-000770,Delivery Trip,delivery_stops,Sir Ganga Ram General Hospital 38,ADDR-0075,1,24.7,2024-02-10T09:30:00
DT-DEMO-000771,Delivery Trip,delivery_stops,City Care Teaching Hospital 40,ADDR-0079,1,19.7,2024-02-10T10:30:00
DT-DEMO-000771,Delivery Trip,delivery_stops,IDC Lab 103,ADDR-0183,1,18.9,2024-02-10T11:00:00
DT-DEMO-000771,Delivery Trip,delivery_stops,Gulab Devi District Hospital 44,ADDR-0087,1,11.4,2024-02-10T11:30:00
