parent,parenttype,parentfield,item_code,qty,uom,rate
SI-DEMO-000268,Sales Invoice,items,BIO-00172,1,Nos,2273958
SI-DEMO-000269,Sales Invoice,items,BIO-00110,3,Nos,1104671
SI-DEMO-000270,Sales Invoice,items,BIO-00088,4,Nos,1891902
SI-DEMO-000271,Sales Invoice,items,BIO-00056,8,Nos,335806
SI-DEMO-000272,Sales Invoice,items,BIO-00086,6,Nos,1876532
SI-DEMO-000273,Sales Invoice,items,BIO-00261,5,Nos,1932802
SI-DEMO-000274,Sales Invoice,items,CNT-016,8,Nos,1760875
SI-DEMO-000275,Sales Invoice,items,BIO-00383,10,Nos,2541932
SI-DEMO-000276,Sales Invoice,items,BIO-00092,7,Nos,2945174
SI-DEMO-000277,Sales Invoice,items,BIO-00149,3,Nos,81116
SI-DEMO-000278,Sales Invoice,items,BIO-00374,1,Nos,2841961
SI-DEMO-000279,Sales Invoice,items,BIO-00143,2,Nos,1274380
SI-DEMO-000280,Sales Invoice,items,BIO-00428,6,Nos,1347789
SI-DEMO-000281,Sales Invoice,items,BIO-00344,4,Nos,2628054
SI-DEMO-000281,Sales Invoice,items,BIO-00146,1,Nos,268152
SI-DEMO-000282,Sales Invoice,items,BIO-00166,2,Nos,868175
SI-DEMO-000283,Sales Invoice,items,BIO-00405,2,Nos,927940
SI-DEMO-000283,Sales Invoice,items,BIO-00393,24,Nos,300471
SI-DEMO-000284,Sales Invoice,items,BIO-00311,9,Nos,2164479
SI-DEMO-000284,Sales Invoice,items,BIO-00344,32,Nos,284700
SI-DEMO-000285,Sales Invoice,items,BIO-00145,3,Nos,584346
SI-DEMO-000286,Sales Invoice,items,BIO-00297,10,Nos,168552
SI-DEMO-000287,Sales Invoice,items,BIO-00136,2,Nos,2429112
SI-DEMO-000288,Sales Invoice,items,SVC-TRN-009,7,Nos,433
SI-DEMO-000289,Sales Invoice,items,CNT-014,9,Nos,938566
SI-DEMO-000289,Sales Invoice,items,BIO-00227,5,Nos,304457
SI-DEMO-000290,Sales Invoice,items,BIO-00274,8,Nos,168855
SI-DEMO-000291,Sales Invoice,items,BIO-00168,10,Nos,1154589
SI-DEMO-000291,Sales Invoice,items,BIO-00308,6,Nos,185057
SI-DEMO-000292,Sales Invoice,items,BIO-00204,3,Nos,1106941
SI-DEMO-000293,Sales Invoice,items,BIO-00200,4,Nos,1931752
SI-DEMO-000293,Sales Invoice,items,BIO-00081,48,Nos,265295
SI-DEMO-000294,Sales Invoice,items,BIO-00098,9,Nos,1420423
SI-DEMO-000294,Sales Invoice,items,BIO-00143,9,Nos,9650
SI-DEMO-000295,Sales Invoice,items,BIO-00439,8,Nos,758700
SI-DEMO-000296,Sales Invoice,items,BIO-00087,6,Nos,2887518
SI-DEMO-000297,Sales Invoice,items,BIO-00427,3,Nos,2801703
SI-DEMO-000297,Sales Invoice,items,BIO-00090,18,Nos,368558
SI-DEMO-000298,Sales Invoice,items,BIO-00063,7,Nos,1624416
SI-DEMO-000299,Sales Invoice,items,BIO-00242,8,Nos,1942821
SI-DEMO-000300,Sales Invoice,items,BIO-00267,8,Nos,1853640
SI-DEMO-000300,Sales Invoice,items,BIO-00321,45,Nos,267825
SI-DEMO-000301,Sales Invoice,items,SVC-TRN-007,4,Nos,510
SI-DEMO-000302,Sales Invoice,items,BIO-00403,8,Nos,1394831
SI-DEMO-000302,Sales Invoice,items,BIO-00417,4,Nos,395176
SI-DEMO-000303,Sales Invoice,items,BIO-00161,9,Nos,2901868
SI-DEMO-000304,Sales Invoice,items,BIO-00077,5,Nos,1796385
SI-DEMO-000305,Sales Invoice,items,BIO-00343,10,Nos,532757
SI-DEMO-000305,Sales Invoice,items,BIO-00283,49,Nos,252808
SI-DEMO-000306,Sales Invoice,items,BIO-00422,6,Nos,86546
SI-DEMO-000306,Sales Invoice,items,BIO-00452,1,Nos,314017
SI-DEMO-000307,Sales Invoice,items,BIO-00429,1,Nos,58889
SI-DEMO-000307,Sales Invoice,items,BIO-00388,35,Nos,247881
SI-DEMO-000308,Sales Invoice,items,BIO-00294,7,Nos,661316
SI-DEMO-000308,Sales Invoice,items,BIO-00356,5,Nos,132146
SI-DEMO-000309,Sales Invoice,items,BIO-00135,3,Nos,774329
SI-DEMO-000309,Sales Invoice,items,BIO-00404,6,Nos,271116
SI-DEMO-000310,Sales Invoice,items,BIO-00348,3,Nos,2832190
SI-DEMO-000310,Sales Invoice,items,BIO-00161,19,Nos,340981
SI-DEMO-000311,Sales Invoice,items,BIO-00366,6,Nos,2914066
SI-DEMO-000312,Sales Invoice,items,BIO-00275,8,Nos,677362
SI-DEMO-000313,Sales Invoice,items,BIO-00177,8,Nos,1190689
SI-DEMO-000314,Sales Invoice,items,BIO-00262,1,Nos,1312830
SI-DEMO-000315,Sales Invoice,items,BIO-00259,10,Nos,2389256
SI-DEMO-000316,Sales Invoice,items,BIO-00377,2,Nos,1581724
SI-DEMO-000316,Sales Invoice,items,BIO-00248,35,Nos,320436
SI-DEMO-000317,Sales Invoice,items,BIO-00260,2,Nos,1581368
SI-DEMO-000318,Sales Invoice,items,BIO-00397,4,Nos,2542856
SI-DEMO-000319,Sales Invoice,items,BIO-00317,10,Nos,126976
SI-DEMO-000319,Sales Invoice,items,BIO-00285,12,Nos,41214
SI-DEMO-000320,Sales Invoice,items,BIO-00236,6,Nos,916250
SI-DEMO-000321,Sales Invoice,items,BIO-00251,2,Nos,2010951
SI-DEMO-000321,Sales Invoice,items,BIO-00228,11,Nos,90842
SI-DEMO-000322,Sales Invoice,items,BIO-00340,4,Nos,842928
SI-DEMO-000322,Sales Invoice,items,BIO-00095,50,Nos,418851
SI-DEMO-000323,Sales Invoice,items,BIO-00177,8,Nos,968928
SI-DEMO-000324,Sales Invoice,items,SVC-TRN-008,3,Nos,251
SI-DEMO-000325,Sales Invoice,items,CNT-016,4,Nos,1118069
SI-DEMO-000325,Sales Invoice,items,BIO-00317,35,Nos,37473
SI-DEMO-000326,Sales Invoice,items,BIO-00107,8,Nos,1228185
SI-DEMO-000327,Sales Invoice,items,BIO-00249,8,Nos,2777359
SI-DEMO-000328,Sales Invoice,items,BIO-00078,3,Nos,2061023
SI-DEMO-000329,Sales Invoice,items,BIO-00343,4,Nos,2561011
SI-DEMO-000330,Sales Invoice,items,BIO-00070,8,Nos,898886
SI-DEMO-000331,Sales Invoice,items,BIO-00184,2,Nos,2743907
SI-DEMO-000332,Sales Invoice,items,BIO-00317,2,Nos,2583243
SI-DEMO-000333,Sales Invoice,items,BIO-00348,1,Nos,648255
SI-DEMO-000334,Sales Invoice,items,BIO-00208,9,Nos,1052478
SI-DEMO-000334,Sales Invoice,items,BIO-00320,3,Nos,138558
SI-DEMO-000335,Sales Invoice,items,BIO-00305,6,Nos,1221474
SI-DEMO-000336,Sales Invoice,items,BIO-00056,1,Nos,421205
SI-DEMO-000337,Sales Invoice,items,BIO-00309,10,Nos,1904151
SI-DEMO-000338,Sales Invoice,items,BIO-00202,6,Nos,1987213
SI-DEMO-000338,Sales Invoice,items,BIO-00118,40,Nos,177331
SI-DEMO-000339,Sales Invoice,items,BIO-00367,3,Nos,661435
SI-DEMO-000340,Sales Invoice,items,BIO-00166,10,Nos,1202240
SI-DEMO-000341,Sales Invoice,items,BIO-00155,1,Nos,2861116
SI-DEMO-000342,Sales Invoice,items,BIO-00198,7,Nos,1059302
SI-DEMO-000343,Sales Invoice,items,BIO-00150,7,Nos,2600159
SI-DEMO-000344,Sales Invoice,items,BIO-00317,8,Nos,50865
SI-DEMO-000344,Sales Invoice,items,BIO-00070,13,Nos,214444
SI-DEMO-000345,Sales Invoice,items,BIO-00247,7,Nos,764245
SI-DEMO-000346,Sales Invoice,items,BIO-00340,10,Nos,2918080
SI-DEMO-000347,Sales Invoice,items,BIO-00135,3,Nos,1962670
SI-DEMO-000347,Sales Invoice,items,BIO-00399,32,Nos,59386
SI-DEMO-000348,Sales Invoice,items,BIO-00301,4,Nos,67981
SI-DEMO-000349,Sales Invoice,items,BIO-00184,1,Nos,1057084
SI-DEMO-000350,Sales Invoice,items,BIO-00342,7,Nos,1523617
SI-DEMO-000350,Sales Invoice,items,BIO-00369,21,Nos,435509
SI-DEMO-000351,Sales Invoice,items,BIO-00065,5,Nos,2686021
SI-DEMO-000352,Sales Invoice,items,BIO-00196,7,Nos,2996046
SI-DEMO-000352,Sales Invoice,items,BIO-00097,38,Nos,71689
SI-DEMO-000353,Sales Invoice,items,BIO-00061,8,Nos,348966
SI-DEMO-000354,Sales Invoice,items,BIO-00241,4,Nos,2612375
SI-DEMO-000355,Sales Invoice,items,BIO-00304,7,Nos,1066939
SI-DEMO-000356,Sales Invoice,items,BIO-00367,4,Nos,1107511
SI-DEMO-000356,Sales Invoice,items,BIO-00386,32,Nos,56002
SI-DEMO-000357,Sales Invoice,items,BIO-00070,3,Nos,1840153
SI-DEMO-000358,Sales Invoice,items,BIO-00306,5,Nos,2829194
SI-DEMO-000358,Sales Invoice,items,BIO-00131,42,Nos,485592
SI-DEMO-000359,Sales Invoice,items,BIO-00257,10,Nos,2866232
SI-DEMO-000360,Sales Invoice,items,BIO-00244,1,Nos,1413222
SI-DEMO-000361,Sales Invoice,items,BIO-00200,6,Nos,2125786
SI-DEMO-000361,Sales Invoice,items,BIO-00271,39,Nos,310563
SI-DEMO-000362,Sales Invoice,items,BIO-00247,7,Nos,2988531
SI-DEMO-000363,Sales Invoice,items,BIO-00197,2,Nos,332363
SI-DEMO-000364,Sales Invoice,items,BIO-00175,5,Nos,2705832
SI-DEMO-000365,Sales Invoice,items,BIO-00071,8,Nos,1996099
SI-DEMO-000366,Sales Invoice,items,BIO-00191,5,Nos,1940157
SI-DEMO-000367,Sales Invoice,items,BIO-00232,9,Nos,171337
SI-DEMO-000368,Sales Invoice,items,BIO-00311,4,Nos,2133683
SI-DEMO-000368,Sales Invoice,items,BIO-00434,27,Nos,196690
SI-DEMO-000369,Sales Invoice,items,BIO-00114,6,Nos,1961249
SI-DEMO-000369,Sales Invoice,items,BIO-00065,21,Nos,381645
SI-DEMO-000370,Sales Invoice,items,BIO-00105,8,Nos,1987996
SI-DEMO-000370,Sales Invoice,items,BIO-00072,42,Nos,488795
SI-DEMO-000371,Sales Invoice,items,BIO-00111,7,Nos,1639697
SI-DEMO-000372,Sales Invoice,items,BIO-00449,3,Nos,1546214
SI-DEMO-000373,Sales Invoice,items,CNT-017,6,Nos,2346514
SI-DEMO-000373,Sales Invoice,items,BIO-00150,7,Nos,429042
SI-DEMO-000374,Sales Invoice,items,BIO-00394,1,Nos,1720722
SI-DEMO-000375,Sales Invoice,items,BIO-00317,3,Nos,847932
SI-DEMO-000375,Sales Invoice,items,BIO-00200,45,Nos,173461
SI-DEMO-000376,Sales Invoice,items,BIO-00400,4,Nos,948190
SI-DEMO-000377,Sales Invoice,items,BIO-00362,6,Nos,653721
SI-DEMO-000378,Sales Invoice,items,BIO-00285,3,Nos,2648165
SI-DEMO-000379,Sales Invoice,items,BIO-00251,4,Nos,1355026
SI-DEMO-000379,Sales Invoice,items,BIO-00341,45,Nos,236121
SI-DEMO-000380,Sales Invoice,items,BIO-00319,1,Nos,94212
SI-DEMO-000380,Sales Invoice,items,BIO-00303,6,Nos,490044
SI-DEMO-000381,Sales Invoice,items,SVC-JAN-004,3,Nos,360
SI-DEMO-000382,Sales Invoice,items,BIO-00075,9,Nos,1961618
SI-DEMO-000382,Sales Invoice,items,BIO-00396,26,Nos,269139
SI-DEMO-000383,Sales Invoice,items,BIO-00384,10,Nos,2626214
SI-DEMO-000384,Sales Invoice,items,BIO-00282,8,Nos,2919129
SI-DEMO-000385,Sales Invoice,items,BIO-00104,5,Nos,2558969
SI-DEMO-000386,Sales Invoice,items,BIO-00060,3,Nos,361834
SI-DEMO-000386,Sales Invoice,items,BIO-00322,24,Nos,62043
SI-DEMO-000387,Sales Invoice,items,BIO-00132,6,Nos,1919721
SI-DEMO-000388,Sales Invoice,items,BIO-00066,8,Nos,2489463
SI-DEMO-000389,Sales Invoice,items,BIO-00221,5,Nos,706372
SI-DEMO-000389,Sales Invoice,items,BIO-00414,13,Nos,413386
SI-DEMO-000390,Sales Invoice,items,BIO-00085,1,Nos,2811045
SI-DEMO-000391,Sales Invoice,items,BIO-00088,8,Nos,1844320
SI-DEMO-000392,Sales Invoice,items,BIO-00231,9,Nos,87748
SI-DEMO-000392,Sales Invoice,items,BIO-00315,25,Nos,478191
SI-DEMO-000393,Sales Invoice,items,BIO-00278,1,Nos,1361600
SI-DEMO-000394,Sales Invoice,items,BIO-00096,4,Nos,864565
SI-DEMO-000394,Sales Invoice,items,BIO-00192,44,Nos,448620
SI-DEMO-000395,Sales Invoice,items,BIO-00335,7,Nos,2096549
SI-DEMO-000395,Sales Invoice,items,BIO-00279,5,Nos,151323
SI-DEMO-000396,Sales Invoice,items,BIO-00260,2,Nos,1466447
SI-DEMO-000396,Sales Invoice,items,BIO-00223,36,Nos,147903
SI-DEMO-000397,Sales Invoice,items,BIO-00299,10,Nos,2879358
SI-DEMO-000398,Sales Invoice,items,BIO-00374,3,Nos,813133
SI-DEMO-000399,Sales Invoice,items,BIO-00110,5,Nos,2210171
SI-DEMO-000400,Sales Invoice,items,BIO-00213,6,Nos,1541676
SI-DEMO-000401,Sales Invoice,items,BIO-00101,10,Nos,283434
SI-DEMO-000402,Sales Invoice,items,BIO-00375,10,Nos,2488378
SI-DEMO-000402,Sales Invoice,items,BIO-00193,22,Nos,101307
SI-DEMO-000403,Sales Invoice,items,SVC-PHRM,1634,Kg,235
SI-DEMO-000404,Sales Invoice,items,BIO-00320,1,Nos,2051867
SI-DEMO-000404,Sales Invoice,items,BIO-00348,19,Nos,451808
SI-DEMO-000405,Sales Invoice,items,BIO-00376,10,Nos,2783879
SI-DEMO-000406,Sales Invoice,items,BIO-00104,1,Nos,299931
SI-DEMO-000406,Sales Invoice,items,BIO-00356,14,Nos,400086
SI-DEMO-000407,Sales Invoice,items,SVC-INF,975,Kg,796
SI-DEMO-000407,Sales Invoice,items,BIO-00410,28,Nos,334009
SI-DEMO-000408,Sales Invoice,items,BIO-00096,3,Nos,284715
SI-DEMO-000409,Sales Invoice,items,SVC-TRN-011,7,Nos,443
SI-DEMO-000410,Sales Invoice,items,BIO-00102,1,Nos,344155
SI-DEMO-000411,Sales Invoice,items,BIO-00189,3,Nos,1261543
SI-DEMO-000411,Sales Invoice,items,BIO-00198,28,Nos,371990
SI-DEMO-000412,Sales Invoice,items,BIO-00122,10,Nos,698719
SI-DEMO-000412,Sales Invoice,items,BIO-00411,21,Nos,338303
SI-DEMO-000413,Sales Invoice,items,BIO-00441,8,Nos,401899
SI-DEMO-000413,Sales Invoice,items,BIO-00206,25,Nos,452997
SI-DEMO-000414,Sales Invoice,items,BIO-00336,10,Nos,607157
SI-DEMO-000414,Sales Invoice,items,BIO-00442,27,Nos,338971
SI-DEMO-000415,Sales Invoice,items,SVC-CHEM,564,Kg,539
SI-DEMO-000416,Sales Invoice,items,BIO-00395,6,Nos,1013048
SI-DEMO-000417,Sales Invoice,items,BIO-00071,6,Nos,1943264
SI-DEMO-000418,Sales Invoice,items,BIO-00266,1,Nos,2031370
SI-DEMO-000418,Sales Invoice,items,BIO-00295,45,Nos,103436
SI-DEMO-000419,Sales Invoice,items,BIO-00229,8,Nos,549244
SI-DEMO-000420,Sales Invoice,items,BIO-00204,9,Nos,899544
SI-DEMO-000420,Sales Invoice,items,BIO-00402,14,Nos,161940
SI-DEMO-000421,Sales Invoice,items,BIO-00385,3,Nos,1660315
SI-DEMO-000422,Sales Invoice,items,BIO-00246,5,Nos,878463
SI-DEMO-000423,Sales Invoice,items,BIO-00411,3,Nos,2857762
SI-DEMO-000424,Sales Invoice,items,BIO-00065,7,Nos,1095811
SI-DEMO-000424,Sales Invoice,items,BIO-00276,50,Nos,191563
SI-DEMO-000425,Sales Invoice,items,BIO-00300,10,Nos,240705
SI-DEMO-000426,Sales Invoice,items,BIO-00306,3,Nos,1327749
SI-DEMO-000426,Sales Invoice,items,BIO-00328,7,Nos,260518
SI-DEMO-000427,Sales Invoice,items,BIO-00383,5,Nos,87261
SI-DEMO-000428,Sales Invoice,items,CNT-012,1,Nos,1529914
SI-DEMO-000429,Sales Invoice,items,BIO-00448,1,Nos,1071063
SI-DEMO-000430,Sales Invoice,items,BIO-00057,8,Nos,2223877
SI-DEMO-000431,Sales Invoice,items,BIO-00370,7,Nos,2214262
SI-DEMO-000432,Sales Invoice,items,BIO-00112,3,Nos,1479480
SI-DEMO-000433,Sales Invoice,items,BIO-00296,8,Nos,1480000
SI-DEMO-000433,Sales Invoice,items,BIO-00383,50,Nos,228921
SI-DEMO-000434,Sales Invoice,items,BIO-00101,3,Nos,2443217
SI-DEMO-000435,Sales Invoice,items,BIO-00073,4,Nos,2534176
SI-DEMO-000435,Sales Invoice,items,BIO-00213,46,Nos,69415
SI-DEMO-000436,Sales Invoice,items,BIO-00188,5,Nos,2562630
SI-DEMO-000436,Sales Invoice,items,BIO-00124,12,Nos,401048
SI-DEMO-000437,Sales Invoice,items,BIO-00226,10,Nos,248344
SI-DEMO-000438,Sales Invoice,items,BIO-00126,2,Nos,2140744
SI-DEMO-000439,Sales Invoice,items,BIO-00381,3,Nos,1211896
SI-DEMO-000440,Sales Invoice,items,BIO-00262,8,Nos,2096867
SI-DEMO-000441,Sales Invoice,items,BIO-00158,5,Nos,217748
SI-DEMO-000442,Sales Invoice,items,BIO-00221,4,Nos,619674
SI-DEMO-000443,Sales Invoice,items,BIO-00356,4,Nos,1478096
SI-DEMO-000443,Sales Invoice,items,BIO-00268,41,Nos,105910
SI-DEMO-000444,Sales Invoice,items,BIO-00268,7,Nos,2732047
SI-DEMO-000444,Sales Invoice,items,BIO-00425,28,Nos,376952
SI-DEMO-000445,Sales Invoice,items,BIO-00289,8,Nos,604168
SI-DEMO-000446,Sales Invoice,items,BIO-00182,7,Nos,2645074
SI-DEMO-000447,Sales Invoice,items,BIO-00375,9,Nos,2675841
SI-DEMO-000448,Sales Invoice,items,BIO-00356,8,Nos,1031948
SI-DEMO-000449,Sales Invoice,items,BIO-00166,5,Nos,2812408
SI-DEMO-000450,Sales Invoice,items,BIO-00238,8,Nos,2236919
SI-DEMO-000451,Sales Invoice,items,BIO-00189,6,Nos,103914
SI-DEMO-000452,Sales Invoice,items,BIO-00424,6,Nos,1485814
SI-DEMO-000453,Sales Invoice,items,BIO-00182,9,Nos,2501285
SI-DEMO-000453,Sales Invoice,items,BIO-00295,49,Nos,211458
SI-DEMO-000454,Sales Invoice,items,BIO-00073,9,Nos,1566238
SI-DEMO-000455,Sales Invoice,items,BIO-00278,9,Nos,306608
SI-DEMO-000456,Sales Invoice,items,SVC-CHEM,1543,Kg,231
SI-DEMO-000456,Sales Invoice,items,BIO-00241,14,Nos,266820
SI-DEMO-000457,Sales Invoice,items,BIO-00417,3,Nos,1707711
SI-DEMO-000458,Sales Invoice,items,BIO-00059,1,Nos,1642234
SI-DEMO-000459,Sales Invoice,items,BIO-00235,8,Nos,2626389
SI-DEMO-000460,Sales Invoice,items,BIO-00165,6,Nos,1040029
SI-DEMO-000461,Sales Invoice,items,BIO-00405,10,Nos,286832
SI-DEMO-000462,Sales Invoice,items,BIO-00071,1,Nos,2445965
SI-DEMO-000463,Sales Invoice,items,BIO-00283,2,Nos,2967330
SI-DEMO-000463,Sales Invoice,items,BIO-00446,31,Nos,366487
SI-DEMO-000464,Sales Invoice,items,BIO-00203,6,Nos,1899409
SI-DEMO-000465,Sales Invoice,items,BIO-00121,1,Nos,1012024
SI-DEMO-000466,Sales Invoice,items,BIO-00289,10,Nos,2576800
SI-DEMO-000467,Sales Invoice,items,BIO-00238,5,Nos,2994810
SI-DEMO-000468,Sales Invoice,items,BIO-00255,2,Nos,582452
SI-DEMO-000469,Sales Invoice,items,BIO-00136,2,Nos,284669
SI-DEMO-000470,Sales Invoice,items,SVC-JAN-002,10,Nos,218
SI-DEMO-000471,Sales Invoice,items,SVC-JAN-004,5,Nos,477
SI-DEMO-000472,Sales Invoice,items,BIO-00084,2,Nos,2300234
SI-DEMO-000472,Sales Invoice,items,BIO-00077,23,Nos,78922
SI-DEMO-000473,Sales Invoice,items,SVC-PATH,1238,Kg,741
SI-DEMO-000474,Sales Invoice,items,BIO-00149,1,Nos,1506048
SI-DEMO-000475,Sales Invoice,items,BIO-00259,5,Nos,1732076
SI-DEMO-000476,Sales Invoice,items,BIO-00361,7,Nos,2339389
SI-DEMO-000477,Sales Invoice,items,BIO-00238,2,Nos,2304852
SI-DEMO-000477,Sales Invoice,items,BIO-00180,22,Nos,461159
SI-DEMO-000478,Sales Invoice,items,BIO-00312,1,Nos,2731552
SI-DEMO-000479,Sales Invoice,items,BIO-00448,9,Nos,1853188
SI-DEMO-000480,Sales Invoice,items,BIO-00197,5,Nos,2251851
SI-DEMO-000480,Sales Invoice,items,BIO-00096,29,Nos,85733
SI-DEMO-000481,Sales Invoice,items,BIO-00380,3,Nos,29289
SI-DEMO-000481,Sales Invoice,items,BIO-00056,49,Nos,223066
SI-DEMO-000482,Sales Invoice,items,BIO-00093,3,Nos,1413231
SI-DEMO-000483,Sales Invoice,items,BIO-00159,6,Nos,1141672
SI-DEMO-000484,Sales Invoice,items,BIO-00236,8,Nos,1850716
SI-DEMO-000484,Sales Invoice,items,BIO-00102,47,Nos,35256
SI-DEMO-000485,Sales Invoice,items,SVC-JAN-001,4,Nos,575
SI-DEMO-000486,Sales Invoice,items,BIO-00400,2,Nos,2060014
SI-DEMO-000486,Sales Invoice,items,BIO-00372,17,Nos,273016
SI-DEMO-000487,Sales Invoice,items,BIO-00256,5,Nos,1455654
SI-DEMO-000487,Sales Invoice,items,BIO-00146,16,Nos,242276
SI-DEMO-000488,Sales Invoice,items,BIO-00381,10,Nos,1087519
SI-DEMO-000489,Sales Invoice,items,BIO-00296,9,Nos,1764083
SI-DEMO-000490,Sales Invoice,items,BIO-00111,4,Nos,1399531
SI-DEMO-000490,Sales Invoice,items,BIO-00123,29,Nos,96393
SI-DEMO-000491,Sales Invoice,items,BIO-00362,10,Nos,1664027
SI-DEMO-000491,Sales Invoice,items,BIO-00146,17,Nos,272488
SI-DEMO-000492,Sales Invoice,items,BIO-00141,1,Nos,2004882
SI-DEMO-000492,Sales Invoice,items,BIO-00281,44,Nos,462259
SI-DEMO-000493,Sales Invoice,items,BIO-00100,3,Nos,687223
SI-DEMO-000494,Sales Invoice,items,SVC-TRN-011,1,Nos,462
SI-DEMO-000495,Sales Invoice,items,BIO-00097,4,Nos,203117
SI-DEMO-000495,Sales Invoice,items,BIO-00452,31,Nos,286734
SI-DEMO-000496,Sales Invoice,items,BIO-00219,6,Nos,886630
SI-DEMO-000497,Sales Invoice,items,BIO-00078,7,Nos,1321476
SI-DEMO-000497,Sales Invoice,items,BIO-00130,25,Nos,212245
SI-DEMO-000498,Sales Invoice,items,BIO-00356,7,Nos,796567
SI-DEMO-000499,Sales Invoice,items,BIO-00403,5,Nos,2617277
SI-DEMO-000500,Sales Invoice,items,BIO-00384,4,Nos,484043
SI-DEMO-000501,Sales Invoice,items,BIO-00439,6,Nos,1327019
SI-DEMO-000501,Sales Invoice,items,BIO-00111,25,Nos,313723
SI-DEMO-000502,Sales Invoice,items,BIO-00126,6,Nos,2066928
SI-DEMO-000503,Sales Invoice,items,BIO-00074,9,Nos,2116744
SI-DEMO-000504,Sales Invoice,items,BIO-00232,7,Nos,1761506
SI-DEMO-000504,Sales Invoice,items,BIO-00445,12,Nos,157979
SI-DEMO-000505,Sales Invoice,items,BIO-00078,5,Nos,1427576
SI-DEMO-000506,Sales Invoice,items,BIO-00180,8,Nos,2545032
SI-DEMO-000507,Sales Invoice,items,BIO-00370,2,Nos,2411981
SI-DEMO-000507,Sales Invoice,items,BIO-00374,44,Nos,489654
SI-DEMO-000508,Sales Invoice,items,BIO-00248,5,Nos,1562116
SI-DEMO-000509,Sales Invoice,items,BIO-00077,7,Nos,766263
SI-DEMO-000510,Sales Invoice,items,BIO-00263,4,Nos,1500125
SI-DEMO-000510,Sales Invoice,items,BIO-00131,16,Nos,270222
SI-DEMO-000511,Sales Invoice,items,BIO-00240,10,Nos,693980
SI-DEMO-000511,Sales Invoice,items,BIO-00183,39,Nos,350548
SI-DEMO-000512,Sales Invoice,items,BIO-00198,6,Nos,460477
SI-DEMO-000513,Sales Invoice,items,BIO-00389,1,Nos,901145
SI-DEMO-000514,Sales Invoice,items,BIO-00234,6,Nos,157444
SI-DEMO-000515,Sales Invoice,items,BIO-00407,7,Nos,1531858
SI-DEMO-000515,Sales Invoice,items,BIO-00168,36,Nos,296993
SI-DEMO-000516,Sales Invoice,items,BIO-00425,5,Nos,1257131
SI-DEMO-000516,Sales Invoice,items,BIO-00224,38,Nos,255677
SI-DEMO-000517,Sales Invoice,items,BIO-00289,3,Nos,2467406
SI-DEMO-000518,Sales Invoice,items,BIO-00442,10,Nos,1205670
SI-DEMO-000518,Sales Invoice,items,BIO-00271,49,Nos,112778
SI-DEMO-000519,Sales Invoice,items,BIO-00342,9,Nos,205037
SI-DEMO-000520,Sales Invoice,items,BIO-00388,9,Nos,1644076
SI-DEMO-000521,Sales Invoice,items,BIO-00427,9,Nos,1884110
SI-DEMO-000522,Sales Invoice,items,BIO-00096,8,Nos,18622
SI-DEMO-000522,Sales Invoice,items,BIO-00073,26,Nos,51923
SI-DEMO-000523,Sales Invoice,items,BIO-00087,9,Nos,2786512
SI-DEMO-000524,Sales Invoice,items,BIO-00371,9,Nos,349411
SI-DEMO-000525,Sales Invoice,items,BIO-00394,6,Nos,482742
SI-DEMO-000525,Sales Invoice,items,BIO-00321,44,Nos,292557
SI-DEMO-000526,Sales Invoice,items,BIO-00448,6,Nos,92893
SI-DEMO-000527,Sales Invoice,items,BIO-00327,10,Nos,2462073
SI-DEMO-000527,Sales Invoice,items,BIO-00386,35,Nos,316398
SI-DEMO-000528,Sales Invoice,items,BIO-00091,5,Nos,2022613
SI-DEMO-000528,Sales Invoice,items,BIO-00069,9,Nos,164317
SI-DEMO-000529,Sales Invoice,items,BIO-00187,5,Nos,124326
SI-DEMO-000530,Sales Invoice,items,BIO-00297,6,Nos,2855863
SI-DEMO-000531,Sales Invoice,items,BIO-00361,1,Nos,1935198
SI-DEMO-000532,Sales Invoice,items,BIO-00205,5,Nos,1904556
SI-DEMO-000532,Sales Invoice,items,BIO-00073,37,Nos,292800
SI-DEMO-000533,Sales Invoice,items,SVC-TRN-009,10,Nos,468
SI-DEMO-000534,Sales Invoice,items,CNT-012,3,Nos,510487
SI-DEMO-000535,Sales Invoice,items,BIO-00370,10,Nos,2751325
SI-DEMO-000536,Sales Invoice,items,BIO-00233,2,Nos,961180
SI-DEMO-000537,Sales Invoice,items,SVC-CHEM,940,Kg,716
SI-DEMO-000538,Sales Invoice,items,BIO-00375,10,Nos,547333
SI-DEMO-000539,Sales Invoice,items,BIO-00138,5,Nos,1356392
SI-DEMO-000540,Sales Invoice,items,BIO-00105,9,Nos,2744417
SI-DEMO-000540,Sales Invoice,items,BIO-00213,33,Nos,299052
SI-DEMO-000541,Sales Invoice,items,BIO-00232,2,Nos,2618025
SI-DEMO-000542,Sales Invoice,items,BIO-00420,5,Nos,2179302
SI-DEMO-000542,Sales Invoice,items,BIO-00118,10,Nos,43194
SI-DEMO-000543,Sales Invoice,items,BIO-00320,1,Nos,1597068
SI-DEMO-000544,Sales Invoice,items,CNT-015,7,Nos,2966397
SI-DEMO-000544,Sales Invoice,items,BIO-00102,22,Nos,119385
SI-DEMO-000545,Sales Invoice,items,BIO-00167,4,Nos,2991470
SI-DEMO-000546,Sales Invoice,items,BIO-00294,8,Nos,2243533
SI-DEMO-000546,Sales Invoice,items,BIO-00193,7,Nos,247043
