name,naming_series,customer,transaction_date,delivery_date,company,status
SO-DEMO-000422,SO-.YYYY.-,Medix Clinic 112,2023-08-31,2023-09-13,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000423,SO-.YYYY.-,Excel Labs,2023-08-31,2023-09-09,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000424,SO-.YYYY.-,City Care Teaching Hospital 40,2023-09-01,2023-09-05,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000425,SO-.YYYY.-,City Care Teaching Hospital 40,2023-09-01,2023-09-14,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000426,SO-.YYYY.-,City Lab,2023-09-02,2023-09-07,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000427,SO-.YYYY.-,Sharif Medical District Hospital 30,2023-09-03,2023-09-13,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000428,SO-.YYYY.-,Punjab General Hospital 59,2023-09-03,2023-09-13,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000429,SO-.YYYY.-,Saleem Lab,2023-09-03,2023-09-07,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000430,SO-.YYYY.-,Directorate of Health Services Lahore,2023-09-04,2023-09-16,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000431,SO-.YYYY.-,Ghurki Trust Tertiary Hospital 12,2023-09-04,2023-09-11,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000432,SO-.YYYY.-,National District Hospital 18,2023-09-05,2023-09-12,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000433,SO-.YYYY.-,Prime Tertiary Hospital 24,2023-09-05,2023-09-16,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000434,SO-.YYYY.-,Ghurki Trust Specialized Hospital 48,2023-09-05,2023-09-07,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000435,SO-.YYYY.-,Ittefaq District Hospital 19,2023-09-05,2023-09-16,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000436,SO-.YYYY.-,Health First Clinic 111,2023-09-06,2023-09-17,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000437,SO-.YYYY.-,Directorate of Health Services Lahore,2023-09-06,2023-09-11,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000438,SO-.YYYY.-,Ghurki Trust Specialized Hospital 48,2023-09-07,2023-09-11,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000439,SO-.YYYY.-,Directorate of Health Services Lahore,2023-09-07,2023-09-19,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000440,SO-.YYYY.-,Children Teaching Hospital 80,2023-09-07,2023-09-12,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000441,SO-.YYYY.-,Lahore Diagnostics,2023-09-07,2023-09-11,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000442,SO-.YYYY.-,District Health Authority Lahore,2023-09-09,2023-09-23,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000443,SO-.YYYY.-,Doctors General Hospital 73,2023-09-09,2023-09-18,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000444,SO-.YYYY.-,Shaukat Khanum Lab 102,2023-09-09,2023-09-15,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000445,SO-.YYYY.-,Agha Khan Lab Lahore 115,2023-09-10,2023-09-21,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000446,SO-.YYYY.-,Al-Razi Clinic,2023-09-11,2023-09-19,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000447,SO-.YYYY.-,Chughtai Tertiary Hospital 57,2023-09-11,2023-09-20,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000448,SO-.YYYY.-,Ghurki Trust Specialized Hospital 48,2023-09-11,2023-09-20,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000449,SO-.YYYY.-,Rehman Diagnostics,2023-09-12,2023-09-17,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000450,SO-.YYYY.-,Sir Ganga Ram Tertiary Hospital 46,2023-09-12,2023-09-19,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000451,SO-.YYYY.-,Ghurki Trust Private Hospital 61,2023-09-12,2023-09-15,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000452,SO-.YYYY.-,Lahore Diagnostics,2023-09-13,2023-09-24,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000453,SO-.YYYY.-,Services Specialized Hospital 77,2023-09-13,2023-09-20,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000454,SO-.YYYY.-,Ittefaq District Hospital 19,2023-09-13,2023-09-27,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000455,SO-.YYYY.-,Shaukat Khanum Specialized Hospital 63,2023-09-13,2023-09-26,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000456,SO-.YYYY.-,Gulab Devi District Hospital 44,2023-09-13,2023-09-17,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000457,SO-.YYYY.-,Punjab Environmental Protection Agency,2023-09-14,2023-09-27,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000458,SO-.YYYY.-,Hameed Latif District Hospital 26,2023-09-15,2023-09-20,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000459,SO-.YYYY.-,Ghurki Trust Tertiary Hospital 12,2023-09-15,2023-09-24,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000460,SO-.YYYY.-,Lahore Diagnostics 106,2023-09-15,2023-09-22,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000461,SO-.YYYY.-,Health First Clinic 111,2023-09-15,2023-09-21,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000462,SO-.YYYY.-,Medix Clinic,2023-09-16,2023-09-19,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000463,SO-.YYYY.-,Medix Clinic,2023-09-16,2023-09-26,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000464,SO-.YYYY.-,Punjab Health Department,2023-09-17,2023-09-19,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000465,SO-.YYYY.-,National District Hospital 18,2023-09-18,2023-09-24,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000466,SO-.YYYY.-,Ittefaq District Hospital 19,2023-09-19,2023-09-24,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000467,SO-.YYYY.-,Shalimar General Hospital 47,2023-09-19,2023-09-24,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000468,SO-.YYYY.-,Shalimar General Hospital 47,2023-09-19,2023-09-25,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000469,SO-.YYYY.-,City Lab 107,2023-09-19,2023-09-29,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000470,SO-.YYYY.-,Shaukat Khanum Teaching Hospital 72,2023-09-20,2023-09-28,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000471,SO-.YYYY.-,Punjab Diagnostic Center 113,2023-09-21,2023-09-27,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000472,SO-.YYYY.-,Shaukat Khanum Lab,2023-09-21,2023-09-23,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000473,SO-.YYYY.-,Shaukat Khanum Teaching Hospital 72,2023-09-22,2023-09-30,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000474,SO-.YYYY.-,Services District Hospital 41,2023-09-22,2023-09-27,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000475,SO-.YYYY.-,Doctors Teaching Hospital 35,2023-09-22,2023-09-24,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000476,SO-.YYYY.-,Sharif Medical General Hospital 03,2023-09-23,2023-09-28,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000477,SO-.YYYY.-,Jinnah Tertiary Hospital 32,2023-09-24,2023-10-06,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000478,SO-.YYYY.-,Punjab Environmental Protection Agency,2023-09-24,2023-10-05,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000479,SO-.YYYY.-,Sir Ganga Ram General Hospital 54,2023-09-24,2023-09-26,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000480,SO-.YYYY.-,Jinnah Tertiary Hospital 67,2023-09-24,2023-10-03,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000481,SO-.YYYY.-,Rehman Diagnostics 118,2023-09-24,2023-09-27,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000482,SO-.YYYY.-,Fatima Memorial Private Hospital 34,2023-09-26,2023-10-02,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000483,SO-.YYYY.-,Jinnah Tertiary Hospital 67,2023-09-27,2023-10-09,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000484,SO-.YYYY.-,Punjab Healthcare Commission,2023-09-28,2023-10-05,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000485,SO-.YYYY.-,Shalimar General Hospital 47,2023-09-29,2023-10-05,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000486,SO-.YYYY.-,City Lab,2023-09-29,2023-10-09,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000487,SO-.YYYY.-,Metro Diagnostics,2023-09-29,2023-10-07,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000488,SO-.YYYY.-,Sir Ganga Ram General Hospital 38,2023-09-29,2023-10-04,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000489,SO-.YYYY.-,City Care Tertiary Hospital 20,2023-09-30,2023-10-14,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000490,SO-.YYYY.-,LifeLine General Hospital 11,2023-10-01,2023-10-06,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000491,SO-.YYYY.-,District Health Authority Lahore,2023-10-03,2023-10-09,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000492,SO-.YYYY.-,Fatima Memorial District Hospital 65,2023-10-04,2023-10-17,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000493,SO-.YYYY.-,Doctors Private Hospital 29,2023-10-04,2023-10-13,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000494,SO-.YYYY.-,Doctors Tertiary Hospital 66,2023-10-04,2023-10-09,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000495,SO-.YYYY.-,One Health Lab,2023-10-05,2023-10-09,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000496,SO-.YYYY.-,Shaukat Khanum Teaching Hospital 50,2023-10-05,2023-10-10,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000497,SO-.YYYY.-,Mayo Teaching Hospital 05,2023-10-05,2023-10-11,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000498,SO-.YYYY.-,Services Specialized Hospital 04,2023-10-05,2023-10-11,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000499,SO-.YYYY.-,Medicare Clinic,2023-10-05,2023-10-08,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000500,SO-.YYYY.-,Shalimar General Hospital 47,2023-10-06,2023-10-14,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000501,SO-.YYYY.-,Lahore General District Hospital 69,2023-10-06,2023-10-10,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000502,SO-.YYYY.-,Medix Clinic,2023-10-06,2023-10-17,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000503,SO-.YYYY.-,Gulab Devi Specialized Hospital 22,2023-10-06,2023-10-10,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000504,SO-.YYYY.-,Sheikh Zayed General Hospital 39,2023-10-06,2023-10-17,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000505,SO-.YYYY.-,Lahore Diagnostics 106,2023-10-07,2023-10-12,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000506,SO-.YYYY.-,IDC Lab 103,2023-10-07,2023-10-12,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000507,SO-.YYYY.-,Noor Teaching Hospital 76,2023-10-07,2023-10-19,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000508,SO-.YYYY.-,Ittefaq General Hospital 25,2023-10-07,2023-10-12,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000509,SO-.YYYY.-,Surgimed General Hospital 58,2023-10-07,2023-10-20,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000510,SO-.YYYY.-,Dr. Essa Lab,2023-10-07,2023-10-20,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000511,SO-.YYYY.-,Medix Clinic 112,2023-10-08,2023-10-18,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000512,SO-.YYYY.-,Noor District Hospital 68,2023-10-09,2023-10-19,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000513,SO-.YYYY.-,Mayo District Hospital 01,2023-10-09,2023-10-11,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000514,SO-.YYYY.-,Punjab Environmental Protection Agency,2023-10-09,2023-10-14,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000515,SO-.YYYY.-,IDC Lab 103,2023-10-10,2023-10-23,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000516,SO-.YYYY.-,Shalimar General Hospital 47,2023-10-11,2023-10-14,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000517,SO-.YYYY.-,Shaukat Khanum Teaching Hospital 50,2023-10-11,2023-10-15,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000518,SO-.YYYY.-,Doctors Private Hospital 29,2023-10-12,2023-10-18,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000519,SO-.YYYY.-,Doctors Private Hospital 29,2023-10-13,2023-10-16,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000520,SO-.YYYY.-,Shaukat Khanum Teaching Hospital 72,2023-10-13,2023-10-24,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000521,SO-.YYYY.-,Lady Willingdon Tertiary Hospital 06,2023-10-14,2023-10-16,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000522,SO-.YYYY.-,Punjab Specialized Hospital 42,2023-10-15,2023-10-25,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000523,SO-.YYYY.-,Excel Labs,2023-10-15,2023-10-29,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000524,SO-.YYYY.-,Mayo District Hospital 01,2023-10-15,2023-10-22,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000525,SO-.YYYY.-,Shalimar District Hospital 16,2023-10-16,2023-10-18,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000526,SO-.YYYY.-,Sir Ganga Ram Tertiary Hospital 46,2023-10-17,2023-10-27,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000527,SO-.YYYY.-,Central District Hospital 53,2023-10-17,2023-10-22,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000528,SO-.YYYY.-,Excel Labs 104,2023-10-17,2023-10-21,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000529,SO-.YYYY.-,Gulab Devi Tertiary Hospital 28,2023-10-17,2023-10-19,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000530,SO-.YYYY.-,Surgimed General Hospital 58,2023-10-19,2023-11-01,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000531,SO-.YYYY.-,Surgimed General Hospital 58,2023-10-19,2023-10-26,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000532,SO-.YYYY.-,Lady Willingdon Tertiary Hospital 06,2023-10-19,2023-10-27,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000533,SO-.YYYY.-,Agha Khan Lab Lahore,2023-10-19,2023-10-30,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000534,SO-.YYYY.-,Lahore General District Hospital 69,2023-10-20,2023-10-25,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000535,SO-.YYYY.-,Rehman Diagnostics 118,2023-10-21,2023-10-31,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000536,SO-.YYYY.-,LifeLine Tertiary Hospital 64,2023-10-21,2023-10-31,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000537,SO-.YYYY.-,One Health Lab,2023-10-23,2023-10-30,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000538,SO-.YYYY.-,Ittefaq General Hospital 25,2023-10-23,2023-10-27,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000539,SO-.YYYY.-,Punjab Specialized Hospital 42,2023-10-23,2023-10-30,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000540,SO-.YYYY.-,Sharif Medical General Hospital 03,2023-10-24,2023-11-07,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000541,SO-.YYYY.-,Allied Lab 114,2023-10-24,2023-10-30,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000542,SO-.YYYY.-,Doctors Tertiary Hospital 78,2023-10-24,2023-10-27,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000543,SO-.YYYY.-,Rehman Diagnostics 118,2023-10-25,2023-10-31,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000544,SO-.YYYY.-,Doctors General Hospital 73,2023-10-25,2023-11-02,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000545,SO-.YYYY.-,Doctors Tertiary Hospital 78,2023-10-25,2023-10-28,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000546,SO-.YYYY.-,Metro Diagnostics,2023-10-26,2023-10-31,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000547,SO-.YYYY.-,Sharif Medical Tertiary Hospital 43,2023-10-27,2023-11-08,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000548,SO-.YYYY.-,Fatima Memorial Tertiary Hospital 09,2023-10-27,2023-10-31,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000549,SO-.YYYY.-,Shalimar District Hospital 16,2023-10-28,2023-10-30,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000550,SO-.YYYY.-,Lahore General Tertiary Hospital 27,2023-10-29,2023-11-12,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000551,SO-.YYYY.-,LifeLine General Hospital 11,2023-10-29,2023-11-05,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000552,SO-.YYYY.-,Directorate of Health Services Lahore,2023-10-30,2023-11-05,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000553,SO-.YYYY.-,Sheikh Zayed General Hospital 39,2023-10-31,2023-11-09,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000554,SO-.YYYY.-,Medix Clinic,2023-10-31,2023-11-12,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000555,SO-.YYYY.-,Punjab Diagnostic Center 113,2023-10-31,2023-11-10,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000556,SO-.YYYY.-,Punjab Specialized Hospital 42,2023-10-31,2023-11-08,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000557,SO-.YYYY.-,Jinnah Tertiary Hospital 32,2023-11-01,2023-11-03,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000558,SO-.YYYY.-,Fatima Memorial Private Hospital 34,2023-11-01,2023-11-12,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000559,SO-.YYYY.-,Dr. Essa Lab,2023-11-01,2023-11-05,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000560,SO-.YYYY.-,IDC Lab,2023-11-01,2023-11-08,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000561,SO-.YYYY.-,Shalimar General Hospital 47,2023-11-01,2023-11-04,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000562,SO-.YYYY.-,Ghurki Trust Private Hospital 79,2023-11-02,2023-11-11,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000563,SO-.YYYY.-,Surgimed General Hospital 58,2023-11-02,2023-11-13,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000564,SO-.YYYY.-,Surgimed General Hospital 58,2023-11-02,2023-11-09,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000565,SO-.YYYY.-,Medicare Clinic,2023-11-02,2023-11-07,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000566,SO-.YYYY.-,Prime Tertiary Hospital 24,2023-11-03,2023-11-06,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000567,SO-.YYYY.-,Services District Hospital 41,2023-11-03,2023-11-11,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000568,SO-.YYYY.-,IDC Lab,2023-11-04,2023-11-17,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000569,SO-.YYYY.-,Chughtai Lab,2023-11-04,2023-11-07,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000570,SO-.YYYY.-,Agha Khan Lab Lahore 115,2023-11-05,2023-11-08,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000571,SO-.YYYY.-,Punjab Diagnostic Center,2023-11-05,2023-11-11,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000572,SO-.YYYY.-,Punjab General Hospital 59,2023-11-06,2023-11-20,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000573,SO-.YYYY.-,Saleem Lab 119,2023-11-07,2023-11-10,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000574,SO-.YYYY.-,Central District Hospital 53,2023-11-07,2023-11-09,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000575,SO-.YYYY.-,Jinnah Tertiary Hospital 32,2023-11-08,2023-11-18,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000576,SO-.YYYY.-,Shalimar General Hospital 47,2023-11-08,2023-11-16,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000577,SO-.YYYY.-,National District Hospital 18,2023-11-09,2023-11-16,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000578,SO-.YYYY.-,Al-Rehman Tertiary Hospital 17,2023-11-09,2023-11-16,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000579,SO-.YYYY.-,Children District Hospital 55,2023-11-09,2023-11-16,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000580,SO-.YYYY.-,Punjab Environmental Protection Agency,2023-11-10,2023-11-15,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000581,SO-.YYYY.-,Allied Lab 114,2023-11-10,2023-11-23,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000582,SO-.YYYY.-,Shaukat Khanum Lab 102,2023-11-11,2023-11-15,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000583,SO-.YYYY.-,Metro Diagnostics,2023-11-11,2023-11-13,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000584,SO-.YYYY.-,Mayo Teaching Hospital 05,2023-11-12,2023-11-22,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-000585,SO-.YYYY.-,Islamabad Diagnostics 105,2023-11-14,2023-11-26,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000586,SO-.YYYY.-,Services Specialized Hospital 77,2023-11-14,2023-11-25,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000587,SO-.YYYY.-,Agha Khan Lab Lahore,2023-11-15,2023-11-29,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000588,SO-.YYYY.-,Doctors Private Hospital 29,2023-11-16,2023-11-27,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000589,SO-.YYYY.-,Ittefaq District Hospital 19,2023-11-16,2023-11-20,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000590,SO-.YYYY.-,Dr. Essa Lab 116,2023-11-16,2023-11-19,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000591,SO-.YYYY.-,Noor District Hospital 68,2023-11-16,2023-11-23,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-000592,SO-.YYYY.-,Services District Hospital 41,2023-11-16,2023-11-26,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000593,SO-.YYYY.-,Punjab Emergency Service (Rescue 1122),2023-11-18,2023-11-25,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-000594,SO-.YYYY.-,Punjab Medical Faculty,2023-11-18,2023-11-28,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
