name,naming_series,supplier,posting_date,company
PR-DEMO-000197,MAT-PRE-.YYYY.-,Sitara Chemical Industries,2024-04-27,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000198,MAT-PRE-.YYYY.-,ICI Pakistan,2024-04-28,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000199,MAT-PRE-.YYYY.-,Ravi Engineering Works,2024-05-06,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000200,MAT-PRE-.YYYY.-,National Chemical Corp,2024-05-11,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000201,MAT-PRE-.YYYY.-,Sapphire Textiles (Uniforms),2024-05-14,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000202,MAT-PRE-.YYYY.-,Millat Tractors Parts,2024-05-19,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000203,MAT-PRE-.YYYY.-,EFU General Insurance,2024-05-20,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000204,MAT-PRE-.YYYY.-,Ernst & Young Pakistan,2024-05-20,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000205,MAT-PRE-.YYYY.-,EFU General Insurance,2024-05-21,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000206,MAT-PRE-.YYYY.-,Ernst & Young Pakistan,2024-05-23,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000207,MAT-PRE-.YYYY.-,Pakistan Oxygen Ltd,2024-05-27,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000208,MAT-PRE-.YYYY.-,Adamjee Insurance,2024-05-27,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000209,MAT-PRE-.YYYY.-,Pakistan Oxygen Ltd,2024-05-29,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000210,MAT-PRE-.YYYY.-,CleanTech Supplies,2024-05-31,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000211,MAT-PRE-.YYYY.-,Sitara Chemical Industries,2024-06-03,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000212,MAT-PRE-.YYYY.-,ICI Pakistan,2024-06-04,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000213,MAT-PRE-.YYYY.-,Eco Packaging Solutions,2024-06-04,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000214,MAT-PRE-.YYYY.-,Adamjee Insurance,2024-06-07,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000215,MAT-PRE-.YYYY.-,Sapphire Textiles (Uniforms),2024-06-07,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000216,MAT-PRE-.YYYY.-,National Chemical Corp,2024-06-08,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000217,MAT-PRE-.YYYY.-,EFU General Insurance,2024-06-08,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000218,MAT-PRE-.YYYY.-,Shell Lubricants Pakistan,2024-06-10,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000219,MAT-PRE-.YYYY.-,National Chemical Corp,2024-06-11,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000220,MAT-PRE-.YYYY.-,EFU General Insurance,2024-06-15,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000221,MAT-PRE-.YYYY.-,Siemens Pakistan,2024-06-16,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000222,MAT-PRE-.YYYY.-,Punjab IT Solutions,2024-06-21,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000223,MAT-PRE-.YYYY.-,City Diesel Station,2024-06-27,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000224,MAT-PRE-.YYYY.-,Refractory Solutions Pvt,2024-06-29,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000225,MAT-PRE-.YYYY.-,Punjab Safety Equipment,2024-07-01,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000226,MAT-PRE-.YYYY.-,Punjab Plastics Industries,2024-07-02,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000227,MAT-PRE-.YYYY.-,Siemens Pakistan,2024-07-05,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000228,MAT-PRE-.YYYY.-,Refractory Solutions Pvt,2024-07-06,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000229,MAT-PRE-.YYYY.-,National Chemical Corp,2024-07-13,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000230,MAT-PRE-.YYYY.-,Refractory Solutions Pvt,2024-07-16,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000231,MAT-PRE-.YYYY.-,Siemens Pakistan,2024-07-17,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000232,MAT-PRE-.YYYY.-,National Chemical Corp,2024-07-19,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000233,MAT-PRE-.YYYY.-,EFU General Insurance,2024-07-19,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000234,MAT-PRE-.YYYY.-,Adamjee Insurance,2024-07-20,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000235,MAT-PRE-.YYYY.-,Metro Fuel Distributors,2024-07-23,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000236,MAT-PRE-.YYYY.-,SafeHands PPE,2024-07-25,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000237,MAT-PRE-.YYYY.-,NHA Maintenance Services,2024-07-26,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000238,MAT-PRE-.YYYY.-,Ravi Engineering Works,2024-07-30,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000239,MAT-PRE-.YYYY.-,Pakistan Refinery Fuels,2024-08-02,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000240,MAT-PRE-.YYYY.-,NHA Maintenance Services,2024-08-02,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000241,MAT-PRE-.YYYY.-,Auto Zone Pakistan,2024-08-03,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000242,MAT-PRE-.YYYY.-,Adamjee Insurance,2024-08-04,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000243,MAT-PRE-.YYYY.-,Punjab Plastics Industries,2024-08-05,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000244,MAT-PRE-.YYYY.-,Diamond Tyres Ltd,2024-08-08,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000245,MAT-PRE-.YYYY.-,Siemens Pakistan,2024-08-13,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000246,MAT-PRE-.YYYY.-,Punjab IT Solutions,2024-08-16,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000247,MAT-PRE-.YYYY.-,Descon Engineering,2024-08-17,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000248,MAT-PRE-.YYYY.-,Sitara Chemical Industries,2024-08-18,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000249,MAT-PRE-.YYYY.-,NHA Maintenance Services,2024-08-19,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000250,MAT-PRE-.YYYY.-,Metro Fuel Distributors,2024-08-20,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000251,MAT-PRE-.YYYY.-,Punjab Plastics Industries,2024-08-22,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000252,MAT-PRE-.YYYY.-,Mobilink Business Solutions,2024-08-23,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000253,MAT-PRE-.YYYY.-,Total Parco,2024-08-23,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000254,MAT-PRE-.YYYY.-,Allied Medical Supplies,2024-08-25,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000255,MAT-PRE-.YYYY.-,KPMG Taseer Hadi,2024-08-26,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000256,MAT-PRE-.YYYY.-,Adamjee Insurance,2024-08-30,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000257,MAT-PRE-.YYYY.-,SafeHands PPE,2024-08-30,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000258,MAT-PRE-.YYYY.-,Mobilink Business Solutions,2024-08-31,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000259,MAT-PRE-.YYYY.-,Mobilink Business Solutions,2024-08-31,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000260,MAT-PRE-.YYYY.-,Allied Medical Supplies,2024-09-19,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000261,MAT-PRE-.YYYY.-,Lahore Steel Fabricators,2024-09-19,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000262,MAT-PRE-.YYYY.-,ICI Pakistan,2024-09-20,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000263,MAT-PRE-.YYYY.-,UBL Fund Managers,2024-09-25,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000264,MAT-PRE-.YYYY.-,Atlas Honda Parts,2024-09-25,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000265,MAT-PRE-.YYYY.-,Allied Medical Supplies,2024-09-27,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000266,MAT-PRE-.YYYY.-,Punjab Revenue Authority,2024-10-02,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000267,MAT-PRE-.YYYY.-,Punjab Revenue Authority,2024-10-03,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000268,MAT-PRE-.YYYY.-,Descon Engineering,2024-10-03,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000269,MAT-PRE-.YYYY.-,Punjab IT Solutions,2024-10-04,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000270,MAT-PRE-.YYYY.-,Atlas Honda Parts,2024-10-08,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000271,MAT-PRE-.YYYY.-,Bank Alfalah Leasing,2024-10-09,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000272,MAT-PRE-.YYYY.-,Bank Alfalah Leasing,2024-10-09,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000273,MAT-PRE-.YYYY.-,Ravi Engineering Works,2024-10-13,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000274,MAT-PRE-.YYYY.-,Metro Fuel Distributors,2024-10-15,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000275,MAT-PRE-.YYYY.-,Punjab Revenue Authority,2024-10-17,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000276,MAT-PRE-.YYYY.-,Punjab IT Solutions,2024-10-21,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000277,MAT-PRE-.YYYY.-,Atlas Honda Parts,2024-10-21,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000278,MAT-PRE-.YYYY.-,Shell Lubricants Pakistan,2024-10-25,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000279,MAT-PRE-.YYYY.-,NHA Maintenance Services,2024-10-26,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000280,MAT-PRE-.YYYY.-,ICI Pakistan,2024-10-26,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000281,MAT-PRE-.YYYY.-,Lahore Steel Fabricators,2024-10-28,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000282,MAT-PRE-.YYYY.-,NHA Maintenance Services,2024-10-29,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000283,MAT-PRE-.YYYY.-,SecureTrack GPS,2024-10-31,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000284,MAT-PRE-.YYYY.-,EFU General Insurance,2024-11-01,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000285,MAT-PRE-.YYYY.-,Bank Alfalah Leasing,2024-11-02,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000286,MAT-PRE-.YYYY.-,SecureTrack GPS,2024-11-14,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000287,MAT-PRE-.YYYY.-,SafeHands PPE,2024-11-15,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000288,MAT-PRE-.YYYY.-,Punjab IT Solutions,2024-11-15,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000289,MAT-PRE-.YYYY.-,CleanTech Supplies,2024-11-16,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000290,MAT-PRE-.YYYY.-,Shell Lubricants Pakistan,2024-11-17,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000291,MAT-PRE-.YYYY.-,Millat Tractors Parts,2024-11-21,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000292,MAT-PRE-.YYYY.-,National Tire House,2024-11-23,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000293,MAT-PRE-.YYYY.-,NHA Maintenance Services,2024-11-23,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000294,MAT-PRE-.YYYY.-,Lahore Steel Fabricators,2024-11-25,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000295,MAT-PRE-.YYYY.-,SafeHands PPE,2024-11-29,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000296,MAT-PRE-.YYYY.-,Lahore Steel Fabricators,2024-12-04,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000297,MAT-PRE-.YYYY.-,Siemens Pakistan,2024-12-05,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000298,MAT-PRE-.YYYY.-,Punjab IT Solutions,2024-12-10,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000299,MAT-PRE-.YYYY.-,National Chemical Corp,2024-12-15,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000300,MAT-PRE-.YYYY.-,Shell Lubricants Pakistan,2024-12-17,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000301,MAT-PRE-.YYYY.-,SafeHands PPE,2024-12-20,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000302,MAT-PRE-.YYYY.-,Refractory Solutions Pvt,2024-12-21,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000303,MAT-PRE-.YYYY.-,Punjab IT Solutions,2024-12-22,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000304,MAT-PRE-.YYYY.-,Mobilink Business Solutions,2024-12-22,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000305,MAT-PRE-.YYYY.-,State Life Insurance,2024-12-28,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000306,MAT-PRE-.YYYY.-,Punjab Revenue Authority,2024-12-29,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000307,MAT-PRE-.YYYY.-,Mobilink Business Solutions,2025-01-01,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000308,MAT-PRE-.YYYY.-,Meezan Bank Leasing,2025-01-06,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000309,MAT-PRE-.YYYY.-,CleanTech Supplies,2025-01-12,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000310,MAT-PRE-.YYYY.-,General Tyre Pakistan,2025-01-14,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000311,MAT-PRE-.YYYY.-,Allied Medical Supplies,2025-01-16,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000312,MAT-PRE-.YYYY.-,SecureTrack GPS,2025-01-19,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000313,MAT-PRE-.YYYY.-,Punjab Revenue Authority,2025-01-19,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000314,MAT-PRE-.YYYY.-,Sitara Chemical Industries,2025-01-20,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000315,MAT-PRE-.YYYY.-,Punjab Plastics Industries,2025-01-21,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000316,MAT-PRE-.YYYY.-,Ravi Engineering Works,2025-01-21,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000317,MAT-PRE-.YYYY.-,Punjab IT Solutions,2025-01-22,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000318,MAT-PRE-.YYYY.-,Punjab Revenue Authority,2025-01-24,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000319,MAT-PRE-.YYYY.-,Pakistan Oxygen Ltd,2025-02-01,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000320,MAT-PRE-.YYYY.-,Allied Medical Supplies,2025-02-02,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000321,MAT-PRE-.YYYY.-,Bank Alfalah Leasing,2025-02-03,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000322,MAT-PRE-.YYYY.-,General Tyre Pakistan,2025-02-03,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000323,MAT-PRE-.YYYY.-,Pakistan Oxygen Ltd,2025-02-06,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000324,MAT-PRE-.YYYY.-,National Chemical Corp,2025-02-07,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000325,MAT-PRE-.YYYY.-,Total Parco,2025-02-10,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000326,MAT-PRE-.YYYY.-,Refractory Solutions Pvt,2025-02-11,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000327,MAT-PRE-.YYYY.-,State Life Insurance,2025-02-12,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000328,MAT-PRE-.YYYY.-,SafeHands PPE,2025-02-12,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000329,MAT-PRE-.YYYY.-,ICI Pakistan,2025-02-12,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000330,MAT-PRE-.YYYY.-,Meezan Bank Leasing,2025-02-14,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000331,MAT-PRE-.YYYY.-,Punjab IT Solutions,2025-02-16,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000332,MAT-PRE-.YYYY.-,Sitara Chemical Industries,2025-02-20,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000333,MAT-PRE-.YYYY.-,Punjab Safety Equipment,2025-02-22,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000334,MAT-PRE-.YYYY.-,National Tire House,2025-02-22,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000335,MAT-PRE-.YYYY.-,General Tyre Pakistan,2025-02-23,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000336,MAT-PRE-.YYYY.-,Total Parco,2025-02-23,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000337,MAT-PRE-.YYYY.-,EFU General Insurance,2025-02-25,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000338,MAT-PRE-.YYYY.-,ICI Pakistan,2025-02-26,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000339,MAT-PRE-.YYYY.-,Eco Packaging Solutions,2025-02-27,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000340,MAT-PRE-.YYYY.-,Auto Zone Pakistan,2025-03-08,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000341,MAT-PRE-.YYYY.-,Atlas Honda Parts,2025-03-08,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000342,MAT-PRE-.YYYY.-,Shell Lubricants Pakistan,2025-03-11,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000343,MAT-PRE-.YYYY.-,Siemens Pakistan,2025-03-12,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000344,MAT-PRE-.YYYY.-,Ernst & Young Pakistan,2025-03-13,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000345,MAT-PRE-.YYYY.-,Sapphire Textiles (Uniforms),2025-03-13,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000346,MAT-PRE-.YYYY.-,Pakistan Refinery Fuels,2025-03-14,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000347,MAT-PRE-.YYYY.-,Eco Packaging Solutions,2025-03-19,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000348,MAT-PRE-.YYYY.-,Punjab Plastics Industries,2025-03-24,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000349,MAT-PRE-.YYYY.-,Allied Medical Supplies,2025-03-27,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000350,MAT-PRE-.YYYY.-,Atlas Honda Parts,2025-03-28,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000351,MAT-PRE-.YYYY.-,Metro Fuel Distributors,2025-04-02,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000352,MAT-PRE-.YYYY.-,Adamjee Insurance,2025-04-03,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000353,MAT-PRE-.YYYY.-,Ernst & Young Pakistan,2025-04-07,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000354,MAT-PRE-.YYYY.-,Diamond Tyres Ltd,2025-04-09,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000355,MAT-PRE-.YYYY.-,Meezan Bank Leasing,2025-04-10,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000356,MAT-PRE-.YYYY.-,National Tire House,2025-04-11,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000357,MAT-PRE-.YYYY.-,ICI Pakistan,2025-04-11,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000358,MAT-PRE-.YYYY.-,Eco Packaging Solutions,2025-04-12,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000359,MAT-PRE-.YYYY.-,Allied Medical Supplies,2025-04-20,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000360,MAT-PRE-.YYYY.-,Pakistan Oxygen Ltd,2025-04-22,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000361,MAT-PRE-.YYYY.-,Punjab IT Solutions,2025-04-22,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000362,MAT-PRE-.YYYY.-,Punjab Safety Equipment,2025-04-24,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000363,MAT-PRE-.YYYY.-,Total Parco,2025-04-25,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000364,MAT-PRE-.YYYY.-,State Life Insurance,2025-04-26,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000365,MAT-PRE-.YYYY.-,Shell Lubricants Pakistan,2025-04-30,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000366,MAT-PRE-.YYYY.-,State Life Insurance,2025-05-04,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000367,MAT-PRE-.YYYY.-,Auto Zone Pakistan,2025-05-04,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000368,MAT-PRE-.YYYY.-,Siemens Pakistan,2025-05-07,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000369,MAT-PRE-.YYYY.-,National Tire House,2025-05-10,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000370,MAT-PRE-.YYYY.-,Descon Engineering,2025-05-10,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000371,MAT-PRE-.YYYY.-,Atlas Honda Parts,2025-05-11,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000372,MAT-PRE-.YYYY.-,Punjab Safety Equipment,2025-05-19,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000373,MAT-PRE-.YYYY.-,EFU General Insurance,2025-05-20,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000374,MAT-PRE-.YYYY.-,Siemens Pakistan,2025-05-22,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000375,MAT-PRE-.YYYY.-,Pakistan Oxygen Ltd,2025-05-30,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000376,MAT-PRE-.YYYY.-,Refractory Solutions Pvt,2025-05-31,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000377,MAT-PRE-.YYYY.-,ICI Pakistan,2025-06-01,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000378,MAT-PRE-.YYYY.-,UBL Fund Managers,2025-06-02,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000379,MAT-PRE-.YYYY.-,National Chemical Corp,2025-06-06,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000380,MAT-PRE-.YYYY.-,Ernst & Young Pakistan,2025-06-06,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000381,MAT-PRE-.YYYY.-,ICI Pakistan,2025-06-08,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000382,MAT-PRE-.YYYY.-,City Diesel Station,2025-06-09,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000383,MAT-PRE-.YYYY.-,Lahore Steel Fabricators,2025-06-09,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000384,MAT-PRE-.YYYY.-,EFU General Insurance,2025-06-15,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000385,MAT-PRE-.YYYY.-,Bank Alfalah Leasing,2025-06-15,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000386,MAT-PRE-.YYYY.-,Mobilink Business Solutions,2025-06-15,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000387,MAT-PRE-.YYYY.-,Meezan Bank Leasing,2025-06-16,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000388,MAT-PRE-.YYYY.-,CleanTech Supplies,2025-06-23,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000389,MAT-PRE-.YYYY.-,EFU General Insurance,2025-06-24,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000390,MAT-PRE-.YYYY.-,NHA Maintenance Services,2025-06-25,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000391,MAT-PRE-.YYYY.-,Shell Lubricants Pakistan,2025-06-27,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000392,MAT-PRE-.YYYY.-,Millat Tractors Parts,2025-07-03,EnXi Biomedical & Waste Management (Pvt) Ltd
