parent,parenttype,parentfield,item_code,qty,uom,warehouse,rate
SO-DEMO-000577,Sales Order,items,CNT-016,40,Nos,Central Warehouse - ENXI,4061
SO-DEMO-000578,Sales Order,items,SVC-PHRM,961,Kg,,463
SO-DEMO-000579,Sales Order,items,SVC-TRN-009,1713,Nos,,674
SO-DEMO-000579,Sales Order,items,CNT-020,41,Nos,Central Warehouse - ENXI,1379
SO-DEMO-000580,Sales Order,items,SVC-JAN-002,1830,Nos,,540
SO-DEMO-000581,Sales Order,items,SVC-GEN,1263,Kg,,557
SO-DEMO-000581,Sales Order,items,CLN-031,1,Nos,Central Warehouse - ENXI,1030385
SO-DEMO-000582,Sales Order,items,SVC-JAN-002,1869,Nos,,535
SO-DEMO-000583,Sales Order,items,SVC-INF,1462,Kg,,187
SO-DEMO-000583,Sales Order,items,CNT-020,43,Nos,Central Warehouse - ENXI,3287
SO-DEMO-000584,Sales Order,items,SVC-JAN-004,385,Nos,,247
SO-DEMO-000585,Sales Order,items,SVC-JAN-003,1902,Nos,,444
SO-DEMO-000585,Sales Order,items,CNT-016,29,Nos,Central Warehouse - ENXI,2768
SO-DEMO-000586,Sales Order,items,SVC-TRN-008,1243,Nos,,529
SO-DEMO-000587,Sales Order,items,SVC-JAN-004,1350,Nos,,734
SO-DEMO-000588,Sales Order,items,SVC-GEN,343,Kg,,223
SO-DEMO-000589,Sales Order,items,SVC-TRN-010,1156,Nos,,342
SO-DEMO-000590,Sales Order,items,SVC-INF,1946,Kg,,486
SO-DEMO-000591,Sales Order,items,SVC-JAN-002,1677,Nos,,361
SO-DEMO-000592,Sales Order,items,SVC-TRN-010,264,Nos,,234
SO-DEMO-000592,Sales Order,items,CNT-015,45,Nos,Central Warehouse - ENXI,743
SO-DEMO-000593,Sales Order,items,SVC-TRN-011,283,Nos,,233
SO-DEMO-000594,Sales Order,items,SVC-JAN-002,1985,Nos,,494
SO-DEMO-000595,Sales Order,items,SVC-GEN,1756,Kg,,257
SO-DEMO-000596,Sales Order,items,SVC-TRN-011,1814,Nos,,585
SO-DEMO-000597,Sales Order,items,SVC-SHRP,1336,Kg,,470
SO-DEMO-000598,Sales Order,items,SVC-INF,1624,Kg,,476
SO-DEMO-000598,Sales Order,items,CNT-018,6,Nos,Central Warehouse - ENXI,1495
SO-DEMO-000599,Sales Order,items,SVC-SHRP,71,Kg,,404
SO-DEMO-000600,Sales Order,items,SVC-JAN-004,765,Nos,,274
SO-DEMO-000600,Sales Order,items,CNT-018,7,Nos,Central Warehouse - ENXI,983
SO-DEMO-000601,Sales Order,items,SVC-TRN-010,1518,Nos,,275
SO-DEMO-000601,Sales Order,items,CNT-017,8,Nos,Central Warehouse - ENXI,1611
SO-DEMO-000602,Sales Order,items,SVC-SHRP,1905,Kg,,501
SO-DEMO-000603,Sales Order,items,SVC-JAN-006,336,Nos,,600
SO-DEMO-000603,Sales Order,items,CNT-017,37,Nos,Central Warehouse - ENXI,3784
SO-DEMO-000604,Sales Order,items,SVC-PATH,1492,Kg,,157
SO-DEMO-000605,Sales Order,items,SVC-JAN-003,972,Nos,,402
SO-DEMO-000605,Sales Order,items,CNT-017,29,Nos,Central Warehouse - ENXI,3576
SO-DEMO-000606,Sales Order,items,SVC-JAN-005,760,Nos,,268
SO-DEMO-000606,Sales Order,items,CNT-016,20,Nos,Central Warehouse - ENXI,3718
SO-DEMO-000607,Sales Order,items,SVC-TRN-010,1915,Nos,,395
SO-DEMO-000608,Sales Order,items,SVC-TRN-007,1618,Nos,,537
SO-DEMO-000609,Sales Order,items,SVC-TRN-010,218,Nos,,536
SO-DEMO-000610,Sales Order,items,SVC-PHRM,1326,Kg,,622
SO-DEMO-000611,Sales Order,items,SVC-JAN-003,888,Nos,,421
SO-DEMO-000611,Sales Order,items,CNT-017,12,Nos,Central Warehouse - ENXI,806
SO-DEMO-000612,Sales Order,items,SVC-CYTO,66,Kg,,420
SO-DEMO-000612,Sales Order,items,CNT-018,18,Nos,Central Warehouse - ENXI,3958
SO-DEMO-000613,Sales Order,items,SVC-JAN-002,978,Nos,,268
SO-DEMO-000614,Sales Order,items,SVC-INF,1228,Kg,,571
SO-DEMO-000614,Sales Order,items,SPR-043,2,Nos,Central Warehouse - ENXI,1241054
SO-DEMO-000615,Sales Order,items,SVC-GEN,1085,Kg,,699
SO-DEMO-000616,Sales Order,items,SVC-JAN-004,1595,Nos,,509
SO-DEMO-000616,Sales Order,items,CNT-015,26,Nos,Central Warehouse - ENXI,4904
SO-DEMO-000617,Sales Order,items,SVC-PHRM,978,Kg,,422
SO-DEMO-000617,Sales Order,items,SPR-039,3,Nos,Central Warehouse - ENXI,2498603
SO-DEMO-000618,Sales Order,items,SVC-JAN-006,1768,Nos,,427
SO-DEMO-000619,Sales Order,items,SVC-CYTO,1259,Kg,,665
SO-DEMO-000620,Sales Order,items,SVC-TRN-011,1012,Nos,,603
SO-DEMO-000621,Sales Order,items,SVC-CYTO,878,Kg,,440
SO-DEMO-000622,Sales Order,items,SVC-INF,1289,Kg,,162
SO-DEMO-000623,Sales Order,items,SVC-TRN-007,97,Nos,,340
SO-DEMO-000624,Sales Order,items,SVC-PATH,1942,Kg,,418
SO-DEMO-000624,Sales Order,items,CNT-014,19,Nos,Central Warehouse - ENXI,1196
SO-DEMO-000625,Sales Order,items,SVC-CHEM,64,Kg,,424
SO-DEMO-000625,Sales Order,items,CNT-015,3,Nos,Central Warehouse - ENXI,3044662
SO-DEMO-000626,Sales Order,items,SVC-JAN-002,254,Nos,,728
SO-DEMO-000626,Sales Order,items,CNT-016,28,Nos,Central Warehouse - ENXI,2467
SO-DEMO-000627,Sales Order,items,SVC-TRN-009,1513,Nos,,780
SO-DEMO-000628,Sales Order,items,SVC-TRN-011,1999,Nos,,626
SO-DEMO-000628,Sales Order,items,CNT-020,35,Nos,Central Warehouse - ENXI,1737
SO-DEMO-000629,Sales Order,items,SVC-CYTO,425,Kg,,331
SO-DEMO-000630,Sales Order,items,SVC-GEN,643,Kg,,164
SO-DEMO-000630,Sales Order,items,CNT-015,16,Nos,Central Warehouse - ENXI,3934
SO-DEMO-000630,Sales Order,items,SPR-046,3,Nos,Central Warehouse - ENXI,366500
SO-DEMO-000631,Sales Order,items,SVC-JAN-006,1126,Nos,,591
SO-DEMO-000631,Sales Order,items,CNT-018,18,Nos,Central Warehouse - ENXI,911
SO-DEMO-000632,Sales Order,items,SVC-TRN-008,1472,Nos,,323
SO-DEMO-000632,Sales Order,items,CNT-014,7,Nos,Central Warehouse - ENXI,760
SO-DEMO-000633,Sales Order,items,SVC-CHEM,193,Kg,,734
SO-DEMO-000634,Sales Order,items,SVC-TRN-008,1024,Nos,,769
SO-DEMO-000634,Sales Order,items,SPR-043,1,Nos,Central Warehouse - ENXI,722780
SO-DEMO-000635,Sales Order,items,SVC-INF,103,Kg,,622
SO-DEMO-000635,Sales Order,items,CNT-019,10,Nos,Central Warehouse - ENXI,2052
SO-DEMO-000636,Sales Order,items,SVC-GEN,378,Kg,,245
SO-DEMO-000636,Sales Order,items,CNT-020,29,Nos,Central Warehouse - ENXI,837
SO-DEMO-000637,Sales Order,items,SVC-TRN-009,341,Nos,,340
SO-DEMO-000637,Sales Order,items,CNT-016,25,Nos,Central Warehouse - ENXI,2788
SO-DEMO-000638,Sales Order,items,SVC-GEN,1170,Kg,,220
SO-DEMO-000638,Sales Order,items,PPE-028,2,Nos,Central Warehouse - ENXI,1177094
SO-DEMO-000639,Sales Order,items,SVC-JAN-001,1605,Nos,,458
SO-DEMO-000639,Sales Order,items,CNT-014,16,Nos,Central Warehouse - ENXI,3453
SO-DEMO-000640,Sales Order,items,SVC-JAN-004,420,Nos,,369
SO-DEMO-000641,Sales Order,items,SVC-JAN-002,674,Nos,,606
SO-DEMO-000642,Sales Order,items,SVC-INF,476,Kg,,337
SO-DEMO-000643,Sales Order,items,SVC-CHEM,1013,Kg,,568
SO-DEMO-000643,Sales Order,items,CNT-019,43,Nos,Central Warehouse - ENXI,2958
SO-DEMO-000644,Sales Order,items,SVC-JAN-002,1991,Nos,,503
SO-DEMO-000645,Sales Order,items,SVC-PATH,319,Kg,,258
SO-DEMO-000645,Sales Order,items,CNT-013,25,Nos,Central Warehouse - ENXI,4899
SO-DEMO-000646,Sales Order,items,SVC-TRN-011,1853,Nos,,564
SO-DEMO-000647,Sales Order,items,SVC-TRN-011,926,Nos,,676
SO-DEMO-000648,Sales Order,items,SVC-INF,1074,Kg,,688
SO-DEMO-000648,Sales Order,items,CNT-019,21,Nos,Central Warehouse - ENXI,693
SO-DEMO-000649,Sales Order,items,SVC-SHRP,1206,Kg,,262
SO-DEMO-000650,Sales Order,items,SVC-JAN-003,139,Nos,,201
SO-DEMO-000651,Sales Order,items,SVC-CHEM,1757,Kg,,352
SO-DEMO-000652,Sales Order,items,SVC-TRN-010,945,Nos,,426
SO-DEMO-000653,Sales Order,items,SVC-JAN-001,1225,Nos,,690
SO-DEMO-000654,Sales Order,items,SVC-GEN,185,Kg,,320
SO-DEMO-000654,Sales Order,items,CNT-019,48,Nos,Central Warehouse - ENXI,1715
SO-DEMO-000655,Sales Order,items,SVC-CYTO,1609,Kg,,373
SO-DEMO-000655,Sales Order,items,CNT-012,6,Nos,Central Warehouse - ENXI,4993
SO-DEMO-000656,Sales Order,items,SVC-JAN-006,978,Nos,,395
SO-DEMO-000657,Sales Order,items,SVC-SHRP,298,Kg,,408
SO-DEMO-000657,Sales Order,items,CNT-012,6,Nos,Central Warehouse - ENXI,1256
SO-DEMO-000658,Sales Order,items,SVC-TRN-009,462,Nos,,617
SO-DEMO-000659,Sales Order,items,SVC-PATH,845,Kg,,159
SO-DEMO-000660,Sales Order,items,SVC-TRN-011,920,Nos,,641
SO-DEMO-000661,Sales Order,items,SVC-TRN-010,617,Nos,,374
SO-DEMO-000661,Sales Order,items,CNT-013,11,Nos,Central Warehouse - ENXI,2501
SO-DEMO-000662,Sales Order,items,SVC-SHRP,701,Kg,,244
SO-DEMO-000663,Sales Order,items,SVC-JAN-004,1076,Nos,,294
SO-DEMO-000664,Sales Order,items,SVC-CYTO,1352,Kg,,416
SO-DEMO-000665,Sales Order,items,SVC-JAN-004,1611,Nos,,394
SO-DEMO-000665,Sales Order,items,CNT-018,6,Nos,Central Warehouse - ENXI,4157
SO-DEMO-000666,Sales Order,items,SVC-JAN-002,1817,Nos,,564
SO-DEMO-000667,Sales Order,items,SVC-TRN-011,332,Nos,,423
SO-DEMO-000668,Sales Order,items,SVC-SHRP,1460,Kg,,669
SO-DEMO-000668,Sales Order,items,CNT-014,46,Nos,Central Warehouse - ENXI,2322
SO-DEMO-000669,Sales Order,items,SVC-JAN-006,338,Nos,,184
SO-DEMO-000670,Sales Order,items,SVC-JAN-004,1903,Nos,,289
SO-DEMO-000671,Sales Order,items,SVC-TRN-007,688,Nos,,313
SO-DEMO-000672,Sales Order,items,SVC-JAN-003,228,Nos,,313
SO-DEMO-000673,Sales Order,items,SVC-PHRM,1174,Kg,,268
SO-DEMO-000674,Sales Order,items,SVC-JAN-005,1206,Nos,,168
SO-DEMO-000674,Sales Order,items,CNT-018,12,Nos,Central Warehouse - ENXI,759
SO-DEMO-000674,Sales Order,items,SPR-050,1,Nos,Central Warehouse - ENXI,1068817
SO-DEMO-000675,Sales Order,items,SVC-TRN-007,98,Nos,,205
SO-DEMO-000675,Sales Order,items,CNT-020,20,Nos,Central Warehouse - ENXI,4779
SO-DEMO-000676,Sales Order,items,SVC-GEN,460,Kg,,280
SO-DEMO-000677,Sales Order,items,SVC-SHRP,306,Kg,,180
SO-DEMO-000678,Sales Order,items,SVC-TRN-007,941,Nos,,482
SO-DEMO-000678,Sales Order,items,CNT-016,24,Nos,Central Warehouse - ENXI,3627
SO-DEMO-000679,Sales Order,items,SVC-CHEM,950,Kg,,579
SO-DEMO-000680,Sales Order,items,SVC-PHRM,1323,Kg,,240
SO-DEMO-000680,Sales Order,items,SPR-043,3,Nos,Central Warehouse - ENXI,3268555
SO-DEMO-000681,Sales Order,items,SVC-TRN-009,1781,Nos,,302
SO-DEMO-000681,Sales Order,items,CNT-017,40,Nos,Central Warehouse - ENXI,3955
SO-DEMO-000681,Sales Order,items,SPR-038,3,Nos,Central Warehouse - ENXI,859160
SO-DEMO-000682,Sales Order,items,SVC-CHEM,1741,Kg,,619
SO-DEMO-000683,Sales Order,items,SVC-JAN-006,1785,Nos,,578
SO-DEMO-000684,Sales Order,items,SVC-CHEM,1802,Kg,,283
SO-DEMO-000684,Sales Order,items,CNT-013,44,Nos,Central Warehouse - ENXI,4120
SO-DEMO-000685,Sales Order,items,SVC-TRN-010,1803,Nos,,426
SO-DEMO-000686,Sales Order,items,SVC-PATH,1358,Kg,,362
SO-DEMO-000686,Sales Order,items,CNT-018,3,Nos,Central Warehouse - ENXI,1422166
SO-DEMO-000687,Sales Order,items,SVC-JAN-003,348,Nos,,278
SO-DEMO-000687,Sales Order,items,CNT-016,18,Nos,Central Warehouse - ENXI,3019
SO-DEMO-000687,Sales Order,items,BIO-00058,2,Nos,Central Warehouse - ENXI,3249258
SO-DEMO-000688,Sales Order,items,SVC-PHRM,358,Kg,,238
SO-DEMO-000689,Sales Order,items,SVC-GEN,780,Kg,,412
SO-DEMO-000690,Sales Order,items,SVC-JAN-003,1366,Nos,,240
SO-DEMO-000691,Sales Order,items,SVC-TRN-011,1177,Nos,,232
SO-DEMO-000692,Sales Order,items,SVC-JAN-001,678,Nos,,380
SO-DEMO-000693,Sales Order,items,SVC-GEN,1532,Kg,,216
SO-DEMO-000694,Sales Order,items,SVC-JAN-006,879,Nos,,415
SO-DEMO-000694,Sales Order,items,CNT-018,1,Nos,Central Warehouse - ENXI,333468
SO-DEMO-000695,Sales Order,items,SVC-JAN-005,686,Nos,,350
SO-DEMO-000696,Sales Order,items,SVC-PHRM,1500,Kg,,561
SO-DEMO-000696,Sales Order,items,CNT-020,32,Nos,Central Warehouse - ENXI,534
SO-DEMO-000697,Sales Order,items,SVC-PHRM,1511,Kg,,667
SO-DEMO-000698,Sales Order,items,SVC-CYTO,265,Kg,,758
SO-DEMO-000699,Sales Order,items,SVC-JAN-002,116,Nos,,163
SO-DEMO-000699,Sales Order,items,CNT-019,12,Nos,Central Warehouse - ENXI,2471
SO-DEMO-000700,Sales Order,items,SVC-TRN-008,1610,Nos,,718
SO-DEMO-000701,Sales Order,items,SVC-CHEM,1607,Kg,,513
SO-DEMO-000702,Sales Order,items,SVC-JAN-002,251,Nos,,745
SO-DEMO-000703,Sales Order,items,SVC-JAN-005,1936,Nos,,159
SO-DEMO-000703,Sales Order,items,SPR-040,2,Nos,Central Warehouse - ENXI,1087246
SO-DEMO-000704,Sales Order,items,SVC-PHRM,96,Kg,,633
SO-DEMO-000705,Sales Order,items,SVC-TRN-009,331,Nos,,629
SO-DEMO-000705,Sales Order,items,PPE-026,2,Nos,Central Warehouse - ENXI,619556
SO-DEMO-000706,Sales Order,items,SVC-INF,1181,Kg,,674
SO-DEMO-000706,Sales Order,items,CNT-019,14,Nos,Central Warehouse - ENXI,1563
SO-DEMO-000707,Sales Order,items,SVC-TRN-009,1636,Nos,,273
SO-DEMO-000708,Sales Order,items,SVC-TRN-007,1196,Nos,,258
SO-DEMO-000708,Sales Order,items,CLN-030,3,Nos,Central Warehouse - ENXI,212597
SO-DEMO-000709,Sales Order,items,SVC-TRN-008,1825,Nos,,662
SO-DEMO-000709,Sales Order,items,CNT-014,46,Nos,Central Warehouse - ENXI,2604
SO-DEMO-000710,Sales Order,items,SVC-CYTO,1844,Kg,,554
SO-DEMO-000711,Sales Order,items,SVC-PATH,1666,Kg,,543
SO-DEMO-000712,Sales Order,items,SVC-JAN-006,1414,Nos,,633
SO-DEMO-000712,Sales Order,items,CNT-019,48,Nos,Central Warehouse - ENXI,3420
SO-DEMO-000712,Sales Order,items,SPR-051,3,Nos,Central Warehouse - ENXI,646581
SO-DEMO-000713,Sales Order,items,SVC-CHEM,233,Kg,,479
SO-DEMO-000713,Sales Order,items,CNT-013,31,Nos,Central Warehouse - ENXI,2942
SO-DEMO-000714,Sales Order,items,SVC-TRN-009,1950,Nos,,159
SO-DEMO-000714,Sales Order,items,CNT-017,7,Nos,Central Warehouse - ENXI,4781
SO-DEMO-000715,Sales Order,items,SVC-PHRM,1319,Kg,,701
SO-DEMO-000716,Sales Order,items,SVC-TRN-010,185,Nos,,375
SO-DEMO-000716,Sales Order,items,CNT-016,11,Nos,Central Warehouse - ENXI,3982
SO-DEMO-000717,Sales Order,items,SVC-JAN-001,145,Nos,,300
SO-DEMO-000717,Sales Order,items,CNT-013,29,Nos,Central Warehouse - ENXI,4401
SO-DEMO-000718,Sales Order,items,SVC-JAN-006,1510,Nos,,400
SO-DEMO-000718,Sales Order,items,CNT-017,19,Nos,Central Warehouse - ENXI,3038
SO-DEMO-000719,Sales Order,items,SVC-INF,1729,Kg,,271
SO-DEMO-000720,Sales Order,items,SVC-CHEM,1054,Kg,,667
SO-DEMO-000721,Sales Order,items,SVC-TRN-009,555,Nos,,715
SO-DEMO-000722,Sales Order,items,SVC-SHRP,1905,Kg,,609
SO-DEMO-000723,Sales Order,items,SVC-JAN-005,1616,Nos,,726
SO-DEMO-000723,Sales Order,items,CLN-035,2,Nos,Central Warehouse - ENXI,799129
SO-DEMO-000724,Sales Order,items,SVC-TRN-008,379,Nos,,382
SO-DEMO-000724,Sales Order,items,CLN-030,2,Nos,Central Warehouse - ENXI,1975074
SO-DEMO-000725,Sales Order,items,SVC-TRN-007,1633,Nos,,623
SO-DEMO-000725,Sales Order,items,CNT-016,2,Nos,Central Warehouse - ENXI,576752
SO-DEMO-000726,Sales Order,items,SVC-PATH,1743,Kg,,662
SO-DEMO-000727,Sales Order,items,SVC-TRN-011,1363,Nos,,385
SO-DEMO-000728,Sales Order,items,SVC-JAN-004,678,Nos,,383
SO-DEMO-000729,Sales Order,items,SVC-JAN-003,1080,Nos,,482
SO-DEMO-000730,Sales Order,items,SVC-GEN,730,Kg,,415
SO-DEMO-000731,Sales Order,items,SVC-GEN,1186,Kg,,678
SO-DEMO-000732,Sales Order,items,SVC-JAN-002,328,Nos,,160
SO-DEMO-000733,Sales Order,items,SVC-SHRP,1810,Kg,,361
SO-DEMO-000734,Sales Order,items,SVC-CHEM,783,Kg,,768
SO-DEMO-000734,Sales Order,items,CNT-020,32,Nos,Central Warehouse - ENXI,4628
SO-DEMO-000735,Sales Order,items,SVC-JAN-002,1108,Nos,,685
SO-DEMO-000736,Sales Order,items,SVC-JAN-004,1647,Nos,,529
SO-DEMO-000737,Sales Order,items,SVC-TRN-010,1982,Nos,,768
SO-DEMO-000738,Sales Order,items,SVC-JAN-004,1270,Nos,,610
SO-DEMO-000739,Sales Order,items,SVC-JAN-004,892,Nos,,611
SO-DEMO-000739,Sales Order,items,CNT-019,37,Nos,Central Warehouse - ENXI,4295
SO-DEMO-000740,Sales Order,items,SVC-GEN,943,Kg,,228
SO-DEMO-000741,Sales Order,items,SVC-JAN-002,351,Nos,,335
SO-DEMO-000742,Sales Order,items,SVC-GEN,172,Kg,,330
SO-DEMO-000742,Sales Order,items,CNT-014,35,Nos,Central Warehouse - ENXI,1346
SO-DEMO-000743,Sales Order,items,SVC-TRN-009,922,Nos,,771
SO-DEMO-000743,Sales Order,items,CNT-019,11,Nos,Central Warehouse - ENXI,3964
SO-DEMO-000744,Sales Order,items,SVC-TRN-011,811,Nos,,266
SO-DEMO-000744,Sales Order,items,CNT-020,30,Nos,Central Warehouse - ENXI,2406
SO-DEMO-000744,Sales Order,items,PPE-023,1,Nos,Central Warehouse - ENXI,1931871
SO-DEMO-000745,Sales Order,items,SVC-GEN,433,Kg,,180
SO-DEMO-000746,Sales Order,items,SVC-GEN,1439,Kg,,557
SO-DEMO-000746,Sales Order,items,CNT-013,8,Nos,Central Warehouse - ENXI,3959
SO-DEMO-000747,Sales Order,items,SVC-INF,1937,Kg,,371
SO-DEMO-000747,Sales Order,items,PPE-024,2,Nos,Central Warehouse - ENXI,3415401
SO-DEMO-000748,Sales Order,items,SVC-PATH,646,Kg,,747
SO-DEMO-000748,Sales Order,items,CNT-014,31,Nos,Central Warehouse - ENXI,4258
SO-DEMO-000749,Sales Order,items,SVC-JAN-001,1796,Nos,,265
SO-DEMO-000750,Sales Order,items,SVC-TRN-007,544,Nos,,718
SO-DEMO-000750,Sales Order,items,CNT-015,41,Nos,Central Warehouse - ENXI,766
SO-DEMO-000751,Sales Order,items,SVC-GEN,1854,Kg,,508
SO-DEMO-000752,Sales Order,items,SVC-JAN-001,1561,Nos,,769
SO-DEMO-000752,Sales Order,items,CNT-019,49,Nos,Central Warehouse - ENXI,1794
SO-DEMO-000753,Sales Order,items,SVC-SHRP,377,Kg,,736
SO-DEMO-000753,Sales Order,items,CNT-018,19,Nos,Central Warehouse - ENXI,3351
SO-DEMO-000754,Sales Order,items,SVC-TRN-007,171,Nos,,278
SO-DEMO-000755,Sales Order,items,SVC-GEN,979,Kg,,320
SO-DEMO-000756,Sales Order,items,SVC-JAN-002,1326,Nos,,791
SO-DEMO-000756,Sales Order,items,BIO-00058,1,Nos,Central Warehouse - ENXI,2270914
SO-DEMO-000757,Sales Order,items,SVC-TRN-007,1582,Nos,,657
SO-DEMO-000758,Sales Order,items,SVC-TRN-011,70,Nos,,255
SO-DEMO-000759,Sales Order,items,SVC-GEN,431,Kg,,229
SO-DEMO-000760,Sales Order,items,SVC-PATH,622,Kg,,415
SO-DEMO-000761,Sales Order,items,SVC-JAN-005,444,Nos,,403
SO-DEMO-000761,Sales Order,items,CNT-012,15,Nos,Central Warehouse - ENXI,2504
SO-DEMO-000762,Sales Order,items,SVC-JAN-004,754,Nos,,210
SO-DEMO-000762,Sales Order,items,CNT-015,26,Nos,Central Warehouse - ENXI,2823
SO-DEMO-000763,Sales Order,items,SVC-TRN-010,1715,Nos,,717
SO-DEMO-000764,Sales Order,items,SVC-JAN-001,444,Nos,,316
SO-DEMO-000764,Sales Order,items,CNT-015,30,Nos,Central Warehouse - ENXI,1837
SO-DEMO-000765,Sales Order,items,SVC-INF,760,Kg,,727
SO-DEMO-000766,Sales Order,items,SVC-JAN-002,1591,Nos,,426
SO-DEMO-000766,Sales Order,items,CNT-012,33,Nos,Central Warehouse - ENXI,3230
SO-DEMO-000767,Sales Order,items,SVC-CHEM,1998,Kg,,207
SO-DEMO-000767,Sales Order,items,CNT-015,36,Nos,Central Warehouse - ENXI,3788
SO-DEMO-000768,Sales Order,items,SVC-JAN-005,619,Nos,,313
SO-DEMO-000768,Sales Order,items,CNT-012,29,Nos,Central Warehouse - ENXI,1993
SO-DEMO-000769,Sales Order,items,SVC-CYTO,1896,Kg,,608
SO-DEMO-000770,Sales Order,items,SVC-GEN,860,Kg,,607
SO-DEMO-000770,Sales Order,items,CNT-015,11,Nos,Central Warehouse - ENXI,4445
SO-DEMO-000771,Sales Order,items,SVC-JAN-002,1019,Nos,,476
SO-DEMO-000771,Sales Order,items,CNT-020,45,Nos,Central Warehouse - ENXI,3765
SO-DEMO-000772,Sales Order,items,SVC-TRN-007,296,Nos,,609
SO-DEMO-000773,Sales Order,items,SVC-GEN,1401,Kg,,695
SO-DEMO-000774,Sales Order,items,SVC-CYTO,390,Kg,,258
SO-DEMO-000774,Sales Order,items,CNT-015,26,Nos,Central Warehouse - ENXI,3405
SO-DEMO-000774,Sales Order,items,CNT-018,2,Nos,Central Warehouse - ENXI,1030316
SO-DEMO-000775,Sales Order,items,SVC-PHRM,663,Kg,,393
SO-DEMO-000775,Sales Order,items,SPR-040,2,Nos,Central Warehouse - ENXI,2630006
SO-DEMO-000776,Sales Order,items,SVC-JAN-002,1004,Nos,,769
SO-DEMO-000777,Sales Order,items,SVC-SHRP,1077,Kg,,708
SO-DEMO-000777,Sales Order,items,CNT-016,45,Nos,Central Warehouse - ENXI,3132
SO-DEMO-000778,Sales Order,items,SVC-INF,669,Kg,,705
SO-DEMO-000778,Sales Order,items,SPR-043,3,Nos,Central Warehouse - ENXI,1753078
SO-DEMO-000779,Sales Order,items,SVC-GEN,1256,Kg,,753
SO-DEMO-000780,Sales Order,items,SVC-PATH,389,Kg,,498
SO-DEMO-000781,Sales Order,items,SVC-PATH,1859,Kg,,682
SO-DEMO-000782,Sales Order,items,SVC-TRN-010,443,Nos,,704
SO-DEMO-000782,Sales Order,items,CNT-017,49,Nos,Central Warehouse - ENXI,4081
SO-DEMO-000783,Sales Order,items,SVC-GEN,86,Kg,,670
SO-DEMO-000783,Sales Order,items,CNT-019,13,Nos,Central Warehouse - ENXI,1878
SO-DEMO-000784,Sales Order,items,SVC-JAN-005,214,Nos,,749
SO-DEMO-000785,Sales Order,items,SVC-INF,1596,Kg,,258
SO-DEMO-000786,Sales Order,items,SVC-TRN-008,402,Nos,,715
SO-DEMO-000787,Sales Order,items,SVC-SHRP,1793,Kg,,323
SO-DEMO-000788,Sales Order,items,SVC-GEN,1266,Kg,,161
SO-DEMO-000789,Sales Order,items,SVC-TRN-008,131,Nos,,287
SO-DEMO-000789,Sales Order,items,CLN-033,1,Nos,Central Warehouse - ENXI,2585684
SO-DEMO-000790,Sales Order,items,SVC-GEN,186,Kg,,638
SO-DEMO-000791,Sales Order,items,SVC-SHRP,152,Kg,,236
SO-DEMO-000792,Sales Order,items,SVC-GEN,325,Kg,,314
SO-DEMO-000792,Sales Order,items,CNT-019,10,Nos,Central Warehouse - ENXI,1211
SO-DEMO-000793,Sales Order,items,SVC-PATH,909,Kg,,171
SO-DEMO-000794,Sales Order,items,SVC-JAN-004,869,Nos,,437
SO-DEMO-000795,Sales Order,items,SVC-TRN-007,1832,Nos,,282
SO-DEMO-000796,Sales Order,items,SVC-JAN-004,517,Nos,,624
SO-DEMO-000796,Sales Order,items,CNT-016,32,Nos,Central Warehouse - ENXI,1238
SO-DEMO-000797,Sales Order,items,SVC-JAN-001,1428,Nos,,263
SO-DEMO-000797,Sales Order,items,CNT-015,31,Nos,Central Warehouse - ENXI,1439
SO-DEMO-000797,Sales Order,items,SPR-051,2,Nos,Central Warehouse - ENXI,1337467
SO-DEMO-000798,Sales Order,items,SVC-CHEM,1972,Kg,,354
SO-DEMO-000799,Sales Order,items,SVC-CYTO,991,Kg,,332
SO-DEMO-000800,Sales Order,items,SVC-TRN-009,1997,Nos,,580
SO-DEMO-000801,Sales Order,items,SVC-JAN-002,1287,Nos,,449
SO-DEMO-000801,Sales Order,items,CNT-012,22,Nos,Central Warehouse - ENXI,4010
SO-DEMO-000802,Sales Order,items,SVC-PHRM,1097,Kg,,713
SO-DEMO-000803,Sales Order,items,SVC-CYTO,403,Kg,,456
SO-DEMO-000803,Sales Order,items,PPE-022,2,Nos,Central Warehouse - ENXI,2500328
SO-DEMO-000804,Sales Order,items,SVC-JAN-002,1630,Nos,,423
SO-DEMO-000804,Sales Order,items,CNT-019,15,Nos,Central Warehouse - ENXI,2294
SO-DEMO-000805,Sales Order,items,SVC-CYTO,1076,Kg,,548
SO-DEMO-000806,Sales Order,items,SVC-JAN-003,1632,Nos,,698
SO-DEMO-000807,Sales Order,items,SVC-PATH,625,Kg,,628
SO-DEMO-000807,Sales Order,items,CNT-020,32,Nos,Central Warehouse - ENXI,2680
SO-DEMO-000807,Sales Order,items,CNT-012,1,Nos,Central Warehouse - ENXI,2648211
SO-DEMO-000808,Sales Order,items,SVC-JAN-004,1331,Nos,,470
SO-DEMO-000809,Sales Order,items,SVC-JAN-002,530,Nos,,478
SO-DEMO-000810,Sales Order,items,SVC-TRN-009,1142,Nos,,229
SO-DEMO-000810,Sales Order,items,CNT-018,8,Nos,Central Warehouse - ENXI,2996
SO-DEMO-000811,Sales Order,items,SVC-JAN-003,504,Nos,,616
SO-DEMO-000812,Sales Order,items,SVC-TRN-008,154,Nos,,555
